,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
346,D. Payet,32,175,77,France,81,Right,4,4,High/Low,LW,71.0,77.0,82.0,81.0,38.0,67.0,"Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",84,76,59,82,76,81,84,75,80,84,70,71,77,73,80,80,48,70,72,78,57,37,77,83,74,79,32,36,39,75+3,75+3,75+3,78+3,78+3,78+3,78+3,78+3,79+3,79+3,79+3,78+3,75+3,75+3,75+3,78+3,61+3,60+3,60+3,60+3,61+3,57+3,50+3,50+3,50+3,57+3
348,Quaresma,35,175,67,Portugal,81,Right,4,5,High/Low,RM,77.0,73.0,82.0,86.0,24.0,63.0,"Injury Free, Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",91,67,41,79,80,87,94,71,75,86,77,77,86,75,84,79,63,62,59,79,74,24,78,84,73,82,29,17,11,72+3,72+3,72+3,81+3,78+3,78+3,78+3,81+3,80+3,80+3,80+3,80+3,73+3,73+3,73+3,80+3,56+3,54+3,54+3,54+3,56+3,50+3,40+3,40+3,40+3,50+3
357,Laure Santeiro,31,171,63,Brazil,81,Left,5,4,Medium/Medium,LM,82.0,72.0,77.0,83.0,26.0,51.0,"Selfish, Crowd Favourite",73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,29,13,23,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,73+2,73+2,73+2,79+2,57+2,53+2,53+2,53+2,57+2,51+2,38+2,38+2,38+2,51+2
358,R. Fraser,25,163,70,Scotland,81,Right,4,3,High/Medium,LM,90.0,73.0,78.0,83.0,46.0,61.0,"Beat Offside Trap, Selfish, Early Crosser",82,75,30,78,64,82,83,72,71,81,92,88,95,77,96,71,60,79,50,73,65,45,77,80,69,79,45,53,42,71+2,71+2,71+2,80+2,78+2,78+2,78+2,80+2,79+2,79+2,79+2,80+2,74+2,74+2,74+2,80+2,67+2,63+2,63+2,63+2,67+2,63+2,52+2,52+2,52+2,63+2
411,Hulk,32,179,92,Brazil,80,Left,3,4,High/Medium,RW,78.0,85.0,76.0,80.0,47.0,86.0,"Long Throw-in, Beat Offside Trap, Argues with Officials, Early Crosser, Finesse Shot",75,81,69,78,73,85,78,81,72,79,79,77,71,82,58,94,71,82,91,90,83,48,82,75,78,75,50,41,28,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,79+3,79+3,79+3,79+3,75+3,75+3,75+3,79+3,64+3,65+3,65+3,65+3,64+3,61+3,59+3,59+3,59+3,61+3
416,Nani,32,177,70,Portugal,80,Right,5,5,High/Medium,LW,72.0,75.0,79.0,86.0,37.0,62.0,"Injury Free, Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",80,68,62,80,75,88,86,80,77,87,78,67,85,75,78,85,35,66,56,83,79,31,77,78,70,84,53,22,20,75+3,75+3,75+3,79+3,79+3,79+3,79+3,79+3,80+3,80+3,80+3,78+3,74+3,74+3,74+3,78+3,59+3,58+3,58+3,58+3,59+3,54+3,48+3,48+3,48+3,54+3
425,Joaquín,37,179,75,Spain,80,Right,3,4,High/Medium,LM,66.0,78.0,83.0,82.0,44.0,56.0,"Avoids Using Weaker Foot, Selfish, Crowd Favourite",84,80,63,83,68,85,86,77,82,83,69,63,68,82,70,77,31,48,64,78,53,35,80,83,75,79,41,47,39,76+2,76+2,76+2,79+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,78+2,76+2,76+2,76+2,78+2,61+2,61+2,61+2,61+2,61+2,58+2,52+2,52+2,52+2,58+2
427,S. Feghouli,29,176,75,Algeria,80,Right,3,4,High/Low,RM,86.0,72.0,74.0,83.0,34.0,64.0,"Selfish, Early Crosser, Speed Dribbler (CPU AI Only)",78,68,60,75,68,85,67,68,67,82,85,86,85,78,76,79,72,72,59,75,62,31,77,77,62,65,30,32,31,74+3,74+3,74+3,79+3,78+3,78+3,78+3,79+3,78+3,78+3,78+3,78+3,71+3,71+3,71+3,78+3,60+3,56+3,56+3,56+3,60+3,56+3,47+3,47+3,47+3,56+3
435,S. Berghuis,27,182,75,Netherlands,80,Left,2,3,Medium/Low,RW,78.0,77.0,81.0,82.0,36.0,62.0,"Dives Into Tackles (CPU AI Only), Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",82,75,48,79,75,82,86,74,82,83,82,75,84,78,70,83,53,72,58,81,63,37,72,83,68,74,34,36,30,74+2,74+2,74+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,75+2,75+2,75+2,79+2,61+2,60+2,60+2,60+2,61+2,57+2,47+2,47+2,47+2,57+2
437,R. Pereyra,28,182,77,Argentina,80,Right,4,4,High/Medium,LM,75.0,73.0,79.0,83.0,61.0,67.0,Early Crosser,78,74,60,82,73,86,78,72,75,84,75,75,76,74,76,68,65,77,62,74,66,70,76,81,72,78,50,64,70,73+2,73+2,73+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,79+2,73+2,71+2,71+2,71+2,73+2,71+2,65+2,65+2,65+2,71+2
441,Rony Lopes,23,174,68,Portugal,80,Left,3,4,High/Medium,LW,79.0,75.0,76.0,83.0,30.0,57.0,"Argues with Officials, Early Crosser",77,77,38,78,56,84,76,73,71,82,83,76,84,76,88,77,50,70,58,74,39,29,78,77,65,74,30,28,27,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,72+2,72+2,72+2,78+2,58+2,54+2,54+2,54+2,58+2,53+2,41+2,41+2,41+2,53+2
456,Carlos Soler,22,180,76,Spain,80,Right,4,3,Medium/Medium,RM,77.0,74.0,81.0,78.0,62.0,68.0,Dives Into Tackles (CPU AI Only),81,74,56,84,66,78,69,82,78,80,75,78,74,80,72,77,57,74,68,73,65,68,76,83,73,76,60,65,56,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,78+2,72+2,72+2,72+2,72+2,72+2,70+2,65+2,65+2,65+2,70+2
458,Melendo,21,167,63,Spain,80,Left,3,3,Medium/Medium,RM,82.0,71.0,77.0,82.0,55.0,61.0,"Selfish, Crowd Favourite",76,74,42,83,63,81,74,35,78,82,83,82,86,71,90,73,53,71,59,69,57,55,76,79,37,66,58,58,53,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,76+2,76+2,76+2,78+2,69+2,67+2,67+2,67+2,69+2,66+2,58+2,58+2,58+2,66+2
459,Pedro León,32,183,73,Spain,80,Right,3,4,Medium/Low,RM,60.0,78.0,85.0,81.0,45.0,59.0,"Long Throw-in, Beat Offside Trap, Argues with Officials",91,76,36,83,76,83,87,85,86,84,61,59,69,75,71,84,32,60,63,80,55,43,78,82,71,71,50,46,36,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,76+2,76+2,76+2,78+2,63+2,63+2,63+2,63+2,63+2,58+2,51+2,51+2,51+2,58+2
461,Bernard,26,164,60,Brazil,80,Right,4,4,High/Medium,LM,87.0,69.0,76.0,85.0,38.0,44.0,"Selfish, Early Crosser",80,69,59,77,68,84,78,69,68,84,90,84,94,80,95,76,61,71,30,65,41,42,74,75,57,73,31,39,25,72+2,72+2,72+2,79+2,77+2,77+2,77+2,79+2,78+2,78+2,78+2,79+2,72+2,72+2,72+2,79+2,62+2,56+2,56+2,56+2,62+2,58+2,45+2,45+2,45+2,58+2
464,M. Lanzini,26,167,59,Argentina,80,Right,3,4,Medium/Medium,LM,77.0,72.0,78.0,85.0,32.0,50.0,"Power Free-Kick, Selfish, Argues with Officials, Finesse Shot",74,70,56,80,61,86,76,76,77,85,79,75,84,72,89,76,75,68,39,76,48,27,73,79,73,77,27,36,25,71+2,71+2,71+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,73+2,73+2,73+2,78+2,58+2,55+2,55+2,55+2,58+2,53+2,43+2,43+2,43+2,53+2
473,Jony,27,179,76,Spain,80,Left,3,3,High/Medium,LM,87.0,70.0,79.0,80.0,52.0,68.0,"Dives Into Tackles (CPU AI Only), Early Crosser",81,70,44,79,63,79,81,78,75,80,88,87,83,76,79,69,35,77,69,73,60,56,76,79,59,76,55,51,46,72+2,72+2,72+2,78+2,76+2,76+2,76+2,78+2,78+2,78+2,78+2,79+2,75+2,75+2,75+2,79+2,69+2,66+2,66+2,66+2,69+2,66+2,57+2,57+2,57+2,66+2
486,M. Lazzari,25,174,67,Italy,80,Right,3,3,High/High,RM,88.0,62.0,76.0,81.0,54.0,62.0,Early Crosser,80,67,44,77,59,80,68,58,75,80,90,87,85,75,88,53,39,84,56,57,56,55,73,75,55,75,61,51,46,68+2,68+2,68+2,77+2,74+2,74+2,74+2,77+2,76+2,76+2,76+2,78+2,73+2,73+2,73+2,78+2,70+2,66+2,66+2,66+2,70+2,66+2,56+2,56+2,56+2,66+2
495,L. Bender,30,185,81,Germany,80,Right,3,2,Medium/High,RM,65.0,64.0,72.0,72.0,83.0,77.0,"Power Free-Kick, Injury Prone, Giant Throw-in",69,59,78,78,57,71,49,47,74,75,65,65,65,83,64,74,76,78,76,71,78,82,69,75,52,83,86,84,82,70+3,70+3,70+3,70+3,71+3,71+3,71+3,70+3,72+3,72+3,72+3,72+3,75+3,75+3,75+3,72+3,77+3,79+3,79+3,79+3,77+3,78+3,80+3,80+3,80+3,78+3
569,S. Kalou,33,185,79,Ivory Coast,79,Right,3,4,Medium/Low,LM,65.0,78.0,74.0,85.0,43.0,59.0,"Beat Offside Trap, Crowd Favourite",67,83,77,79,78,87,78,62,68,86,66,65,77,83,76,76,65,62,67,67,34,32,83,78,87,86,50,36,27,79+3,79+3,79+3,78+3,80+3,80+3,80+3,78+3,79+3,79+3,79+3,77+3,73+3,73+3,73+3,77+3,58+3,58+3,58+3,58+3,58+3,55+3,51+3,51+3,51+3,55+3
573,Richarlison,22,181,71,Brazil,79,Right,5,4,High/Medium,RM,84.0,77.0,72.0,81.0,45.0,79.0,"Injury Free, Selfish, Crowd Favourite",72,81,77,76,70,84,74,65,60,80,82,86,78,79,72,82,80,79,77,67,82,35,81,74,73,80,46,44,36,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,77+2,77+2,77+2,78+2,71+2,71+2,71+2,78+2,63+2,61+2,61+2,61+2,63+2,60+2,58+2,58+2,58+2,60+2
575,Munir,23,175,69,Spain,79,Left,3,4,High/Low,RW,84.0,77.0,75.0,81.0,35.0,66.0,"Early Crosser, Outside Foot Shot",73,78,75,80,80,81,81,67,62,82,85,84,84,77,82,76,62,74,66,75,58,25,78,76,66,80,38,27,25,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,71+2,71+2,71+2,78+2,59+2,55+2,55+2,55+2,59+2,55+2,48+2,48+2,48+2,55+2
578,M. Gradel,31,177,70,Ivory Coast,79,Right,4,4,High/High,LW,84.0,78.0,73.0,81.0,42.0,62.0,"Avoids Using Weaker Foot, Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",71,80,66,74,69,82,67,73,67,82,84,84,83,78,70,76,66,71,59,78,59,51,78,77,74,80,31,40,35,76+2,76+2,76+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,77+2,72+2,72+2,72+2,77+2,62+2,59+2,59+2,59+2,62+2,59+2,52+2,52+2,52+2,59+2
585,M. Rashica,23,177,73,Kosovo,79,Right,4,3,High/Medium,LW,90.0,78.0,71.0,83.0,44.0,63.0,"Long Throw-in, Argues with Officials, Early Crosser",73,78,52,74,76,84,74,68,67,80,93,87,90,78,77,84,47,74,58,77,67,39,75,68,65,74,55,37,34,76+2,76+2,76+2,79+2,78+2,78+2,78+2,79+2,77+2,77+2,77+2,78+2,70+2,70+2,70+2,78+2,63+2,59+2,59+2,59+2,63+2,60+2,52+2,52+2,52+2,60+2
587,L. Trossard,24,172,67,Belgium,79,Right,4,4,High/Medium,LW,83.0,80.0,76.0,82.0,30.0,62.0,"Power Free-Kick, Selfish, Argues with Officials, Crowd Favourite",75,80,64,76,76,82,81,69,79,80,91,76,92,70,86,77,87,73,60,85,47,18,75,77,75,82,30,31,18,75+2,75+2,75+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,72+2,72+2,72+2,78+2,56+2,53+2,53+2,53+2,56+2,52+2,43+2,43+2,43+2,52+2
588,Raphinha,22,176,68,Brazil,79,Left,3,4,High/Medium,RW,89.0,74.0,74.0,82.0,49.0,70.0,"Selfish, Early Crosser, Crowd Favourite",76,70,45,75,72,83,81,72,67,80,90,89,87,80,79,80,73,82,63,74,74,55,79,75,73,79,45,54,38,74+2,74+2,74+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,79+2,74+2,74+2,74+2,79+2,68+2,65+2,65+2,65+2,68+2,64+2,57+2,57+2,57+2,64+2
591,Ricardo Horta,24,173,63,Portugal,79,Right,3,3,Medium/Medium,LW,76.0,76.0,76.0,81.0,42.0,55.0,"Beat Offside Trap, Finesse Shot, Crowd Favourite",78,76,51,77,82,80,78,70,69,81,78,75,84,82,85,78,62,80,39,74,64,55,81,78,71,69,32,44,35,73+2,73+2,73+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,74+2,74+2,74+2,78+2,65+2,61+2,61+2,61+2,65+2,61+2,50+2,50+2,50+2,61+2
592,F. Orellana,33,171,64,Chile,79,Right,4,4,High/Low,LM,72.0,75.0,78.0,81.0,40.0,45.0,"Injury Free, Selfish, Crowd Favourite",78,78,69,79,61,84,80,79,77,79,76,68,78,79,73,67,64,59,32,80,54,31,79,78,75,69,43,37,25,73+2,73+2,73+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,77+2,73+2,73+2,73+2,77+2,58+2,56+2,56+2,56+2,58+2,55+2,47+2,47+2,47+2,55+2
603,F. Chiesa,21,175,70,Italy,79,Right,4,4,High/High,RW,85.0,74.0,71.0,83.0,44.0,64.0,"Diver, Argues with Officials, Early Crosser",72,70,50,76,68,84,74,48,60,81,87,84,86,78,77,81,54,76,60,78,62,30,76,73,62,76,65,34,34,73+2,73+2,73+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,77+2,70+2,70+2,70+2,77+2,63+2,59+2,59+2,59+2,63+2,59+2,51+2,51+2,51+2,59+2
604,Vinícius Jr.,18,176,73,Brazil,79,Right,4,5,High/Medium,RW,93.0,70.0,71.0,85.0,29.0,63.0,"Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",71,68,50,73,70,86,77,62,67,82,92,94,93,77,83,74,75,79,60,68,48,26,76,73,65,77,32,25,18,73+2,73+2,73+2,79+2,77+2,77+2,77+2,79+2,77+2,77+2,77+2,78+2,70+2,70+2,70+2,78+2,58+2,53+2,53+2,53+2,58+2,53+2,43+2,43+2,43+2,53+2
605,V. Tsygankov,21,177,69,Ukraine,79,Left,4,4,High/Medium,RM,83.0,73.0,77.0,80.0,47.0,56.0,"Selfish, Finesse Shot, Crowd Favourite",76,75,45,80,68,80,69,73,69,81,82,84,80,78,73,70,50,74,47,73,57,39,75,80,71,78,66,36,37,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,65+2,61+2,61+2,61+2,65+2,61+2,51+2,51+2,51+2,61+2
606,A. Januzaj,24,186,76,Belgium,79,Left,4,4,Medium/Low,RW,76.0,76.0,74.0,82.0,29.0,56.0,"Selfish, Crowd Favourite",82,79,42,72,67,85,80,65,74,82,79,74,79,76,69,74,61,64,57,75,41,36,76,72,60,74,30,22,22,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,77+2,70+2,70+2,70+2,77+2,57+2,53+2,53+2,53+2,57+2,52+2,41+2,41+2,41+2,52+2
610,C. Pulisic,20,177,69,United States,79,Right,4,4,Medium/Medium,LW,90.0,68.0,70.0,84.0,36.0,58.0,"Power Free-Kick, Early Crosser, Crowd Favourite",69,68,40,75,70,85,69,58,59,83,93,87,87,77,86,77,78,77,51,58,45,33,73,74,61,69,38,32,47,71+3,71+3,71+3,78+3,76+3,76+3,76+3,78+3,76+3,76+3,76+3,77+3,69+3,69+3,69+3,77+3,62+3,56+3,56+3,56+3,62+3,59+3,47+3,47+3,47+3,59+3
618,K. Toko-Ekambi,26,185,74,Cameroon,79,Right,4,3,High/Medium,LM,79.0,78.0,67.0,78.0,27.0,68.0,"Beat Offside Trap, Early Crosser",74,81,74,69,72,78,66,63,58,79,79,79,75,76,71,80,68,69,76,72,48,28,81,65,69,77,27,14,18,77+2,77+2,77+2,76+2,76+2,76+2,76+2,76+2,74+2,74+2,74+2,74+2,65+2,65+2,65+2,74+2,54+2,49+2,49+2,49+2,54+2,50+2,43+2,43+2,43+2,50+2
648,J. Maddison,22,175,73,England,79,Right,4,4,High/Medium,LW,75.0,72.0,82.0,79.0,39.0,57.0,"Selfish, Argues with Officials, Finesse Shot",81,69,30,83,69,78,79,82,77,82,76,74,84,69,78,79,54,74,49,73,56,45,75,84,74,78,37,40,34,69+2,69+2,69+2,77+2,75+2,75+2,75+2,77+2,78+2,78+2,78+2,77+2,74+2,74+2,74+2,77+2,63+2,61+2,61+2,61+2,63+2,57+2,47+2,47+2,47+2,57+2
702,D. da Costa,25,187,85,Germany,79,Right,3,3,High/High,RM,81.0,50.0,70.0,72.0,76.0,81.0,,79,39,71,71,52,73,64,49,70,74,77,84,65,77,63,68,81,92,80,55,72,75,68,66,40,68,76,77,77,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,77+2,75+2,75+2,75+2,77+2,77+2,75+2,75+2,75+2,77+2
753,R. Babel,32,185,85,Netherlands,78,Right,3,4,Medium/Low,LM,83.0,79.0,71.0,80.0,36.0,73.0,"Selfish, Argues with Officials, Crowd Favourite",72,77,71,73,67,82,77,50,66,80,80,85,77,73,73,85,82,75,78,82,58,34,77,75,70,76,39,28,21,77+3,77+3,77+3,77+3,78+3,78+3,78+3,77+3,77+3,77+3,77+3,76+3,70+3,70+3,70+3,76+3,58+3,56+3,56+3,56+3,58+3,55+3,50+3,50+3,50+3,55+3
756,Ayoze Pérez,25,178,72,Spain,78,Right,4,4,High/High,RW,76.0,75.0,67.0,81.0,54.0,66.0,"Beat Offside Trap, Selfish, Early Crosser",56,80,75,75,77,82,79,60,51,80,77,76,82,82,78,70,73,84,54,65,70,49,83,74,73,73,54,54,42,76+2,76+2,76+2,76+2,78+2,78+2,78+2,76+2,76+2,76+2,76+2,75+2,71+2,71+2,71+2,75+2,65+2,63+2,63+2,63+2,65+2,63+2,59+2,59+2,59+2,63+2
757,B. Traoré,23,181,73,Burkina Faso,78,Left,1,4,High/Medium,RW,87.0,73.0,71.0,83.0,43.0,66.0,"Beat Offside Trap, Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",64,75,64,74,75,83,78,74,69,86,85,89,88,72,69,76,78,73,64,66,60,45,78,73,69,73,38,40,37,76+2,76+2,76+2,78+2,78+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,62+2,60+2,60+2,60+2,62+2,59+2,53+2,53+2,53+2,59+2
760,J. Bamba,23,175,72,France,78,Right,3,4,High/High,LM,89.0,75.0,69.0,82.0,36.0,62.0,"Injury Free, Selfish, Argues with Officials, Early Crosser",66,76,61,70,68,83,75,64,65,82,90,88,82,75,80,78,72,73,56,72,62,32,78,73,70,74,28,37,38,75+2,75+2,75+2,78+2,78+2,78+2,78+2,78+2,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,59+2,55+2,55+2,55+2,59+2,56+2,48+2,48+2,48+2,56+2
762,Denis Suárez,25,176,69,Spain,78,Right,3,3,Medium/Medium,LM,76.0,72.0,79.0,83.0,59.0,56.0,"Beat Offside Trap, Crowd Favourite",77,72,44,81,68,83,82,70,78,83,77,76,82,82,76,75,58,66,55,73,47,62,76,81,63,70,69,59,42,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,78+2,77+2,77+2,77+2,78+2,69+2,69+2,69+2,69+2,69+2,66+2,59+2,59+2,59+2,66+2
765,A. Carrillo,28,181,78,Peru,78,Right,4,4,Medium/Medium,RM,86.0,74.0,72.0,83.0,34.0,67.0,"Selfish, Early Crosser",78,73,70,73,74,85,78,55,62,82,86,86,81,74,75,76,73,67,72,75,53,34,74,73,68,73,26,32,25,76+2,76+2,76+2,78+2,77+2,77+2,77+2,78+2,76+2,76+2,76+2,77+2,69+2,69+2,69+2,77+2,59+2,54+2,54+2,54+2,59+2,55+2,48+2,48+2,48+2,55+2
767,B. Verbi?,25,179,70,Slovenia,78,Right,3,4,High/Medium,LM,83.0,72.0,72.0,80.0,43.0,73.0,"Injury Free, Selfish",70,74,65,75,68,81,63,65,69,80,85,81,78,79,81,70,72,76,72,71,74,32,80,75,63,76,54,34,33,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,61+2,60+2,60+2,60+2,61+2,58+2,54+2,54+2,54+2,58+2
769,D. Berardi,24,183,72,Italy,78,Left,3,4,High/Low,RW,77.0,77.0,74.0,82.0,37.0,67.0,Argues with Officials,74,74,62,75,78,80,70,73,75,85,77,77,87,73,73,83,65,66,61,79,85,26,77,71,74,74,45,30,30,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,76+2,71+2,71+2,71+2,76+2,58+2,57+2,57+2,57+2,58+2,54+2,50+2,50+2,50+2,54+2
775,Gervinho,32,179,65,Ivory Coast,78,Right,3,3,High/Low,LW,90.0,70.0,71.0,80.0,35.0,59.0,"Injury Free, Early Crosser",75,72,63,73,70,80,69,43,67,78,91,90,88,76,76,69,60,75,54,64,51,39,78,74,63,68,35,29,15,73+3,73+3,73+3,77+3,76+3,76+3,76+3,77+3,76+3,76+3,76+3,77+3,69+3,69+3,69+3,77+3,59+3,55+3,55+3,55+3,59+3,55+3,45+3,45+3,45+3,55+3
783,N. Amrabat,32,180,85,Morocco,78,Right,2,4,High/Medium,RM,79.0,75.0,76.0,80.0,53.0,74.0,"Injury Free, Early Crosser",79,73,68,78,73,80,77,68,67,78,81,77,86,74,78,81,53,73,78,72,71,54,73,78,77,71,35,65,55,75+2,75+2,75+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,76+2,73+2,73+2,73+2,76+2,67+2,66+2,66+2,66+2,67+2,66+2,61+2,61+2,61+2,66+2
792,V. Fischer,25,180,80,Denmark,78,Right,4,4,High/Medium,LM,82.0,72.0,73.0,80.0,37.0,70.0,"Beat Offside Trap, Selfish, Crowd Favourite",70,71,49,75,74,80,72,65,68,81,81,83,82,72,77,77,58,81,67,69,68,34,78,77,64,76,38,37,27,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,71+2,71+2,71+2,76+2,60+2,58+2,58+2,58+2,60+2,56+2,49+2,49+2,49+2,56+2
793,A. Townsend,27,178,73,England,78,Left,4,4,High/High,RM,78.0,77.0,75.0,80.0,38.0,69.0,"Injury Free, Argues with Officials, Early Crosser",78,73,48,75,72,81,80,78,67,80,79,78,78,76,77,83,44,86,61,82,76,37,74,75,76,71,41,35,34,73+2,73+2,73+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,77+2,72+2,72+2,72+2,77+2,62+2,59+2,59+2,59+2,62+2,58+2,49+2,49+2,49+2,58+2
794,H. Onyekuru,22,175,59,Nigeria,78,Right,4,4,High/Low,LM,90.0,74.0,67.0,82.0,34.0,56.0,"Injury Free, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",69,78,57,70,69,84,70,45,63,78,91,90,90,72,82,71,91,75,44,73,53,18,77,67,65,70,37,38,25,73+2,73+2,73+2,78+2,76+2,76+2,76+2,78+2,75+2,75+2,75+2,76+2,67+2,67+2,67+2,76+2,57+2,52+2,52+2,52+2,57+2,54+2,45+2,45+2,45+2,54+2
795,C. Ünder,21,173,66,Turkey,78,Left,4,3,Medium/Medium,RM,82.0,75.0,74.0,82.0,37.0,50.0,"Beat Offside Trap, Argues with Officials, Crowd Favourite",83,71,58,72,69,83,80,68,65,82,85,79,84,71,82,82,48,67,51,82,27,29,73,73,64,68,43,33,30,73+2,73+2,73+2,78+2,76+2,76+2,76+2,78+2,76+2,76+2,76+2,76+2,69+2,69+2,69+2,76+2,59+2,53+2,53+2,53+2,59+2,56+2,44+2,44+2,44+2,56+2
797,Bruma,24,173,70,Portugal,78,Right,4,4,High/Medium,LW,90.0,72.0,71.0,84.0,32.0,63.0,"Injury Free, Selfish, Speed Dribbler (CPU AI Only)",72,71,53,75,60,85,77,70,60,82,93,87,92,68,87,79,73,77,54,71,64,38,71,70,69,70,26,27,28,72+2,72+2,72+2,78+2,76+2,76+2,76+2,78+2,76+2,76+2,76+2,77+2,68+2,68+2,68+2,77+2,59+2,54+2,54+2,54+2,59+2,55+2,45+2,45+2,45+2,55+2
799,M. Sulejmani,30,179,73,Serbia,78,Left,3,4,Medium/Medium,LM,83.0,75.0,75.0,80.0,31.0,54.0,"Early Crosser, Speed Dribbler (CPU AI Only)",79,75,47,75,70,80,82,84,68,81,81,85,84,75,79,75,46,62,59,76,32,26,74,70,73,70,27,36,26,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,76+2,69+2,69+2,69+2,76+2,57+2,52+2,52+2,52+2,57+2,53+2,42+2,42+2,42+2,53+2
800,J. Ikoné,21,175,73,France,78,Left,4,4,High/Medium,RM,89.0,70.0,72.0,82.0,33.0,60.0,"Selfish, Finesse Shot, Crowd Favourite",68,70,39,73,57,81,78,72,65,80,90,89,92,78,79,75,36,74,53,68,65,27,75,79,66,79,32,36,36,71+2,71+2,71+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,70+2,70+2,70+2,77+2,60+2,55+2,55+2,55+2,60+2,56+2,45+2,45+2,45+2,56+2
802,Daniel Podence,23,163,65,Portugal,78,Right,4,4,High/Medium,LM,93.0,63.0,70.0,84.0,33.0,51.0,"Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",63,64,42,74,57,84,75,42,66,81,94,92,92,77,94,65,66,76,30,55,67,21,76,77,63,78,42,30,29,68+2,68+2,68+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,58+2,54+2,54+2,54+2,58+2,54+2,43+2,43+2,43+2,54+2
