,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
361,Gerard Moreno,27,180,77,Spain,81,Left,4,3,High/Medium,ST,76.0,79.0,66.0,78.0,45.0,69.0,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",61,80,80,75,81,79,70,56,56,80,75,77,72,78,67,80,75,73,72,78,55,40,80,62,75,72,43,41,41,78+2,78+2,78+2,75+2,77+2,77+2,77+2,75+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,61+2,58+2,58+2,58+2,61+2,59+2,55+2,55+2,55+2,59+2
376,W. Weghorst,26,197,84,Netherlands,81,Right,3,3,High/High,ST,63.0,80.0,59.0,69.0,39.0,83.0,Long Passer (CPU AI Only),42,84,87,76,79,65,40,37,48,78,57,68,63,82,44,84,79,85,86,66,76,34,85,65,77,80,37,32,25,79+2,79+2,79+2,70+2,75+2,75+2,75+2,70+2,72+2,72+2,72+2,69+2,67+2,67+2,67+2,69+2,54+2,57+2,57+2,57+2,54+2,53+2,54+2,54+2,54+2,53+2
412,João Félix,19,181,70,Portugal,80,Right,4,5,High/Medium,RS,82.0,80.0,74.0,81.0,40.0,70.0,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",73,79,69,76,79,82,81,58,67,80,79,85,83,83,80,82,79,79,64,80,69,38,84,77,68,82,30,42,35,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,78+2,73+2,73+2,73+2,78+2,62+2,59+2,59+2,59+2,62+2,59+2,53+2,53+2,53+2,59+2
415,J. Correa,24,188,77,Argentina,80,Right,4,4,High/Medium,CF,84.0,75.0,75.0,85.0,39.0,67.0,"Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",74,77,68,78,75,87,79,63,69,86,82,86,84,77,67,78,63,73,72,71,48,36,77,77,57,73,39,37,26,78+2,78+2,78+2,80+2,80+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,73+2,73+2,73+2,79+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2
417,Deulofeu,25,177,73,Spain,80,Right,4,4,High/Low,RS,88.0,73.0,75.0,87.0,30.0,56.0,"Injury Free, Selfish, Crowd Favourite",75,74,40,78,70,89,84,77,62,86,89,88,93,75,77,75,70,70,54,68,40,25,78,77,77,77,34,30,22,73+3,73+3,73+3,81+3,79+3,79+3,79+3,81+3,80+3,80+3,80+3,80+3,71+3,71+3,71+3,80+3,59+3,53+3,53+3,53+3,59+3,54+3,42+3,42+3,42+3,54+3
419,F. Smolov,29,187,80,Russia,80,Right,4,4,High/Medium,ST,86.0,81.0,70.0,76.0,32.0,73.0,"Injury Free, Beat Offside Trap, Argues with Officials",57,82,67,77,79,76,77,69,62,78,88,85,75,74,66,80,67,74,75,81,67,32,84,75,74,73,26,28,24,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,77+2,77+2,77+2,75+2,70+2,70+2,70+2,75+2,56+2,55+2,55+2,55+2,56+2,53+2,48+2,48+2,48+2,53+2
422,Diogo Jota,22,178,73,Portugal,80,Right,5,4,High/High,LS,83.0,77.0,70.0,84.0,53.0,76.0,"Diver, Early Crosser",67,77,52,72,75,84,76,58,68,84,88,79,87,81,86,82,66,80,71,74,85,54,82,73,63,84,53,54,44,77+2,77+2,77+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,74+2,74+2,74+2,78+2,67+2,66+2,66+2,66+2,67+2,64+2,60+2,60+2,60+2,64+2
426,W. Rooney,33,176,83,England,80,Right,4,3,Medium/High,ST,64.0,81.0,80.0,76.0,56.0,76.0,"Avoids Using Weaker Foot, Leadership, Argues with Officials, Speed Dribbler (CPU AI Only), Outside Foot Shot",73,80,75,81,83,74,82,83,82,80,64,64,66,82,77,85,74,70,78,80,81,56,80,82,81,88,57,55,40,78+3,78+3,78+3,76+3,78+3,78+3,78+3,76+3,78+3,78+3,78+3,76+3,77+3,77+3,77+3,76+3,65+3,69+3,69+3,69+3,65+3,63+3,64+3,64+3,64+3,63+3
431,A. Rebi?,25,185,78,Croatia,80,Right,4,4,High/Medium,ST,88.0,80.0,70.0,78.0,39.0,81.0,"Injury Free, Argues with Officials, Early Crosser, Crowd Favourite",74,79,71,73,82,80,76,58,57,78,84,91,74,78,68,85,66,79,83,79,84,29,79,70,63,75,28,50,25,79+2,79+2,79+2,78+2,78+2,78+2,78+2,78+2,76+2,76+2,76+2,77+2,69+2,69+2,69+2,77+2,60+2,58+2,58+2,58+2,60+2,57+2,54+2,54+2,54+2,57+2
432,C. Wilson,27,180,66,England,80,Right,3,4,High/Medium,ST,87.0,78.0,67.0,77.0,39.0,75.0,"Power Free-Kick, Early Crosser",61,83,78,72,72,78,63,45,62,77,84,89,75,78,73,77,73,75,75,69,73,40,83,72,78,79,29,39,25,79+2,79+2,79+2,77+2,78+2,78+2,78+2,77+2,76+2,76+2,76+2,75+2,69+2,69+2,69+2,75+2,58+2,57+2,57+2,57+2,58+2,56+2,53+2,53+2,53+2,56+2
438,M. Almirón,25,174,63,Paraguay,80,Left,2,4,High/High,LS,89.0,74.0,76.0,82.0,48.0,63.0,"Argues with Officials, Early Crosser",72,73,43,80,75,83,74,70,70,81,89,89,87,79,64,78,46,84,53,73,65,50,74,78,69,76,43,53,49,73+2,73+2,73+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,75+2,75+2,75+2,79+2,68+2,65+2,65+2,65+2,68+2,65+2,54+2,54+2,54+2,65+2
442,R. Jiménez,28,188,81,Mexico,80,Right,4,3,High/High,RS,78.0,78.0,71.0,75.0,47.0,79.0,"Selfish, Long Passer (CPU AI Only)",70,80,81,74,77,77,73,45,71,76,73,82,72,78,49,80,69,82,78,69,80,52,83,72,90,78,50,36,28,78+3,78+3,78+3,76+3,77+3,77+3,77+3,76+3,75+3,75+3,75+3,76+3,72+3,72+3,72+3,76+3,62+3,62+3,62+3,62+3,62+3,60+3,58+3,58+3,58+3,60+3
444,L. Pratto,31,187,91,Argentina,80,Right,3,4,High/Medium,LS,71.0,79.0,72.0,75.0,58.0,86.0,Giant Throw-in,69,78,79,72,74,77,69,56,70,79,68,74,60,79,56,86,74,79,91,76,85,58,81,80,78,83,59,51,55,79+2,79+2,79+2,75+2,77+2,77+2,77+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,75+2,67+2,68+2,68+2,68+2,67+2,66+2,67+2,67+2,67+2,66+2
446,Santi Mina,23,181,77,Spain,80,Right,4,3,High/Medium,LS,77.0,79.0,69.0,78.0,53.0,72.0,Early Crosser,73,82,77,72,75,79,69,55,65,79,75,78,75,79,72,80,73,75,71,74,69,55,83,68,67,69,51,46,49,78+2,78+2,78+2,77+2,77+2,77+2,77+2,77+2,75+2,75+2,75+2,76+2,71+2,71+2,71+2,76+2,66+2,63+2,63+2,63+2,66+2,64+2,61+2,61+2,61+2,64+2
447,Mata,30,185,79,Spain,80,Right,3,3,High/Medium,RS,72.0,79.0,61.0,75.0,31.0,77.0,,63,84,75,65,72,79,55,48,51,78,71,73,63,84,41,78,69,72,79,71,80,19,84,66,76,76,29,28,29,78+2,78+2,78+2,74+2,77+2,77+2,77+2,74+2,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,54+2,52+2,52+2,52+2,54+2,51+2,49+2,49+2,49+2,51+2
448,M. Dembélé,22,183,74,France,80,Right,3,4,High/Medium,ST,82.0,77.0,61.0,76.0,30.0,81.0,Selfish,50,81,76,71,69,75,69,41,48,79,79,85,78,77,68,80,83,74,86,66,75,22,82,68,82,76,39,14,16,78+2,78+2,78+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,65+2,65+2,65+2,72+2,52+2,51+2,51+2,51+2,52+2,49+2,48+2,48+2,48+2,49+2
468,Sergi Enrich,29,181,77,Spain,80,Right,4,4,High/High,RS,60.0,78.0,70.0,75.0,43.0,78.0,,70,82,81,79,82,74,55,47,61,81,60,60,68,82,65,77,78,76,83,70,66,42,84,72,68,74,31,46,31,78+2,78+2,78+2,75+2,76+2,76+2,76+2,75+2,75+2,75+2,75+2,74+2,72+2,72+2,72+2,74+2,60+2,60+2,60+2,60+2,60+2,57+2,56+2,56+2,56+2,57+2
469,Jorge Molina,37,188,72,Spain,80,Right,4,3,Medium/Medium,LS,39.0,83.0,67.0,70.0,41.0,70.0,Long Passer (CPU AI Only),49,85,82,80,82,73,62,59,57,81,38,39,32,85,35,83,49,31,88,81,77,41,85,72,80,81,45,32,19,78+2,78+2,78+2,70+2,76+2,76+2,76+2,70+2,74+2,74+2,74+2,67+2,69+2,69+2,69+2,67+2,49+2,57+2,57+2,57+2,49+2,47+2,55+2,55+2,55+2,47+2
474,A. Gignac,33,187,91,France,80,Right,3,3,Medium/Medium,ST,69.0,82.0,71.0,71.0,43.0,83.0,"Beat Offside Trap, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only), Giant Throw-in",72,83,78,71,78,73,77,70,68,72,71,68,66,78,54,84,72,71,91,79,80,51,81,72,78,80,33,41,23,78+3,78+3,78+3,74+3,75+3,75+3,75+3,74+3,73+3,73+3,73+3,73+3,70+3,70+3,70+3,73+3,58+3,60+3,60+3,60+3,58+3,56+3,56+3,56+3,56+3,56+3
483,M. Marega,28,186,83,Mali,80,Right,3,3,High/Medium,RS,88.0,79.0,63.0,65.0,41.0,90.0,Early Crosser,65,80,77,67,75,64,58,37,52,66,87,89,66,77,50,84,75,93,90,72,89,26,84,68,71,74,51,34,28,78+2,78+2,78+2,72+2,74+2,74+2,74+2,72+2,70+2,70+2,70+2,72+2,64+2,64+2,64+2,72+2,59+2,56+2,56+2,56+2,59+2,57+2,55+2,55+2,55+2,57+2
484,K. Pi?tek,24,183,77,Poland,80,Right,3,3,Medium/Medium,LS,76.0,80.0,53.0,73.0,38.0,71.0,Speed Dribbler (CPU AI Only),51,86,80,64,75,72,60,40,35,76,78,75,74,76,61,80,81,73,76,69,51,31,86,52,75,72,33,38,24,78+2,78+2,78+2,72+2,74+2,74+2,74+2,72+2,69+2,69+2,69+2,69+2,61+2,61+2,61+2,69+2,54+2,50+2,50+2,50+2,54+2,52+2,50+2,50+2,50+2,52+2
570,Éder,32,179,72,Italy,79,Right,4,4,High/Medium,LS,86.0,78.0,73.0,83.0,29.0,65.0,"Beat Offside Trap, Argues with Officials, Crowd Favourite",72,78,60,76,76,83,80,78,58,83,86,86,83,78,81,79,50,79,61,76,60,24,83,78,78,78,31,20,26,77+3,77+3,77+3,80+3,80+3,80+3,80+3,80+3,79+3,79+3,79+3,79+3,70+3,70+3,70+3,79+3,58+3,53+3,53+3,53+3,58+3,54+3,44+3,44+3,44+3,54+3
572,Alex Teixeira,29,174,72,Brazil,79,Right,4,4,High/Medium,RS,92.0,76.0,73.0,82.0,42.0,72.0,"Early Crosser, Crowd Favourite",63,77,54,79,78,80,73,49,70,81,94,90,91,82,83,72,82,85,72,75,52,65,80,79,74,84,30,35,43,76+3,76+3,76+3,80+3,79+3,79+3,79+3,80+3,80+3,80+3,80+3,79+3,75+3,75+3,75+3,79+3,66+3,63+3,63+3,63+3,66+3,63+3,54+3,54+3,54+3,63+3
574,J. King,27,184,82,Norway,79,Right,3,4,Medium/Medium,CF,88.0,79.0,69.0,79.0,38.0,75.0,"Selfish, Early Crosser",65,81,68,74,73,81,70,53,64,79,85,90,74,78,74,79,72,76,77,76,69,34,80,74,81,77,33,39,27,78+2,78+2,78+2,78+2,79+2,79+2,79+2,78+2,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,59+2,57+2,57+2,57+2,59+2,56+2,52+2,52+2,52+2,56+2
576,Luimo Boas Santos,31,176,73,Brazil,79,Right,4,4,High/Medium,ST,84.0,79.0,65.0,80.0,27.0,66.0,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",42,79,73,74,76,82,79,60,56,78,86,82,83,82,69,75,82,80,67,82,43,20,82,75,74,73,27,20,19,78+2,78+2,78+2,76+2,79+2,79+2,79+2,76+2,78+2,78+2,78+2,74+2,69+2,69+2,69+2,74+2,52+2,50+2,50+2,50+2,52+2,49+2,43+2,43+2,43+2,49+2
580,David Villa,37,175,69,Spain,79,Right,4,4,High/Low,LS,65.0,81.0,74.0,80.0,34.0,67.0,"Beat Offside Trap, Selfish, Argues with Officials",71,83,67,76,77,82,82,77,67,83,63,66,67,80,70,78,68,65,68,79,67,29,83,75,88,83,30,28,38,77+3,77+3,77+3,77+3,78+3,78+3,78+3,77+3,77+3,77+3,77+3,75+3,71+3,71+3,71+3,75+3,57+3,56+3,56+3,56+3,57+3,53+3,49+3,49+3,49+3,53+3
581,Iago Falqué,29,174,69,Spain,79,Left,3,4,High/Medium,RF,75.0,74.0,79.0,84.0,41.0,54.0,"Dives Into Tackles (CPU AI Only), Crowd Favourite",78,75,53,82,69,84,80,75,74,85,78,72,84,78,85,70,36,70,50,75,48,26,80,78,77,78,54,36,32,73+3,73+3,73+3,79+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,74+3,74+3,74+3,79+3,61+3,58+3,58+3,58+3,61+3,57+3,47+3,47+3,47+3,57+3
582,Wu Lei,27,174,66,China PR,79,Right,4,3,Medium/Medium,LS,87.0,74.0,72.0,80.0,36.0,66.0,"Diver, Beat Offside Trap, Giant Throw-in",68,78,72,76,72,79,69,69,67,81,90,85,78,79,80,77,87,68,63,67,65,23,82,73,53,71,34,37,31,77+2,77+2,77+2,78+2,78+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,70+2,70+2,70+2,77+2,58+2,56+2,56+2,56+2,58+2,56+2,50+2,50+2,50+2,56+2
583,Leo Baptistao,26,181,71,Brazil,79,Right,3,4,Medium/Medium,ST,77.0,75.0,72.0,79.0,33.0,67.0,,67,74,76,79,77,79,70,59,63,79,75,79,77,82,71,79,73,77,71,73,41,28,83,75,65,75,36,24,19,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,76+2,71+2,71+2,71+2,76+2,57+2,54+2,54+2,54+2,57+2,53+2,47+2,47+2,47+2,53+2
584,W. Khazri,28,176,82,Tunisia,79,Right,4,4,High/High,ST,76.0,80.0,77.0,79.0,43.0,68.0,"Argues with Officials, Early Crosser, Finesse Shot",80,79,54,77,69,79,80,79,69,81,74,77,80,79,67,85,44,69,68,82,75,55,81,79,75,80,31,49,30,76+2,76+2,76+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,77+2,74+2,74+2,74+2,77+2,63+2,62+2,62+2,62+2,63+2,60+2,54+2,54+2,54+2,60+2
594,Zé Luís,28,184,88,Cape Verde,79,Left,4,4,Medium/Medium,LS,82.0,73.0,60.0,78.0,33.0,78.0,"Power Free-Kick, Injury Free, Long Passer (CPU AI Only), Crowd Favourite",45,74,83,67,75,80,66,54,44,81,81,82,64,80,61,79,92,68,83,64,76,29,78,75,75,72,36,19,24,78+2,78+2,78+2,73+2,77+2,77+2,77+2,73+2,74+2,74+2,74+2,72+2,65+2,65+2,65+2,72+2,53+2,52+2,52+2,52+2,53+2,51+2,51+2,51+2,51+2,51+2
595,Elkeson,29,180,83,Brazil,79,Right,4,4,High/Medium,ST,81.0,77.0,73.0,77.0,49.0,76.0,"Long Throw-in, Outside Foot Shot",67,75,79,75,76,76,76,80,66,77,88,76,80,75,74,86,76,80,77,72,68,56,77,78,85,76,30,57,35,77+2,77+2,77+2,76+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,75+2,73+2,73+2,73+2,75+2,64+2,63+2,63+2,63+2,64+2,62+2,59+2,59+2,59+2,62+2
611,C. Stuani,32,186,76,Uruguay,79,Right,3,4,Medium/Low,ST,69.0,78.0,69.0,75.0,48.0,82.0,"Long Passer (CPU AI Only), Crowd Favourite",68,80,85,74,73,76,66,57,65,77,69,69,65,81,62,77,90,86,80,74,81,36,82,69,90,79,45,49,42,78+2,78+2,78+2,74+2,76+2,76+2,76+2,74+2,74+2,74+2,74+2,74+2,71+2,71+2,71+2,74+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,60+2
612,D. Benedetto,29,177,80,Argentina,79,Right,5,3,High/Low,ST,80.0,80.0,66.0,75.0,38.0,73.0,"Beat Offside Trap, Argues with Officials, Speed Dribbler (CPU AI Only)",55,81,76,71,73,74,69,60,66,78,78,81,74,74,72,83,88,68,77,77,66,35,82,69,76,81,45,25,25,78+2,78+2,78+2,74+2,76+2,76+2,76+2,74+2,74+2,74+2,74+2,73+2,68+2,68+2,68+2,73+2,55+2,55+2,55+2,55+2,55+2,53+2,52+2,52+2,52+2,53+2
615,Wesley,22,191,94,Brazil,79,Right,3,3,High/High,ST,77.0,76.0,68.0,73.0,38.0,88.0,,58,74,75,76,74,75,57,49,68,80,69,83,53,74,45,84,70,81,95,73,83,37,78,71,69,78,35,37,15,77+2,77+2,77+2,73+2,76+2,76+2,76+2,73+2,74+2,74+2,74+2,73+2,71+2,71+2,71+2,73+2,57+2,59+2,59+2,59+2,57+2,54+2,54+2,54+2,54+2,54+2
616,Kike García,29,186,79,Spain,79,Right,4,3,Medium/Medium,LS,61.0,79.0,63.0,75.0,38.0,73.0,,56,78,81,76,81,77,42,46,49,80,60,62,63,77,51,82,72,67,77,77,71,37,84,67,70,82,35,34,21,77+2,77+2,77+2,73+2,76+2,76+2,76+2,73+2,73+2,73+2,73+2,71+2,68+2,68+2,68+2,71+2,54+2,55+2,55+2,55+2,54+2,51+2,52+2,52+2,52+2,51+2
637,B. Y?lmaz,33,188,77,Turkey,79,Right,3,3,High/Low,ST,80.0,81.0,65.0,69.0,34.0,77.0,"Power Free-Kick, Speed Dribbler (CPU AI Only)",68,82,72,66,77,69,60,70,60,69,81,79,72,81,48,85,66,69,79,74,85,33,86,64,79,81,29,29,26,78+2,78+2,78+2,73+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,72+2,65+2,65+2,65+2,72+2,55+2,53+2,53+2,53+2,55+2,53+2,50+2,50+2,50+2,53+2
639,H. Seferovi?,27,189,85,Switzerland,79,Left,2,3,High/Medium,RS,71.0,77.0,67.0,71.0,47.0,86.0,Argues with Officials,68,78,78,68,76,71,72,64,61,74,67,74,66,82,60,82,75,89,87,69,81,42,86,68,68,81,44,46,40,77+2,77+2,77+2,73+2,75+2,75+2,75+2,73+2,72+2,72+2,72+2,73+2,69+2,69+2,69+2,73+2,62+2,61+2,61+2,61+2,62+2,60+2,59+2,59+2,59+2,60+2
640,M. Samatta,26,183,80,Tanzania,79,Right,4,3,High/High,ST,85.0,78.0,66.0,73.0,32.0,74.0,Early Crosser,71,83,77,76,76,73,65,57,45,72,83,86,75,73,69,78,88,82,72,69,66,18,81,63,70,78,32,28,23,77+2,77+2,77+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,74+2,64+2,64+2,64+2,74+2,56+2,50+2,50+2,50+2,56+2,53+2,48+2,48+2,48+2,53+2
642,A. Hamdallah,28,182,81,Morocco,79,Right,3,3,Medium/Low,ST,76.0,79.0,68.0,73.0,30.0,75.0,"Beat Offside Trap, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",66,84,78,70,76,71,75,65,60,76,77,76,78,75,70,78,80,84,77,68,55,20,83,71,75,78,30,25,20,77+2,77+2,77+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,54+2,51+2,51+2,51+2,54+2,51+2,46+2,46+2,46+2,51+2
650,A. Modeste,31,187,84,France,79,Right,3,3,Medium/Medium,LS,74.0,78.0,63.0,72.0,35.0,80.0,"Injury Free, Beat Offside Trap, Long Passer (CPU AI Only)",62,80,83,67,80,71,66,56,55,75,71,76,67,82,62,80,85,67,86,71,82,15,80,62,79,80,42,31,19,78+2,78+2,78+2,72+2,74+2,74+2,74+2,72+2,71+2,71+2,71+2,70+2,64+2,64+2,64+2,70+2,52+2,52+2,52+2,52+2,52+2,50+2,52+2,52+2,52+2,50+2
651,S. Rondón,29,186,85,Venezuela,79,Right,4,3,High/Medium,ST,69.0,77.0,62.0,70.0,37.0,82.0,Long Passer (CPU AI Only),55,78,84,73,75,70,59,65,40,76,67,71,64,75,46,85,72,75,88,69,77,35,80,65,65,76,39,28,18,77+2,77+2,77+2,71+2,74+2,74+2,74+2,71+2,70+2,70+2,70+2,69+2,64+2,64+2,64+2,69+2,54+2,54+2,54+2,54+2,54+2,51+2,53+2,53+2,53+2,51+2
652,De Tomás,24,180,72,Spain,79,Right,3,3,Medium/Medium,LS,72.0,81.0,60.0,73.0,35.0,71.0,"Long Throw-in, Argues with Officials, Speed Dribbler (CPU AI Only)",50,81,75,72,78,72,53,73,52,75,70,73,72,78,75,84,79,66,79,82,54,22,79,54,75,75,53,16,20,77+2,77+2,77+2,71+2,74+2,74+2,74+2,71+2,71+2,71+2,71+2,69+2,63+2,63+2,63+2,69+2,51+2,50+2,50+2,50+2,51+2,49+2,48+2,48+2,48+2,49+2
667,Dyego Sousa,29,190,83,Portugal,79,Right,3,3,High/Medium,CF,55.0,81.0,53.0,71.0,30.0,86.0,,48,83,86,64,78,74,46,34,45,77,58,53,53,77,39,83,74,84,86,75,89,25,81,53,75,68,23,22,27,77+2,77+2,77+2,68+2,72+2,72+2,72+2,68+2,68+2,68+2,68+2,67+2,62+2,62+2,62+2,67+2,50+2,51+2,51+2,51+2,50+2,48+2,49+2,49+2,49+2,48+2
773,C. Tévez,35,171,77,Argentina,78,Right,3,4,High/Low,CF,68.0,77.0,74.0,78.0,45.0,71.0,"Beat Offside Trap, Argues with Officials, Speed Dribbler (CPU AI Only), Giant Throw-in",71,78,54,79,74,78,74,68,68,78,71,66,76,74,79,82,51,61,75,72,77,39,78,75,72,83,38,51,50,74+3,74+3,74+3,75+3,76+3,76+3,76+3,75+3,76+3,76+3,76+3,74+3,71+3,71+3,71+3,74+3,61+3,61+3,61+3,61+3,61+3,58+3,55+3,55+3,55+3,58+3
777,D. Mbokani,33,185,73,DR Congo,78,Right,3,3,Medium/Low,ST,68.0,75.0,66.0,77.0,40.0,76.0,"Speed Dribbler (CPU AI Only), Outside Foot Shot, Crowd Favourite",52,77,78,75,72,75,68,57,58,82,69,67,78,74,66,77,73,72,82,69,68,38,85,74,73,86,35,36,28,77+2,77+2,77+2,73+2,76+2,76+2,76+2,73+2,75+2,75+2,75+2,72+2,69+2,69+2,69+2,72+2,56+2,57+2,57+2,57+2,56+2,53+2,53+2,53+2,53+2,53+2
778,A. Finnbogason,30,184,80,Iceland,78,Right,4,3,Medium/Medium,ST,66.0,81.0,62.0,74.0,33.0,69.0,"Power Free-Kick, Beat Offside Trap",37,83,68,71,79,75,56,51,67,75,66,66,65,82,66,78,66,54,78,77,64,20,86,72,89,83,30,32,34,77+2,77+2,77+2,71+2,76+2,76+2,76+2,71+2,74+2,74+2,74+2,69+2,68+2,68+2,68+2,69+2,49+2,53+2,53+2,53+2,49+2,48+2,48+2,48+2,48+2,48+2
781,Djaniny,28,190,78,Cape Verde,78,Right,4,4,Medium/Low,RS,83.0,74.0,68.0,77.0,35.0,76.0,"Injury Free, Early Crosser",65,79,73,70,66,78,64,53,64,78,80,85,77,76,67,76,71,83,81,63,55,47,78,73,67,77,28,25,21,76+2,76+2,76+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,75+2,69+2,69+2,69+2,75+2,58+2,56+2,56+2,56+2,58+2,55+2,49+2,49+2,49+2,55+2
782,Júnior Moraes,32,176,70,Ukraine,78,Right,4,3,High/Medium,ST,79.0,77.0,55.0,74.0,27.0,66.0,Selfish,36,82,69,74,71,74,53,35,33,75,78,79,72,80,73,70,68,74,69,76,46,41,84,64,70,69,22,13,13,76+2,76+2,76+2,72+2,76+2,76+2,76+2,72+2,73+2,73+2,73+2,69+2,64+2,64+2,64+2,69+2,51+2,48+2,48+2,48+2,51+2,48+2,43+2,43+2,43+2,48+2
801,F. Tait,26,175,70,France,78,Right,3,3,High/Medium,LS,75.0,71.0,76.0,81.0,33.0,58.0,"Selfish, Argues with Officials",74,72,42,78,63,83,74,68,73,79,77,74,76,75,81,73,53,77,50,74,56,28,75,78,53,76,30,37,34,70+2,70+2,70+2,76+2,76+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,59+2,56+2,56+2,56+2,59+2,55+2,44+2,44+2,44+2,55+2
806,Joelinton,22,186,81,Brazil,78,Right,4,3,High/Medium,RS,78.0,75.0,60.0,76.0,43.0,81.0,Crowd Favourite,44,80,74,73,67,77,52,38,56,78,77,79,69,72,67,81,76,75,85,62,78,45,77,64,61,73,29,48,38,76+2,76+2,76+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,58+2,59+2,59+2,59+2,58+2,56+2,57+2,57+2,57+2,56+2
808,A. Delort,27,181,83,Algeria,78,Right,3,3,High/High,LS,73.0,78.0,70.0,73.0,33.0,80.0,"Long Throw-in, Argues with Officials",71,78,76,74,77,74,41,71,63,73,70,75,71,72,75,85,80,78,82,74,79,23,79,72,75,73,31,29,24,76+2,76+2,76+2,73+2,75+2,75+2,75+2,73+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,55+2,54+2,54+2,54+2,55+2,52+2,50+2,50+2,50+2,52+2
809,G. Cano,31,176,72,Argentina,78,Right,4,3,High/Low,ST,69.0,80.0,62.0,75.0,36.0,66.0,"Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only), Giant Throw-in",44,83,73,69,78,73,66,56,61,78,63,73,75,76,68,82,74,72,70,73,48,35,81,68,83,78,44,23,19,76+2,76+2,76+2,71+2,75+2,75+2,75+2,71+2,73+2,73+2,73+2,70+2,67+2,67+2,67+2,70+2,52+2,53+2,53+2,53+2,52+2,50+2,48+2,48+2,48+2,50+2
827,A. Barnes,29,186,84,England,78,Right,4,3,High/High,LS,62.0,78.0,68.0,74.0,47.0,81.0,,66,80,79,72,75,72,62,56,65,79,64,60,66,78,71,84,83,77,80,65,90,41,79,70,80,78,43,46,39,76+2,76+2,76+2,72+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,72+2,60+2,62+2,62+2,62+2,60+2,58+2,59+2,59+2,59+2,58+2
828,T. Deeney,31,183,90,England,78,Right,3,2,High/Medium,LS,57.0,79.0,67.0,71.0,37.0,85.0,"Avoids Using Weaker Foot, Giant Throw-in",56,77,83,74,78,68,68,49,61,77,54,59,62,78,68,86,83,73,91,75,85,31,79,74,82,78,38,30,25,76+2,76+2,76+2,70+2,74+2,74+2,74+2,70+2,72+2,72+2,72+2,69+2,68+2,68+2,68+2,69+2,53+2,57+2,57+2,57+2,53+2,51+2,54+2,54+2,54+2,51+2
