,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
110,110,J. Guðmundsson,28,178.9,76.8,Iceland,Caucasian,78,Left,Excellent,Excellent,High/High,RM,80.2,69.81,76.87,77.51,78.65,76.88,74.64,77.08,75.33,74.71,76.22,77.29,75.67,15,13,14,13,12,14,15,14,15
111,111,G. Ramírez,28,182.8,77.9,,,78,Left,Good,Excellent,Medium/Low,RW,73.52,74.3,79.77,79.92,78.72,79.14,76.54,81.08,64.57,60.77,77.08,74.23,73.3,12,10,15,13,6,14,15,14,15
112,112,H. Hateboer,25,186.6,74.3,Netherlands,Caucasian,78,Right,Average,Good,Medium/High,RM,78.46,58.95,79.04,78.6,50.41,30.19,70.08,78.18,81.21,83.74,68.88,76.53,72.14,17,14,11,14,14,15,13,9,14
113,113,P. Groß,28,180.6,77.9,Germany,Caucasian,78,Right,Excellent,Excellent,High/High,RW,84.38,71.99,80.0,73.64,81.95,77.3,80.11,77.37,60.35,57.18,65.57,76.22,73.42,15,14,14,13,13,15,16,13,15
114,114,C. Ansaldi,32,180.6,76.4,,,78,Left,Masterful,Excellent,High/High,LM,81.7,57.26,79.04,80.28,77.23,47.11,76.33,81.06,74.29,74.9,75.9,79.33,67.72,15,13,13,15,15,14,15,10,16
115,115,M. Meyer,23,172.8,68.2,Germany,Caucasian,78,Right,Excellent,Excellent,Medium/Medium,LM,74.3,63.31,84.0,82.95,73.51,68.98,74.91,82.3,74.7,60.99,88.57,73.66,88.18,15,10,12,16,14,14,16,12,15
116,116,M. Rojas,23,172.4,77.6,Paraguay,Caucasian,77,Left,Good,Excellent,High/Medium,LM,69.18,76.5,78.88,82.5,85.08,84.07,74.15,81.03,77.92,83.55,76.78,74.33,66.01,15,13,16,12,13,15,15,13,15
117,117,,28,179.2,73.5,Angola,Black,77,Right,Good,Excellent,High/Medium,RW,75.12,75.93,73.5,77.58,81.86,70.6,63.21,77.96,76.95,79.86,73.28,76.78,67.9,14,13,16,11,4,15,14,16,16
118,118,F. Acheampong,25,168.0,64.8,Ghana,Black,77,Left,Good,Excellent,High/Medium,LM,62.28,78.32,71.89,79.57,70.95,50.35,69.04,74.33,93.57,93.83,92.49,75.87,92.08,18,14,14,13,9,15,13,12,13
119,119,J. Lens,31,177.8,74.5,Netherlands,Black,77,Right,Excellent,Excellent,High/Medium,LM,72.34,71.76,73.86,79.85,70.72,67.67,71.46,78.35,91.27,87.56,75.35,76.58,78.98,14,15,15,10,4,14,14,13,15
120,120,Brais Méndez,22,182.7,76.3,Spain,Caucasian,77,Left,Good,Excellent,High/Medium,RM,74.41,78.23,76.26,78.83,73.97,75.15,73.09,79.92,73.23,73.95,69.99,73.94,46.97,13,13,15,9,11,15,15,12,15
121,121,M. Meza,26,179.7,75.6,Argentina,Caucasian,77,Right,Good,Excellent,High/Medium,LW,72.35,72.83,71.77,86.07,75.01,73.38,68.29,79.27,77.21,82.59,85.05,70.02,75.48,15,14,14,13,6,13,15,10,14
122,122,M. Carcela-González,30,176.4,66.6,Morocco,Black,77,Left,Good,Excellent,High/Low,RW,78.11,72.18,71.77,83.65,81.08,71.06,69.11,81.84,89.55,79.99,88.76,71.89,79.55,13,10,15,9,7,14,13,13,16
123,123,Trezeguet,24,178.9,78.3,Egypt,Middle-eastern,77,Right,Masterful,Excellent,High/Medium,RW,78.22,75.36,76.34,77.14,63.39,62.59,72.32,77.92,82.48,84.59,77.5,68.89,70.38,15,13,15,9,4,13,13,13,14
124,124,Andreas Pereira,23,177.5,71.0,Brazil,Caucasian,77,Right,Excellent,Excellent,Medium/Medium,RM,78.28,71.37,79.98,77.98,79.88,80.09,76.77,80.11,75.06,71.77,77.39,73.66,78.56,14,12,15,15,14,14,15,14,14
125,125,J. Forrest,27,175.4,76.8,Scotland,Caucasian,77,Right,Good,Excellent,High/Medium,RM,73.71,75.19,73.14,76.91,72.15,50.63,51.49,77.58,93.57,92.38,93.92,72.33,92.31,15,13,14,8,8,14,14,13,14
126,126,M. Vargas,22,167.8,65.6,Argentina,Caucasian,77,Right,Excellent,Excellent,,LM,73.59,68.82,72.25,81.82,62.04,67.74,70.28,79.98,92.57,87.45,89.24,72.01,93.47,17,12,13,11,8,14,14,13,15
127,127,E. Elia,32,175.8,77.4,Netherlands,Caucasian,77,Right,Good,Masterful,Medium/Medium,LM,69.39,63.09,74.22,86.74,77.32,39.88,51.49,80.62,93.17,90.91,90.98,73.13,78.89,14,12,14,13,6,13,13,12,14
128,128,A. Miranchuk,23,182.9,71.5,Russia,Caucasian,77,Right,Excellent,Good,Medium/Medium,LM,69.38,75.58,78.45,75.92,62.3,71.98,73.11,78.37,75.0,76.16,74.29,76.05,82.22,14,13,13,7,4,14,15,14,16
129,129,P. Hernández,32,185.4,81.3,Chile,Caucasian,77,Left,Good,Good,High/Low,RW,58.59,67.93,77.93,73.78,77.14,75.15,76.83,78.46,65.75,64.16,56.04,74.79,43.12,14,15,14,16,14,15,15,12,14
130,130,C. Domínguez,24,178.9,69.5,Paraguay,Caucasian,77,Right,Average,Excellent,High/Medium,LW,71.77,71.43,75.66,77.14,67.69,71.16,71.46,76.67,82.98,79.55,77.89,70.51,71.22,16,13,14,11,9,15,14,14,14
131,131,R. Centurión,26,173.8,73.8,Argentina,Caucasian,77,Right,Good,Excellent,High/Medium,LM,68.36,68.82,67.88,82.7,62.04,72.56,66.38,76.78,91.33,88.81,89.31,74.06,88.09,17,11,14,12,7,13,14,13,15
132,132,M. Dossevi,31,171.7,63.9,Togo,Black,77,Right,Good,Good,High/Medium,RW,82.32,64.06,78.33,80.4,72.27,71.27,69.61,78.1,79.01,79.55,77.2,73.54,75.66,13,11,14,9,6,15,15,13,13
133,133,W. Hughes,24,184.5,74.5,England,Caucasian,77,Left,Good,Excellent,Medium/Medium,RM,76.25,67.66,81.4,77.56,62.47,59.54,76.15,79.73,67.86,60.47,71.06,78.23,73.34,15,11,12,14,13,14,16,13,15
134,134,A. Nwakaeme,30,185.0,79.5,Nigeria,Black,76,Right,Excellent,Good,High/Low,LM,71.86,74.97,74.16,83.56,75.95,60.02,57.71,78.32,78.89,82.97,76.35,70.44,60.74,15,15,14,11,2,15,13,13,15
135,135,Adrián,31,182.7,73.3,Spain,Caucasian,76,Right,Good,Good,Medium/Low,LM,64.92,76.29,72.08,80.11,76.67,57.05,60.72,84.32,68.35,63.98,72.83,73.85,65.52,10,13,14,11,6,15,14,15,13
136,136,D. Pabón,31,174.4,73.8,Colombia,Black,76,Right,Excellent,Good,High/High,RW,69.7,72.27,73.56,76.22,76.17,74.02,71.2,72.69,86.38,85.37,81.12,75.85,80.62,16,16,15,14,8,15,14,14,14
137,137,G. Moreno,33,192.0,83.4,Colombia,Black,76,Left,Good,Excellent,Medium/Medium,RW,59.73,72.97,74.62,79.85,65.92,59.54,64.31,74.92,75.08,73.82,73.8,69.33,79.92,15,15,14,14,8,15,15,15,14
138,138,L. Acosta,31,168.5,66.5,Argentina,Caucasian,76,Right,Excellent,Excellent,High/High,LW,69.07,68.94,66.86,78.15,65.39,44.57,64.73,76.53,90.0,92.83,87.74,72.33,90.81,15,9,13,15,11,15,14,13,16
139,139,S. Blanco,31,167.6,67.7,Argentina,Caucasian,76,Right,Masterful,Good,High/Medium,LM,71.31,70.46,76.18,78.28,68.5,61.41,72.75,76.36,75.57,76.4,86.16,75.71,79.49,17,11,16,16,6,14,14,12,12
140,140,B. Raman,24,171.5,67.0,Belgium,Caucasian,76,Right,Excellent,Good,High/Medium,LM,63.71,74.59,73.19,79.45,72.14,67.14,54.35,74.7,93.3,90.06,81.97,73.89,85.21,15,7,14,14,4,15,12,13,14
141,141,A. Knockaert,27,171.8,68.6,France,Caucasian,76,Left,Good,Excellent,High/High,RW,75.1,70.42,73.05,83.49,75.25,61.41,63.74,82.16,74.59,72.39,87.6,71.61,83.22,14,10,14,16,10,14,14,13,14
142,142,S. Chukwueze,20,172.1,69.8,Nigeria,Black,76,Left,Good,Excellent,High/Medium,RM,69.18,71.45,69.21,83.68,70.53,58.4,55.54,78.14,89.12,90.06,88.44,72.04,81.64,14,10,14,9,6,15,13,11,14
143,143,E. Valencia,29,176.6,75.6,Ecuador,Black,76,Right,Good,Excellent,High/Medium,RM,70.35,74.93,67.99,73.06,70.75,65.31,62.51,72.92,88.49,86.6,81.97,72.37,76.15,16,14,14,12,8,14,13,14,14
144,144,Aleix Vidal,29,176.9,70.4,Spain,Caucasian,76,Right,Excellent,Good,High/Medium,RM,72.58,66.54,77.79,79.19,68.91,45.68,64.25,77.85,84.02,84.75,74.88,77.17,75.9,13,13,11,16,14,13,13,10,14
145,145,R. Hamouma,32,178.0,76.0,France,Caucasian,76,Right,Excellent,Good,High/Medium,RM,77.37,55.77,76.9,79.1,72.4,70.38,70.64,79.14,65.65,67.26,77.24,71.76,73.99,14,12,14,12,7,15,15,14,14
146,146,Davidson,28,177.4,63.0,Brazil,Caucasian,76,Right,Good,Excellent,Medium/Medium,LM,70.42,72.97,72.24,80.11,69.8,69.26,63.34,77.02,74.55,76.79,77.29,75.6,73.38,17,12,13,14,6,14,14,14,13
147,147,Héldon,30,172.5,73.9,Cape Verde,Black,76,Right,Good,Excellent,High/Low,RM,76.42,72.29,67.17,79.29,72.71,71.48,62.15,77.03,85.79,85.16,83.3,73.63,76.24,14,10,13,9,6,14,14,14,14
148,148,A. Mena,31,168.5,71.4,,,76,Left,Excellent,Excellent,Medium/Medium,RM,70.24,72.95,72.88,75.91,62.03,66.91,67.51,77.13,82.16,82.67,89.53,73.52,85.94,15,8,14,5,8,14,14,13,14
149,149,Fernandinho,26,173.8,70.4,Brazil,Black,76,Left,Good,Excellent,High/Low,RM,70.28,66.62,75.03,78.44,66.94,59.64,69.88,77.17,80.2,79.5,71.98,75.74,79.16,14,13,14,12,10,15,14,12,14
150,150,E. Hernández,31,170.7,64.7,Mexico,Caucasian,76,Right,Good,Excellent,Medium/Low,LM,75.04,72.0,75.58,77.33,74.95,66.89,72.05,80.42,85.62,76.7,81.38,70.09,80.64,15,11,14,7,8,14,15,14,16
151,151,L. Acosta,25,160.6,61.3,Argentina,Caucasian,76,Right,Good,Masterful,High/Medium,LM,60.86,67.27,77.11,80.27,73.64,61.79,69.83,76.57,87.08,76.08,88.05,73.52,90.11,15,10,13,13,8,14,14,10,14
152,152,N. Sliti,26,172.8,75.5,Tunisia,Black,76,Right,Good,Excellent,,LM,70.26,67.01,79.05,80.77,72.4,70.16,62.91,79.16,75.96,73.82,78.7,74.22,83.76,16,13,14,11,6,14,15,14,15
153,153,Toni Villa,24,171.3,63.0,,,76,Right,Excellent,Excellent,High/Medium,LM,71.62,62.82,78.1,82.36,75.18,50.76,71.92,82.71,84.27,74.49,87.73,74.8,83.82,11,7,14,12,10,13,15,12,14
154,154,S. Taïder,27,179.8,79.2,Algeria,Middle-eastern,76,Right,Good,Excellent,,LW,67.56,69.95,78.81,74.52,74.42,64.65,73.61,76.98,72.12,67.59,72.51,71.52,66.85,17,14,14,15,13,14,14,14,14
155,155,Portillo,29,168.8,59.5,Spain,Black,76,Right,Good,Good,Medium/Medium,RM,78.77,76.48,77.87,78.27,75.56,63.01,77.08,77.38,62.8,59.94,72.3,73.97,84.38,14,12,13,11,11,15,15,12,14
156,156,Garry Rodrigues,28,172.6,70.0,Cape Verde,Black,76,,Good,Excellent,Medium/Medium,LM,74.4,71.42,72.02,76.54,74.48,60.78,67.53,78.46,81.72,83.79,83.6,74.3,77.45,17,12,14,14,8,14,14,12,13
157,157,Pablo Hernández,34,172.7,66.0,Spain,Black,76,Right,Good,Excellent,Medium/Medium,RM,76.7,73.22,71.85,77.29,81.47,77.3,71.07,78.73,70.87,69.07,78.7,68.19,84.49,15,10,14,10,11,14,16,14,15
158,158,Embarba,27,173.4,65.7,Spain,Caucasian,76,Right,Good,Good,Medium/Medium,RM,70.7,71.51,77.56,75.26,61.68,65.0,67.53,71.07,77.21,79.98,83.38,76.29,78.19,16,12,13,11,9,15,15,12,14
159,159,D. Biseswar,31,175.8,79.3,Netherlands,Caucasian,76,Right,Good,Good,Medium/Medium,LM,76.17,66.33,71.85,80.21,85.1,75.07,74.15,78.12,73.86,72.73,77.14,72.55,79.58,11,12,15,10,6,14,14,12,14
160,160,R. Ibarra,28,174.8,69.1,Ecuador,Black,76,Right,Good,Good,High/High,RM,77.72,61.8,70.61,77.04,60.06,60.89,65.99,76.81,91.42,92.8,83.99,66.64,74.49,16,14,13,14,11,13,13,10,12
161,161,T. Castagne,23,185.4,80.0,Belgium,Caucasian,76,Right,Good,Good,Medium/High,LM,76.71,57.64,72.69,74.79,57.84,60.89,69.79,75.82,83.26,81.87,72.18,76.12,65.59,17,11,10,13,15,15,13,5,13
162,162,Dalbert,25,181.1,70.0,Brazil,Black,76,Left,Good,Good,High/Medium,LM,75.72,52.5,70.9,77.26,68.33,47.26,66.75,75.19,91.34,92.8,81.52,67.68,66.68,15,13,12,15,13,14,13,8,13
163,163,V. Lazaro,23,179.6,75.5,Austria,Caucasian,75,Right,Good,Excellent,High/Medium,RM,79.82,69.27,76.81,80.89,76.73,68.6,72.09,81.12,85.62,81.52,81.6,75.74,77.45,14,13,14,13,14,15,15,13,15
164,164,J. Fernandes,30,183.1,78.1,Chile,Caucasian,75,,Excellent,Excellent,High/Low,LM,70.18,76.34,74.46,78.26,66.25,59.94,62.12,78.46,76.65,79.09,78.28,71.06,63.19,14,15,14,14,6,15,13,13,14
165,165,N. Chadli,29,187.2,85.1,Belgium,Caucasian,75,Right,Excellent,Excellent,Medium/Medium,LW,72.03,55.77,76.21,77.67,68.48,78.18,66.58,80.26,68.35,73.28,67.07,74.77,53.73,14,16,14,11,8,15,15,15,15
166,166,,23,179.6,76.6,Honduras,,75,Right,Excellent,Excellent,High/Medium,RM,57.75,72.62,64.65,79.17,59.66,57.13,57.73,77.26,90.55,88.85,77.67,74.15,63.14,14,14,13,13,6,14,14,13,13
167,167,H. Villalba,24,172.4,75.0,Paraguay,Caucasian,75,Right,Excellent,Excellent,High/Medium,LM,58.05,69.71,67.28,78.61,68.74,54.84,59.6,76.15,92.07,87.67,90.28,72.76,91.07,15,10,15,13,7,14,14,12,13
168,168,T. Minamino,24,174.3,66.6,Japan,Asian,75,Right,Excellent,Good,Medium/Medium,RM,64.43,75.36,70.61,80.0,66.88,65.37,63.61,78.41,89.89,87.67,86.73,72.52,82.5,16,11,14,12,9,14,13,11,12
169,169,R. Oudin,22,185.0,78.5,France,Black,75,Left,Good,Good,Medium/High,RM,71.58,73.74,72.94,78.0,77.25,73.31,65.3,76.39,71.65,79.53,72.73,74.92,69.4,14,15,13,8,5,15,14,13,14
170,170,,25,176.8,78.8,Iran,Middle-eastern,75,Right,Good,Excellent,High/Medium,LM,63.57,72.83,72.12,75.25,64.72,81.03,58.84,75.71,82.59,78.79,85.0,74.04,88.94,15,14,14,12,7,14,13,12,14
171,171,Ivan Cavaleiro,25,175.3,80.4,Portugal,Caucasian,75,Right,Excellent,Excellent,High/Medium,LW,72.41,69.96,68.22,78.13,73.86,56.49,62.65,76.69,85.33,86.36,77.29,71.12,75.09,12,14,13,13,7,14,14,14,12
172,172,D. Machís,26,174.5,74.4,Venezuela,Black,75,Right,Excellent,Excellent,High/Medium,LM,70.52,72.8,69.82,79.19,64.56,56.17,66.35,74.45,88.62,87.67,90.58,65.77,92.61,13,12,14,14,7,14,13,14,14
173,173,D. Bouanga,24,179.9,69.6,Gabon,Black,75,Right,Excellent,Excellent,Medium/Medium,LM,70.93,73.96,73.16,78.0,70.5,69.0,65.1,76.59,77.79,78.11,74.1,67.03,63.19,13,13,14,12,4,15,13,11,14
174,174,Y. Karamoh,20,185.2,76.6,France,Caucasian,75,Right,Excellent,Excellent,High/Medium,RW,67.48,67.64,72.78,81.88,66.96,43.75,65.36,79.02,85.33,76.77,73.16,70.09,65.34,14,12,14,10,5,14,14,13,14
175,175,L. Quiñones,28,178.4,65.0,Colombia,Black,75,Left,Excellent,Excellent,High/Medium,LM,71.25,72.84,68.85,76.38,60.74,40.39,65.82,75.64,88.54,93.02,91.44,73.22,67.16,12,12,13,11,4,14,14,10,14
176,176,,27,178.4,69.3,Portugal,Black,75,Left,Average,Excellent,Medium/Low,RW,71.78,63.94,70.09,82.25,73.67,69.41,54.64,76.91,92.09,91.74,85.87,72.7,73.11,12,11,13,8,4,14,13,14,15
177,177,Bruno Tabata,22,177.8,67.0,Brazil,Caucasian,75,Left,Good,Excellent,Medium/Low,RW,75.35,62.75,73.14,80.51,75.82,56.49,61.0,78.61,84.17,78.37,76.97,76.18,75.61,14,11,13,11,10,14,14,13,16
178,178,H. Wilson,22,173.3,69.9,Wales,Caucasian,75,Left,Good,Good,High/Medium,RM,72.06,74.08,72.41,73.04,81.86,81.88,58.65,74.98,81.74,79.53,78.62,72.36,83.71,13,9,16,6,5,14,15,15,13
179,179,S. Larsson,26,178.7,70.5,,,75,Right,Average,Masterful,Medium/Low,LW,68.1,67.13,74.43,81.31,77.05,78.22,71.64,80.87,72.7,74.37,83.17,72.48,74.68,14,12,16,9,10,13,15,11,14
180,180,L. De Silvestri,31,185.6,83.7,Italy,Caucasian,75,Right,Good,Excellent,Medium/High,RM,81.26,64.04,76.61,73.54,68.48,62.46,71.11,77.47,72.05,70.17,66.01,78.93,57.97,14,15,14,14,14,14,13,10,14
181,181,Borja Valle,26,177.2,72.5,Spain,Caucasian,75,Right,Excellent,Good,High/Medium,LM,74.59,77.59,71.01,75.66,69.06,57.94,65.1,74.99,72.76,74.34,76.19,76.46,59.01,15,13,14,8,8,15,12,13,12
182,182,E. Dennis,21,174.7,66.0,Nigeria,Black,75,Right,Good,Excellent,Medium/Low,LW,70.38,75.18,63.22,77.88,62.38,65.37,58.25,79.19,93.46,90.65,85.47,72.91,86.12,14,11,13,14,2,13,11,11,13
183,183,L. Júnior,28,180.3,79.1,,,75,Right,Excellent,Excellent,Medium/Low,LM,68.29,73.96,66.36,79.62,49.83,46.6,57.06,74.39,84.15,90.82,74.32,67.41,61.86,15,16,12,7,5,15,13,12,11
184,184,D. Royer,29,176.9,73.1,Austria,Caucasian,75,Right,Good,Excellent,High/High,LM,66.67,74.03,68.7,81.45,71.3,61.05,64.09,75.16,85.92,81.41,88.17,65.52,75.93,16,14,14,14,8,15,13,14,14
185,185,M. Simon,23,168.0,69.4,Nigeria,Black,75,Right,Masterful,Excellent,Medium/Medium,LM,71.9,70.07,66.9,82.32,46.64,55.49,57.08,75.51,93.13,92.35,90.71,72.91,90.6,13,13,13,7,6,14,12,12,14
186,186,M. Phillips,28,182.6,74.7,Scotland,Caucasian,75,Right,Excellent,Excellent,Medium/Medium,RM,80.45,68.1,69.14,77.4,78.04,56.49,64.51,73.53,80.72,83.45,76.05,71.09,70.55,13,15,14,10,6,14,14,12,13
187,187,O. Idrissi,23,183.4,78.1,Morocco,Black,75,Right,Average,Excellent,High/Medium,LW,66.8,69.87,71.17,82.02,82.45,68.07,68.05,80.19,84.02,82.85,80.47,68.41,72.23,14,13,14,13,4,13,13,9,14
188,188,J. Fuenzalida,34,169.8,66.7,Chile,Caucasian,75,Right,Excellent,Good,High/High,RW,76.0,58.71,71.52,79.08,65.42,58.78,67.58,77.96,90.33,90.14,84.25,76.01,83.2,15,11,12,11,13,14,14,14,13
189,189,J. B?aszczykowski,33,175.0,66.6,Poland,Caucasian,75,Right,Excellent,Good,High/High,RM,77.85,67.21,77.35,78.91,76.9,67.29,65.05,77.68,75.3,69.86,75.85,77.39,78.03,12,14,13,12,12,15,15,14,16
190,190,Borja García,28,175.2,72.0,Spain,Black,75,Right,Good,Good,High/Medium,LM,70.35,55.77,75.94,74.94,65.42,54.42,74.09,77.3,80.81,77.18,76.76,69.59,76.74,13,13,15,10,13,14,14,12,13
191,191,Óscar Plano,28,182.3,71.7,Spain,Black,75,Left,Excellent,Good,High/High,RM,75.35,67.88,75.29,73.99,79.94,63.48,68.5,76.12,80.72,82.3,81.78,73.38,80.22,15,12,14,15,12,13,15,13,14
192,192,R. Sambueza,35,173.7,71.7,Argentina,Caucasian,75,Left,Good,Excellent,High/Medium,LM,76.09,70.2,78.53,76.2,80.55,75.45,74.29,80.11,61.83,66.73,65.11,72.81,70.04,15,14,14,17,12,13,16,14,16
193,193,F. Castillo,27,174.2,74.0,Colombia,Black,75,Right,Excellent,Excellent,Medium/Low,LM,66.36,68.5,62.61,85.41,75.43,65.5,58.29,76.05,92.2,90.92,84.47,71.66,76.61,15,12,14,13,8,14,12,12,14
194,194,J. Kluivert,20,171.3,66.2,Netherlands,Black,75,Right,Excellent,Excellent,High/Medium,LM,71.19,70.29,68.48,81.45,72.44,57.64,53.98,77.52,90.0,87.44,84.47,67.16,82.97,13,10,15,12,5,13,13,13,14
195,195,José Mirazar,35,180.4,73.5,Brazil,Caucasian,75,Left,Good,Good,,LM,77.2,63.96,74.59,78.91,77.07,76.37,73.91,76.47,77.03,73.94,76.91,73.98,70.92,16,14,13,6,9,15,15,15,13
196,196,L. Díaz,22,179.5,73.4,Colombia,Black,75,Right,Excellent,Excellent,High/Medium,LM,64.81,76.47,68.92,78.62,64.73,46.95,57.06,71.8,91.22,92.24,88.69,66.93,66.19,15,13,12,11,4,15,13,8,15
197,197,P. Mantalos,27,175.9,73.0,,,75,Right,Excellent,Good,Medium/Medium,LM,72.64,66.33,77.15,78.4,68.11,70.69,74.87,79.04,74.3,72.31,77.94,64.91,78.32,14,11,14,12,10,14,14,12,15
198,198,Leonardo,32,173.5,79.1,Brazil,Caucasian,75,Left,Excellent,Excellent,High/Medium,LW,75.08,72.78,78.3,71.87,76.4,74.88,71.26,74.73,79.67,76.92,76.84,73.98,73.34,12,13,14,14,3,15,15,14,14
199,199,A. Mitri??,24,171.2,65.4,Romania,Middle-eastern,75,Right,Masterful,Good,High/Medium,LW,62.72,69.11,74.36,76.25,68.18,70.47,58.12,75.58,88.47,82.0,89.13,76.51,90.01,13,10,13,10,4,14,13,11,13
200,200,C. Stengs,20,187.4,68.1,Netherlands,Caucasian,75,Left,Good,Excellent,Medium/Medium,RW,68.95,64.25,74.56,78.29,67.01,61.68,74.09,81.99,78.25,77.11,79.97,77.89,68.25,14,11,11,9,5,13,16,10,15
201,201,L. Masopust,26,178.5,75.6,Czech Republic,Caucasian,75,Right,Excellent,Good,High/High,RM,74.01,71.72,71.34,74.84,61.91,59.23,65.7,76.47,84.21,87.9,77.74,70.76,74.61,16,14,12,15,10,14,12,12,14
202,202,O. ?ahiner,27,174.7,69.7,Turkey,Middle-eastern,75,Right,Good,Good,High/Medium,RM,77.37,60.27,73.54,78.46,77.93,76.38,65.5,76.2,80.49,81.82,78.36,73.58,79.45,15,11,13,14,13,14,13,12,14
203,203,A. Solari,27,176.2,69.0,Argentina,Caucasian,75,Right,Excellent,Good,Medium/High,RM,70.94,66.01,72.76,85.41,74.65,73.56,68.47,73.47,88.79,90.92,87.08,72.75,73.84,15,14,12,14,12,13,15,11,14
204,204,J. Ito,26,175.6,68.0,Japan,Asian,75,Right,Good,Excellent,High/Medium,RW,74.12,71.88,72.08,77.16,61.91,44.58,60.67,72.5,87.85,91.44,79.0,63.91,78.39,17,13,13,12,13,14,14,11,15
205,205,,33,179.9,74.9,Germany,Caucasian,75,Right,Excellent,Good,High/Medium,RM,81.93,75.74,74.73,70.52,82.14,83.04,76.09,73.95,68.5,71.71,78.38,71.04,71.45,13,12,16,9,9,14,14,16,15
206,206,Marcos Guilherme,23,169.9,57.7,Brazil,Caucasian,75,,Good,Good,Medium/Medium,RM,66.82,71.32,74.53,77.87,68.88,63.55,69.23,75.37,83.88,91.16,84.81,63.72,74.61,14,9,12,9,5,13,14,12,13
207,207,E. Ponce,22,177.7,78.3,Argentina,Caucasian,75,Right,Good,Good,Medium/Medium,LM,58.98,76.15,66.67,73.79,67.99,56.95,46.52,70.67,78.1,76.28,75.22,73.27,75.63,15,14,12,8,5,14,11,13,13
208,208,S. Serdar,22,183.8,74.6,Germany,Caucasian,75,Right,Good,Good,Medium/Medium,RM,59.94,55.77,76.63,77.43,41.95,44.51,69.9,77.22,65.84,70.06,67.9,74.57,66.59,15,15,13,17,15,13,14,9,14
209,209,A. Fulgini,22,183.0,71.0,France,Caucasian,75,Right,Excellent,Good,Medium/Medium,RM,73.27,55.77,78.25,77.1,67.01,65.73,74.56,77.59,73.62,78.32,76.33,67.0,66.45,15,13,10,12,13,13,14,10,13
210,210,Cucurella,20,172.3,68.9,Spain,Caucasian,75,Left,Good,Good,High/Medium,LM,74.51,58.88,74.98,75.31,68.79,47.5,74.09,75.89,81.79,82.8,78.54,72.2,78.64,17,12,11,14,13,13,14,9,14
211,211,J. Lolley,26,178.1,72.4,England,Caucasian,75,Left,Good,Excellent,High/Medium,RM,73.26,64.08,67.0,79.86,71.31,69.02,61.66,73.86,85.85,81.76,91.48,71.2,73.27,16,8,14,11,9,13,14,13,12
212,212,Y. Sabaly,26,173.3,67.4,Senegal,Black,75,Right,Excellent,Good,High/Medium,RM,74.89,33.3,74.98,74.18,58.82,38.18,58.88,74.06,71.94,74.59,76.99,73.72,81.56,15,13,6,13,15,14,9,8,14
213,213,A. El Ghazi,24,188.9,89.9,Netherlands,Caucasian,74,Right,Excellent,Excellent,Medium/Low,LW,71.25,55.77,70.87,78.04,65.65,73.08,53.6,77.46,72.79,77.8,67.38,70.79,51.82,14,15,15,11,5,14,13,12,13
214,214,,29,178.4,75.9,Scotland,Caucasian,74,Left,Good,Good,High/Medium,RW,76.46,72.89,66.67,75.14,72.24,57.79,66.24,74.91,78.28,78.43,77.74,74.39,77.57,16,14,14,15,9,15,14,13,13
215,215,Fábio Martins,25,178.3,70.4,Portugal,Caucasian,74,Right,Good,Excellent,High/Medium,LM,73.77,67.33,69.71,81.26,76.73,58.23,66.09,77.53,76.87,78.43,84.78,74.31,77.34,12,12,16,14,8,13,14,14,16
216,216,M. Rodríguez,38,181.6,78.8,Argentina,Caucasian,74,Right,Excellent,Excellent,Medium/Low,LW,72.18,73.71,78.04,75.34,76.09,70.62,75.5,76.3,65.25,67.72,72.45,71.55,70.45,10,14,15,14,9,15,14,15,17
217,217,Renatinho,30,166.9,67.6,Brazil,Caucasian,74,Left,Good,Good,Medium/Low,RW,61.11,70.5,74.71,79.75,71.51,75.81,67.87,77.3,78.61,76.41,80.78,76.42,90.91,14,13,15,8,5,13,13,12,13
218,218,T. Bifouma,27,179.9,80.2,Congo,Black,74,Right,Excellent,Excellent,High/Low,RM,66.53,71.88,67.11,77.25,49.89,44.81,55.69,75.03,93.37,93.39,92.0,72.37,73.13,13,14,12,12,6,14,13,11,12
219,219,K. Grosicki,31,179.8,78.5,Poland,Caucasian,74,Right,Good,Good,Medium/Low,LM,70.82,71.19,67.91,72.66,69.24,70.93,71.21,74.29,85.81,79.68,81.6,69.74,74.42,12,13,15,8,9,14,15,13,13
220,220,P. Šev?ík,25,171.8,66.3,Czech Republic,Caucasian,74,Right,Masterful,Good,High/High,LM,70.32,68.92,74.86,75.14,63.55,59.95,71.53,75.47,76.8,80.13,77.55,72.27,77.77,16,13,15,14,12,13,15,12,13
221,221,A. Chahechouhe,32,176.0,67.8,Morocco,Black,74,Right,Excellent,Excellent,Medium/Medium,LM,69.18,70.62,75.26,76.8,60.44,59.95,68.24,76.85,77.26,73.16,75.72,72.2,71.98,14,12,14,7,8,14,13,16,14
