,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle
113,113,Rubén Duarte,23,179.9,75.2,Spain,Black,76,Left,Average,Average,Medium/Medium,LB,76.07,28.22,77.33,63.65,65.44,72.92,69.18,68.07,76.11,73.04,66.87,14,14,14,10,7,8,78.18,75.41,80.01
114,114,C. Erkin,30,180.7,72.4,Turkey,Middle-eastern,75,Left,Average,Excellent,High/Medium,LB,78.24,66.87,74.11,80.25,73.55,78.89,77.83,78.86,75.98,78.42,68.78,15,13,14,14,14,14,65.44,72.79,73.2
115,115,M. Ritchie,29,171.7,75.6,Scotland,Caucasian,75,Left,Excellent,Excellent,High/Medium,LWB,81.19,72.41,74.99,77.01,71.64,75.96,74.98,71.56,71.08,77.24,82.69,16,12,13,15,15,14,68.67,67.94,66.48
116,116,,24,175.3,68.2,Uruguay,Caucasian,75,Left,Good,Good,High/Medium,LB,76.39,65.36,72.77,73.49,64.46,76.25,81.3,76.66,69.87,66.86,76.66,15,13,14,15,13,14,67.36,75.52,74.71
117,117,J. Tavernier,27,181.5,75.4,England,Black,75,Right,Good,Good,,RB,77.46,62.08,73.65,77.74,69.04,74.35,84.79,86.52,76.22,66.66,79.52,17,16,13,13,13,17,62.64,73.46,70.62
118,118,J. Mojica,26,185.4,72.9,Colombia,Black,75,Left,Average,Good,High/Low,LWB,76.1,62.22,74.07,74.97,69.41,75.56,89.83,90.4,73.12,68.52,61.29,14,14,14,13,13,13,65.59,73.68,74.78
119,119,G. Gönül,34,175.5,74.5,Turkey,Middle-eastern,75,Right,Good,Good,High/Medium,RB,77.19,57.5,74.42,77.64,70.45,72.98,75.53,76.58,76.52,79.37,77.84,14,13,15,15,14,13,69.93,77.97,72.85
120,120,S. March,24,180.1,77.4,England,Middle-eastern,75,Left,Average,Good,High/High,LWB,75.76,66.14,73.07,78.69,67.24,76.01,76.85,77.07,76.11,68.73,77.06,13,12,6,13,14,11,62.92,55.31,47.96
121,121,R. Karsdorp,24,184.3,79.7,Netherlands,Middle-eastern,75,Right,Good,Good,High/Medium,RB,78.34,53.28,72.46,73.62,73.01,75.6,84.91,90.4,63.55,72.68,64.98,12,13,13,13,13,10,70.56,75.16,74.57
122,122,J. Schmid,29,178.7,80.2,France,Caucasian,75,Right,Good,Good,High/Low,RB,78.59,58.31,73.82,75.42,65.67,74.59,74.72,76.17,77.3,75.48,78.51,15,14,14,14,14,12,69.29,71.03,68.9
123,123,L. Rodríguez,28,176.6,75.8,Mexico,Caucasian,75,Right,Average,Good,Medium/Medium,RB,73.25,56.01,72.43,74.13,66.97,74.2,86.21,84.21,78.31,72.32,74.11,17,14,14,14,14,8,72.33,73.19,70.09
124,124,A. Maitland-Niles,21,177.4,71.1,England,Black,75,Right,Good,Excellent,Medium/Medium,RB,71.31,56.33,74.28,76.85,69.16,75.93,83.01,87.43,78.8,72.32,71.31,15,13,14,13,14,10,66.6,72.88,68.99
125,125,F. Novák,29,183.9,77.5,Czech Republic,Caucasian,75,Left,Good,Good,High/Medium,LB,73.92,65.3,71.33,71.5,66.6,73.42,79.65,77.54,79.29,70.53,66.05,17,14,14,14,12,8,71.02,75.35,70.97
126,126,J. Buffarini,30,170.2,75.5,Argentina,Caucasian,75,Right,Good,Good,High/High,RB,64.21,53.23,70.29,73.33,67.61,71.59,83.24,87.48,78.26,71.76,78.77,18,14,14,14,12,14,64.08,72.16,73.81
127,127,Tiago Pinto,31,176.6,69.9,Portugal,Caucasian,75,Left,Average,Good,High/High,LB,68.85,48.03,72.0,74.65,71.96,76.4,85.68,79.27,83.61,73.27,76.72,17,12,14,13,13,10,63.63,75.54,73.79
128,128,Álex Moreno,26,179.2,67.9,Spain,Black,75,Left,Good,Good,High/Medium,LB,73.94,63.54,73.07,75.11,64.3,73.54,80.26,82.49,83.11,76.15,76.73,18,7,13,14,12,14,70.03,68.0,68.9
129,129,O. Elabdellaoui,27,177.4,74.2,Norway,Caucasian,75,Right,Good,Good,High/Medium,RB,73.46,42.09,72.72,75.31,68.46,74.81,84.79,82.46,82.5,74.16,81.12,17,13,13,15,13,8,69.23,72.31,72.21
130,130,João Aurélio,30,182.2,74.2,Portugal,Black,75,Right,Good,Good,High/Medium,RB,75.01,53.67,72.84,72.65,74.1,76.0,67.61,57.46,66.53,77.92,62.96,16,14,14,13,13,11,76.43,75.78,74.2
131,131,Clinton Mata,26,180.4,72.6,Angola,Black,75,Right,Good,Excellent,High/High,RB,68.65,53.09,71.81,74.94,69.19,73.32,83.24,83.54,88.08,70.93,72.99,17,14,14,13,12,9,67.68,76.12,74.67
132,132,J. Svensson,26,169.5,70.4,Norway,Caucasian,75,Right,Good,Good,High/High,RB,74.32,55.27,75.43,73.15,66.05,71.58,76.36,78.02,72.91,71.55,85.6,17,15,14,13,14,9,69.74,73.95,71.43
133,133,H. Traoré,27,174.8,70.6,Mali,Black,75,Right,Good,Good,High/Medium,RWB,75.08,47.94,73.07,74.85,69.89,75.6,83.91,78.95,73.13,74.34,81.0,15,12,14,13,12,9,66.55,75.08,72.21
134,134,M. Lowton,30,181.0,78.2,England,Black,75,Right,Good,Average,High/High,RB,78.59,52.17,73.8,72.69,71.75,74.45,68.16,65.64,76.11,73.86,70.19,15,14,15,13,14,9,75.88,75.78,75.0
135,135,D. Brosinski,30,178.4,70.1,Germany,Caucasian,75,Right,Good,Good,,RB,78.31,54.36,74.18,73.88,72.65,70.65,77.43,76.18,74.65,76.32,73.64,15,12,14,13,12,17,71.87,74.93,75.23
136,136,K. Gibbs,29,179.5,69.6,England,Caucasian,75,Left,Average,Good,High/Medium,LB,72.14,47.6,73.37,71.13,65.46,73.74,76.68,76.97,75.88,74.81,73.79,15,13,14,13,13,12,72.89,73.98,72.72
137,137,R. Haps,26,169.8,65.6,Netherlands,Caucasian,75,Left,Good,Good,High/Medium,LB,71.61,47.26,74.18,75.08,60.37,73.94,88.15,88.94,80.78,72.72,80.43,16,12,14,14,11,10,69.09,70.02,68.88
138,138,M. Isla,31,175.9,74.6,Chile,Caucasian,75,Right,Good,Good,High/High,RB,77.95,41.43,75.34,75.46,72.23,73.08,79.85,75.38,83.58,73.8,77.65,15,13,14,14,13,13,72.34,75.22,75.22
139,139,,30,185.3,84.9,Germany,Caucasian,75,Left,Average,Average,High/Medium,LB,78.93,50.32,73.85,72.09,70.83,73.43,64.73,67.59,65.15,75.47,61.67,15,15,14,12,13,14,72.58,77.11,75.62
140,140,T. Foket,24,177.5,74.5,Belgium,Black,75,Right,Good,Good,Medium/High,RB,71.84,50.41,69.98,69.83,65.46,72.01,79.42,76.11,74.77,71.81,72.57,16,13,14,13,13,9,73.04,74.84,74.96
141,141,Dídac Vilà,30,185.0,73.9,Spain,Caucasian,75,Left,Good,Good,High/Medium,LB,75.54,37.95,71.42,73.36,69.16,75.1,69.52,72.21,68.15,73.02,52.23,15,14,14,13,12,6,72.58,76.58,76.12
142,142,G. Montiel,22,175.3,70.2,Argentina,Caucasian,75,,Good,Good,High/Medium,RB,73.73,38.14,73.24,65.03,61.92,75.1,86.38,82.28,76.17,73.08,65.85,18,14,14,14,12,11,69.96,72.6,72.33
143,143,Javi López,33,180.3,76.1,Spain,Caucasian,75,Right,Good,Good,Medium/Medium,RB,72.78,54.69,75.95,67.99,64.43,73.9,66.45,65.68,67.35,75.47,69.29,14,13,15,12,13,11,60.46,77.74,82.39
144,144,C. Biraghi,26,184.8,77.8,Italy,Caucasian,75,Left,Good,Good,Medium/Medium,LB,78.08,40.07,71.94,71.35,69.16,71.04,75.15,75.94,72.1,74.02,71.96,14,13,15,11,11,12,74.61,76.59,72.71
145,145,Silas Almeim,27,177.1,76.0,Brazil,Caucasian,75,Left,Good,Good,Medium/Medium,LB,76.93,47.74,75.15,65.96,71.82,67.15,73.95,75.94,81.2,72.64,76.14,14,12,15,12,12,14,72.79,73.36,76.66
146,146,Y. Koné,23,174.1,70.8,Mali,Black,75,Left,Good,Good,High/Medium,LB,71.76,42.28,73.07,73.27,53.25,74.38,86.41,82.77,74.81,73.72,77.22,15,13,14,12,11,9,73.12,73.01,68.88
147,147,C. Borja,26,180.1,71.7,Colombia,Black,75,Left,Average,Good,Medium/Medium,LB,71.99,47.65,69.1,68.81,65.39,70.93,88.4,85.26,74.44,73.1,65.85,17,13,14,11,12,9,69.63,74.91,74.01
148,148,K. Amian,21,180.0,78.0,France,Black,75,Right,Good,Good,Medium/High,RB,68.38,42.77,72.72,69.83,60.46,69.16,76.17,78.59,69.77,74.36,74.98,15,15,14,13,11,8,77.43,75.76,75.92
149,149,Lafortiscinho,27,178.1,74.8,Brazil,Caucasian,75,Left,Good,Good,High/Medium,LB,72.84,50.41,65.67,72.31,73.63,71.49,80.8,82.96,80.2,67.83,69.8,16,12,14,11,11,11,75.33,72.17,76.31
150,150,Y. Nagatomo,32,170.4,68.4,Japan,Asian,75,Right,Masterful,Good,High/High,LB,72.17,46.19,72.1,64.51,63.12,69.22,86.89,75.69,88.66,70.9,88.59,15,11,14,13,11,8,70.54,75.76,72.59
151,151,C. Günter,26,184.9,86.4,Germany,Caucasian,75,Left,Average,Good,High/Medium,LB,80.0,38.43,68.71,71.49,60.57,67.55,75.52,75.94,67.32,71.37,63.91,17,15,14,12,10,8,69.16,74.59,74.15
152,152,T. K?dziora,25,183.0,72.8,Poland,Caucasian,75,Right,Good,Average,Medium/Medium,RB,78.32,36.93,67.92,62.11,64.16,64.62,73.77,78.96,70.54,69.27,67.29,15,14,13,13,12,7,69.16,77.13,75.79
153,153,F. Sacko,24,178.9,63.7,Mali,Black,75,,Good,Good,High/Medium,RB,73.73,35.61,64.52,71.37,55.62,66.71,90.56,91.8,78.98,78.14,77.22,18,12,13,13,9,8,65.84,74.06,71.6
154,154,Martín,23,178.5,68.9,Spain,Caucasian,75,Right,Good,Good,High/Medium,RB,77.26,28.14,74.67,65.94,50.16,74.27,70.07,69.69,83.29,69.89,66.06,14,12,14,12,10,7,72.47,78.54,77.04
155,155,T. Kongolo,25,187.9,70.1,Netherlands,Black,75,Left,Excellent,Average,,LB,66.96,26.83,70.43,66.57,64.74,70.05,69.49,72.79,71.08,67.25,61.57,13,15,14,9,9,8,72.28,78.54,77.0
156,156,Zaldúa,27,176.3,69.9,Spain,Black,75,Right,Good,Average,Medium/Medium,RB,77.14,24.65,78.62,55.39,55.44,70.41,66.08,65.24,61.47,72.32,69.35,12,12,15,9,6,6,72.98,79.24,79.89
157,157,J. Sánchez Miño,29,176.6,78.2,Argentina,Caucasian,74,Left,Average,Excellent,Medium/Medium,LB,80.73,69.2,76.5,77.13,75.07,78.19,71.3,69.6,69.52,72.02,65.79,15,13,14,14,15,13,70.69,75.03,67.11
158,158,Juanfran,30,180.1,68.7,Spain,Caucasian,74,Right,Good,Good,High/Medium,RB,71.75,57.16,73.17,70.63,66.8,79.26,70.92,78.16,72.89,72.86,69.65,15,14,13,13,12,11,67.17,73.4,73.4
159,159,O. Opazo,28,169.2,72.2,Chile,Caucasian,74,Right,Masterful,Good,High/Medium,LB,72.68,70.19,71.85,72.45,70.14,71.41,89.71,89.2,83.28,69.77,80.92,17,14,12,14,11,10,67.52,67.09,77.05
160,160,J. Gallardo,24,175.9,67.5,Mexico,Caucasian,74,Left,Average,Good,High/Medium,LB,73.01,69.58,72.12,75.29,64.56,73.45,79.48,89.2,76.08,67.04,71.4,16,14,11,14,14,13,69.72,69.46,69.36
161,161,L. Rodríguez,22,167.9,63.9,Argentina,Caucasian,74,Right,Excellent,Good,High/Medium,LWB,57.48,62.73,73.07,82.19,69.92,80.41,79.83,77.67,87.59,62.77,85.1,17,10,10,14,13,12,65.42,42.26,77.05
162,162,,37,184.0,79.3,Italy,Caucasian,74,Right,Average,Good,Medium/Medium,RB,76.08,67.23,73.3,69.52,72.38,75.74,68.01,71.76,73.72,72.12,68.82,15,15,13,14,11,11,70.54,75.03,75.38
163,163,A. Chumacero,28,163.8,65.4,Bolivia,Black,74,Right,Good,Good,Medium/High,RB,69.62,60.93,78.06,69.65,72.87,76.07,74.81,70.21,87.59,71.1,91.94,17,13,15,12,14,13,61.31,71.7,62.67
164,164,J. Amavi,25,176.2,69.6,France,Black,74,Left,Masterful,Good,High/Medium,LB,74.63,60.34,72.6,67.58,65.6,71.65,76.91,76.94,75.18,72.86,75.52,15,13,14,13,12,13,62.76,73.43,76.12
165,165,João Pereira,35,172.3,65.8,Portugal,Caucasian,74,Right,Good,Good,High/Medium,RB,75.17,58.12,73.63,75.33,68.68,72.96,67.67,73.38,72.83,72.27,80.39,14,10,14,13,13,12,74.02,78.3,75.93
166,166,A. Oyongo,28,176.5,70.4,,,74,Left,Average,Good,High/Medium,LWB,69.43,54.39,66.52,73.1,64.01,71.31,86.25,86.55,88.4,74.71,76.3,17,13,13,13,13,11,66.58,70.61,70.22
167,167,L. Antonelli,32,184.3,78.7,Italy,Caucasian,74,Left,Good,Good,High/High,LB,74.45,51.34,72.27,71.71,67.82,73.45,66.85,73.71,72.46,69.79,65.0,14,14,15,14,12,10,77.57,74.74,75.49
168,168,D. Limberský,35,180.3,83.4,Czech Republic,Caucasian,74,Right,Good,Good,High/Medium,LB,75.45,52.44,69.21,69.77,63.0,71.81,75.35,75.09,69.86,72.85,75.97,14,15,14,13,13,13,75.18,73.73,73.84
169,169,A. Ulmer,33,175.2,72.9,Austria,Caucasian,74,Left,Good,Good,High/Medium,LB,74.25,53.44,78.06,69.36,63.06,72.93,68.84,68.95,73.55,73.45,77.47,17,14,14,14,13,7,67.89,74.85,75.93
170,170,Pablo Maffeo,21,171.9,70.2,Spain,Caucasian,74,,Good,Good,Medium/Medium,RWB,72.13,52.78,73.87,74.87,62.95,66.71,87.95,84.38,81.53,63.07,87.14,13,12,13,13,12,7,72.83,76.4,75.08
171,171,T. Delaine,27,180.0,69.6,France,Caucasian,74,Right,Masterful,Good,High/Medium,LB,75.8,47.4,72.32,71.57,66.61,75.4,80.2,84.7,70.65,72.59,66.88,17,15,13,14,14,9,66.93,68.32,68.77
172,172,P. Aguilar,33,180.3,67.1,Mexico,Caucasian,74,Right,Good,Good,High/High,RB,75.02,58.57,68.5,68.29,67.95,71.26,86.25,84.7,70.57,68.91,61.3,17,13,14,12,12,11,68.96,71.23,68.06
173,173,J. Silva,25,178.2,71.5,Argentina,Caucasian,74,Left,Good,Good,High/Medium,LWB,72.74,48.17,70.15,71.57,63.0,72.83,76.75,72.71,72.85,72.38,70.2,15,14,14,13,12,11,73.58,73.49,74.03
174,174,R. Fredericks,26,181.2,74.2,England,Black,74,,Good,Good,High/Medium,RB,72.13,46.93,73.11,74.31,60.39,66.71,92.79,91.76,76.62,71.87,87.14,15,13,13,13,12,12,72.18,71.33,71.62
175,175,F. Navarro,30,165.4,63.6,Mexico,Caucasian,74,Right,Average,Good,High/Low,RB,70.46,49.94,70.2,66.26,63.01,70.13,84.52,85.8,78.93,67.92,87.14,16,11,13,13,11,12,70.65,74.62,73.47
176,176,M. Morozyuk,31,175.6,71.4,,,74,Right,Excellent,Good,High/Medium,RB,76.74,59.43,75.7,67.45,67.69,68.67,73.61,75.49,78.35,79.65,84.71,16,7,14,8,15,9,74.25,71.7,71.74
177,177,Padilhisco,27,182.1,82.1,Brazil,Caucasian,74,Left,Good,Excellent,Medium/Medium,LB,73.59,55.77,67.17,76.67,66.63,76.27,81.56,82.88,71.25,68.91,67.14,16,14,13,10,10,11,66.53,74.68,73.92
178,178,Pol Lirola,21,182.6,75.2,Spain,Caucasian,74,Right,Good,Good,High/Medium,RB,75.56,35.21,73.01,74.35,67.22,74.77,81.46,77.21,87.59,70.08,74.01,13,13,13,13,11,6,72.65,73.49,72.66
179,179,Jailson Caeiro,27,176.6,75.5,Brazil,Caucasian,74,Right,Excellent,Good,High/Medium,RB,71.49,50.87,69.29,72.79,66.24,71.08,76.61,71.44,71.83,72.79,77.17,16,12,14,11,10,12,73.58,71.59,73.04
180,180,F. Hadergjonaj,24,181.8,73.3,Kosovo,Black,74,Right,Good,Good,High/Medium,RB,76.43,47.31,72.59,71.57,67.83,73.44,78.29,79.32,74.69,68.7,71.45,15,12,13,11,12,8,66.99,74.43,72.54
181,181,Jesus Andradaldo,27,177.0,72.9,Brazil,Caucasian,74,Right,Good,Good,Medium/Medium,RB,68.37,35.91,75.63,75.08,66.91,69.03,69.05,75.92,79.9,67.94,57.55,15,11,14,11,11,9,75.01,74.08,77.01
182,182,Enaldo Praz,31,177.5,73.2,,,74,Left,Good,Average,Medium/Medium,LB,72.57,44.52,70.34,60.8,68.92,68.77,71.32,73.39,63.95,71.65,65.2,16,12,14,10,14,10,77.69,77.3,71.44
183,183,K. Walker-Peters,22,174.0,63.7,England,Black,74,Right,Excellent,Good,High/Medium,RB,74.57,34.73,71.48,73.55,61.86,70.04,78.38,75.09,69.01,68.7,80.13,14,11,14,11,12,6,69.78,75.83,72.69
184,184,K. Lawrence,26,177.8,73.4,Jamaica,Black,74,Left,Good,Good,Medium/Medium,LB,66.72,35.61,62.2,67.59,52.46,69.42,88.93,87.35,79.22,68.39,66.52,16,15,13,12,9,6,68.74,74.61,74.65
185,185,E. Stevens,28,182.6,78.5,Republic of Ireland,Caucasian,74,Left,Average,Good,Medium/Medium,LWB,72.56,43.27,67.07,68.21,51.33,69.75,69.54,70.05,67.28,73.59,66.35,16,14,14,11,11,10,74.13,76.26,68.26
186,186,D. Diekmeier,29,188.2,79.1,Germany,Caucasian,74,Right,Average,Good,,RB,73.73,22.89,64.76,66.69,65.14,66.71,83.77,89.97,57.95,71.99,49.45,15,14,13,10,11,9,66.38,72.47,74.21
187,187,Oswaldito Cuba,35,169.9,68.2,Brazil,Caucasian,73,Left,Good,Good,High/Medium,LB,75.28,68.41,67.91,75.8,70.02,73.42,84.39,92.32,88.86,77.27,86.92,15,8,13,13,13,11,66.58,70.01,67.52
188,188,R. Salinas,31,178.8,74.2,Mexico,Caucasian,73,Right,Good,Good,High/High,RWB,76.06,65.98,75.32,71.15,69.52,72.04,71.52,72.38,65.53,70.3,56.78,16,13,13,13,13,14,69.83,73.5,72.41
189,189,Wilson Manafá,24,173.5,69.5,Portugal,Black,73,,Excellent,Excellent,High/Medium,RB,72.13,60.89,72.4,76.5,54.37,67.95,83.45,81.08,84.66,74.95,79.05,16,11,12,13,12,9,64.89,67.86,71.39
190,190,Álvaro Tejero,22,174.0,68.7,Spain,Caucasian,73,Right,Excellent,Good,High/Low,RB,76.05,53.74,72.09,75.46,66.6,74.26,82.1,88.12,85.09,71.69,88.1,17,10,14,14,12,11,65.68,67.41,67.6
191,191,V. Ignatiev,32,179.9,72.3,Russia,Caucasian,73,Right,Excellent,Good,Medium/Medium,RB,73.63,65.1,73.77,68.23,69.52,75.02,76.79,75.9,70.47,67.32,67.66,14,13,14,14,13,13,72.2,73.0,72.15
192,192,F. Maouassa,20,177.9,73.0,France,Caucasian,73,Left,Average,Good,High/Medium,LWB,74.36,57.44,70.91,73.84,53.15,72.75,85.41,82.26,77.18,68.57,79.05,14,13,13,13,12,8,70.16,73.09,69.74
193,193,J. Howson,31,179.7,77.2,,,73,Right,Excellent,Good,Medium/High,RB,63.49,65.31,70.56,69.53,70.21,72.56,65.6,64.0,69.88,70.52,68.7,17,13,13,14,14,12,62.16,71.5,65.73
194,194,Pedro Porro,19,176.4,70.1,Spain,Caucasian,73,Right,Good,Good,High/Medium,RB,73.0,61.49,68.69,75.73,61.53,77.67,75.31,76.71,80.13,64.14,71.65,16,10,13,14,13,9,67.9,71.15,72.19
195,195,Aurélio Buta,22,172.3,71.7,Portugal,Caucasian,73,Right,Good,Excellent,High/Medium,RB,78.5,55.85,64.73,75.8,63.15,72.97,90.93,88.12,79.07,72.23,84.11,15,11,13,13,11,10,67.51,68.3,68.57
196,196,J. Bryan,25,174.1,75.7,England,Caucasian,73,Left,Excellent,Good,High/Medium,LB,67.27,61.37,67.15,70.84,63.07,67.68,78.46,76.69,79.37,68.75,85.19,16,13,14,13,12,12,66.33,74.12,72.79
197,197,C. Daniels,32,177.7,75.3,England,Black,73,Left,Good,Good,High/Medium,LB,76.39,52.47,73.31,73.08,69.42,74.06,64.9,62.32,63.33,73.87,68.99,12,12,14,13,14,14,69.76,76.41,74.75
198,198,R. Perraud,21,172.9,68.0,France,Caucasian,73,Left,Average,Good,High/Medium,LB,71.43,52.85,67.81,71.0,66.72,71.58,74.68,73.63,78.05,68.75,81.64,16,11,14,13,12,12,72.84,74.47,68.19
199,199,F. Sánchez,29,176.4,76.8,Argentina,Caucasian,73,Right,Good,Good,High/Medium,RB,62.3,55.71,64.25,72.7,59.1,72.29,89.61,89.66,69.93,77.93,70.8,17,13,12,11,12,12,71.14,69.69,69.43
200,200,T. Leibold,25,174.5,71.7,Germany,Caucasian,73,Left,Average,Good,High/Medium,LB,73.19,54.64,72.1,74.47,61.76,68.63,86.06,83.5,87.59,70.62,84.83,15,13,14,13,13,11,71.73,73.09,69.76
201,201,M. Aguirregaray,30,177.0,78.5,Uruguay,Caucasian,73,Right,Good,Good,High/Medium,RB,71.95,39.73,70.93,72.01,63.29,73.33,83.87,77.73,67.86,69.7,72.13,16,14,13,14,13,11,64.98,71.79,72.04
202,202,,29,177.4,70.4,Scotland,Caucasian,73,Left,Good,Good,High/Medium,LB,81.69,58.34,72.71,63.63,68.18,72.19,66.6,69.46,73.51,68.97,73.38,15,11,13,13,14,13,69.76,72.16,70.56
203,203,N. Pasquini,28,176.2,76.3,Argentina,Caucasian,73,Left,Average,Good,Medium/Medium,LB,80.03,57.4,71.64,66.26,73.97,69.05,77.1,72.78,74.86,72.12,67.32,17,13,12,11,14,11,73.48,68.93,66.83
204,204,A. Souquet,27,177.7,72.8,France,Caucasian,73,Right,Good,Good,High/Medium,RWB,72.78,55.73,72.4,70.15,71.22,71.83,75.93,75.1,69.58,70.62,64.0,15,11,13,13,13,9,68.15,72.88,74.3
205,205,Luisinho,34,170.5,61.8,Portugal,Caucasian,73,Left,Good,Good,High/Medium,LB,75.82,49.11,67.27,70.88,68.44,74.22,69.47,67.24,69.16,76.86,78.35,10,11,15,13,12,10,62.73,77.0,74.75
206,206,V. Le Goff,29,176.9,68.5,France,Caucasian,73,Left,Good,Good,High/Medium,LB,70.82,59.85,70.29,69.91,71.71,70.99,72.8,69.02,77.86,67.56,75.2,17,12,14,14,12,8,73.36,74.13,75.1
207,207,S. Klaiber,24,183.8,75.6,Netherlands,Caucasian,73,Right,Average,Good,High/Medium,RB,64.85,50.33,69.73,64.48,60.21,67.05,78.42,82.76,67.55,68.45,59.7,17,16,13,13,13,10,71.5,70.96,70.09
208,208,Víctor Díaz,31,184.3,71.8,Spain,Caucasian,73,Right,Good,Good,Medium/High,RB,71.85,56.33,72.32,64.91,56.03,69.19,74.14,71.81,62.99,72.83,57.95,16,14,14,12,12,8,64.89,72.15,70.89
209,209,,35,175.8,77.8,Russia,Caucasian,73,Right,Good,Average,High/Medium,RB,71.02,61.09,69.23,61.73,70.02,73.4,75.01,77.42,78.12,71.32,86.28,14,13,14,13,13,11,68.21,74.18,73.97
210,210,L. Jara,28,185.3,81.9,Argentina,Caucasian,73,Right,Good,Good,Medium/Medium,RWB,71.42,41.09,67.26,70.91,71.79,72.92,67.07,77.25,67.36,69.12,58.25,17,15,14,13,13,7,64.48,72.82,75.43
211,211,N. Skubic,30,178.0,74.7,Slovenia,Caucasian,73,Right,Good,Good,Medium/Medium,RB,74.73,55.08,69.35,71.93,64.04,71.76,73.16,69.44,70.64,68.23,65.97,15,14,14,13,11,15,71.69,73.0,69.38
212,212,B. Bereszy?ski,26,183.1,76.9,Poland,Caucasian,73,Right,Good,Good,High/Medium,RB,69.54,50.33,68.41,67.62,61.99,70.11,83.87,85.77,73.78,70.39,72.43,15,13,14,12,12,10,65.68,75.0,71.67
213,213,,28,175.9,67.5,Spain,Black,73,Left,Good,Good,High/Medium,LB,77.78,50.99,72.29,70.24,64.66,72.17,71.87,77.75,72.51,57.26,64.26,17,11,14,12,10,11,60.14,75.4,71.81
214,214,R. ?ezník,30,183.4,82.1,Czech Republic,Caucasian,73,Right,Good,Good,Medium/High,RB,71.3,58.17,65.72,66.23,67.44,67.87,71.02,71.71,74.88,73.95,70.29,14,15,14,10,11,10,70.14,74.21,73.75
215,215,G. Cunningham,28,182.6,70.1,Republic of Ireland,Caucasian,73,Left,Good,Good,Medium/High,LB,73.46,55.08,69.24,69.68,67.44,69.44,74.49,76.37,70.94,69.94,69.37,15,14,13,12,11,8,70.47,72.04,71.79
216,216,J. Ward,29,187.6,83.4,England,Black,73,Right,Good,Good,,RB,72.1,46.22,68.86,64.29,68.98,68.98,54.56,60.56,61.79,73.86,60.21,13,14,15,12,13,8,74.2,76.63,77.97
217,217,Douglas Armeira,27,173.8,74.3,Brazil,Caucasian,73,Right,Good,Good,High/Medium,RB,70.4,53.99,68.94,69.26,52.35,66.69,70.18,76.37,71.3,68.05,76.44,16,13,14,11,11,11,77.45,73.62,72.31
218,218,N. Gießelmann,27,180.5,75.4,Germany,Caucasian,73,Left,Good,Good,Medium/Medium,LB,72.69,44.59,68.07,63.93,65.12,71.2,73.74,75.84,67.19,69.12,66.59,15,14,13,11,11,11,68.76,72.27,73.48
219,219,J. Uronen,24,177.3,73.7,Finland,Black,73,Left,Excellent,Good,High/High,LB,71.54,46.62,67.27,68.35,66.9,66.04,72.77,77.37,72.33,69.18,72.51,18,14,14,10,12,9,72.09,74.44,73.48
220,220,P. Verhaegh,35,178.2,74.2,,,73,Right,Good,Average,Medium/Medium,RB,72.69,42.01,73.41,72.05,68.45,69.74,64.7,66.4,66.7,74.28,68.65,13,13,15,10,12,17,78.48,74.0,75.13
221,221,M. Hanousek,26,180.9,75.2,Czech Republic,Caucasian,73,Left,Average,Average,High/High,LB,75.1,35.02,68.59,67.75,61.1,70.22,86.08,88.07,72.18,70.33,71.62,16,13,13,11,12,6,72.72,69.41,68.89
222,222,T. Shiotani,30,182.5,79.9,Japan,Asian,73,,Excellent,Good,High/High,LB,72.12,50.52,66.74,49.49,55.58,67.95,68.2,68.64,52.01,72.4,66.59,18,16,15,12,11,8,68.13,73.57,71.47
223,223,,24,188.3,70.4,Senegal,Black,73,Right,Good,Good,Medium/Medium,RB,72.46,35.48,70.21,68.23,64.44,68.8,65.68,73.01,69.67,69.61,64.54,14,13,14,12,10,9,71.53,74.33,73.58
224,224,E. Pieters,30,185.6,87.0,Netherlands,Middle-eastern,73,Left,Good,Good,Medium/High,LB,71.82,32.33,72.79,69.93,64.44,70.59,64.92,67.41,62.15,70.46,61.67,15,15,14,12,13,11,72.94,74.35,72.81
225,225,Mauro Cildinho,35,171.5,63.6,Brazil,Caucasian,73,Right,Good,Good,Medium/Medium,RB,72.36,44.37,73.18,73.57,65.88,72.8,81.35,69.28,83.29,65.66,83.72,15,9,15,9,12,10,74.85,64.53,72.97
226,226,M. Dijks,26,193.6,89.5,Netherlands,Caucasian,73,Left,Good,Good,Medium/Medium,LB,72.13,30.46,70.95,69.46,68.9,67.95,68.25,77.22,47.42,74.29,41.56,16,18,14,12,10,8,71.88,75.17,70.16
227,227,F. Campos,25,179.4,79.3,Chile,Caucasian,73,,Good,Average,Medium/Medium,RB,72.12,39.53,69.51,60.86,65.95,67.95,87.2,78.99,76.29,62.56,65.72,18,16,13,12,10,8,69.08,70.73,71.27
