,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,attacking_short_passing,skill_long_passing,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
121,121,J. Vestergaard,26,199.4,97.6,Denmark,Caucasian,78,Right,Excellent,Average,Medium/Medium,LCB,84.87,65.83,80.44,33.85,33.52,29.25,72.63,27.54,6,10,18,16,16,9,12,14,76.59,82.39,76.52
122,122,I. Diop,22,194.1,91.7,,,78,Right,Good,Average,Medium/Medium,LCB,75.33,66.66,63.46,63.67,69.98,51.97,72.73,47.0,14,13,16,15,15,8,8,14,77.51,79.83,81.35
123,123,Álvaro,29,182.8,75.0,Spain,Caucasian,78,Right,Good,Average,Medium/High,LCB,72.51,69.26,57.1,69.94,71.07,64.62,72.91,71.68,18,15,14,17,15,9,7,13,76.04,77.9,81.02
124,124,S. Duffy,27,193.4,76.3,Republic of Ireland,Caucasian,78,Right,Good,Average,Medium/High,RCB,78.76,62.13,64.19,46.27,46.91,32.1,77.16,34.82,17,12,17,17,15,9,8,13,79.36,78.01,74.6
125,125,J. Andersen,23,192.3,89.6,Denmark,Caucasian,78,,Good,Average,Medium/High,RCB,77.19,67.75,67.0,59.89,59.58,52.12,72.88,53.38,15,13,17,15,15,5,9,14,78.54,79.47,75.88
126,126,S. Cook,28,184.9,81.9,England,Caucasian,78,Right,Good,Average,Medium/High,RCB,79.63,70.96,63.56,54.24,51.98,54.96,77.29,65.45,15,13,15,15,15,5,9,14,76.66,77.95,76.95
127,127,D. Da Silva,31,183.5,82.5,France,Caucasian,78,Right,Excellent,Average,Medium/Medium,RCB,80.34,73.17,70.8,50.51,64.52,59.75,77.29,61.3,15,13,15,16,15,7,8,14,76.96,78.89,76.67
128,128,Pedro Mendes,28,186.3,77.8,Portugal,Caucasian,78,Right,Good,Average,Medium/Medium,LCB,73.29,68.77,66.2,64.61,61.67,54.89,71.12,53.38,14,15,15,17,16,5,6,14,80.27,82.21,77.36
129,129,B. Hübner,29,192.9,86.2,Germany,Caucasian,78,Left,Average,Average,Medium/High,LCB,84.45,56.75,48.58,47.38,54.21,43.07,77.39,47.81,12,12,16,15,15,8,10,14,80.57,83.16,79.26
130,130,A. Soumaoro,27,187.5,91.2,France,Caucasian,78,Right,Good,Average,Medium/Medium,LCB,77.77,74.64,55.86,54.58,64.03,52.66,63.83,64.55,16,13,18,16,14,6,6,15,74.96,78.24,76.06
131,131,,33,183.7,81.6,Italy,Caucasian,78,Right,Average,Average,Medium/High,LCB,75.83,66.38,68.34,55.4,54.2,58.35,78.57,55.69,15,11,14,15,16,6,7,15,77.97,81.79,78.56
132,132,J. Lascelles,25,188.4,88.8,England,Black,78,Right,Good,Average,Medium/High,CB,78.86,65.3,56.88,57.36,60.92,66.59,75.24,50.88,17,13,16,16,15,4,8,14,79.12,77.09,75.62
133,133,C. Zapata,32,185.6,78.1,Colombia,Black,78,Right,Average,Average,,CB,75.89,49.61,58.32,59.06,62.7,57.6,63.77,58.05,16,11,16,15,16,7,7,13,85.67,82.31,78.18
134,134,Naldo,30,188.0,79.8,Brazil,Caucasian,78,Right,Good,Average,Medium/Medium,RCB,79.22,64.55,64.19,35.71,41.65,35.59,72.19,41.21,15,12,16,15,16,5,6,13,76.69,81.7,78.2
135,135,G. Maripán,25,192.7,84.3,Chile,Caucasian,78,Right,Average,Average,Low/High,LCB,75.63,62.09,59.4,38.34,41.65,31.34,73.69,31.34,13,10,18,16,15,5,6,13,79.53,79.29,74.95
136,136,Wendell,25,177.8,72.5,Brazil,Caucasian,77,Left,Average,Excellent,High/Medium,LCB,53.0,77.31,64.95,87.09,77.4,64.26,75.49,77.06,13,15,12,17,15,13,13,14,72.07,78.78,80.35
137,137,L. Martínez,21,178.1,69.7,Argentina,Caucasian,77,Left,Good,Good,,LCB,71.1,74.89,74.48,77.14,74.5,75.84,74.21,74.87,18,15,14,16,16,12,13,15,75.17,78.37,77.09
138,138,,26,186.5,79.7,England,Caucasian,77,Right,Good,Average,Low/High,CB,72.06,78.74,79.93,46.11,48.01,47.59,78.8,53.78,14,15,14,14,15,10,14,15,79.65,78.57,72.68
139,139,Arbilla,32,177.9,76.0,Spain,Caucasian,77,Right,Excellent,Average,Medium/High,RCB,73.0,73.81,75.37,51.05,65.19,71.7,74.86,66.87,15,14,15,16,15,11,11,13,70.41,77.42,77.46
140,140,N. Mukiele,21,185.0,73.9,France,Caucasian,77,Right,Good,Good,,RCB,68.53,73.76,67.93,74.81,78.33,68.26,69.16,65.25,17,14,15,14,15,11,12,14,72.86,78.78,80.75
141,141,K. Ayhan,24,184.2,83.9,Turkey,Middle-eastern,77,Right,Excellent,Good,High/Medium,RCB,73.26,75.12,71.4,64.04,63.8,66.89,76.18,64.56,16,13,15,15,16,10,13,15,77.12,77.42,73.0
142,142,A. Djiku,24,182.2,74.4,France,Caucasian,77,Right,Good,Average,Medium/High,LCB,72.72,74.02,60.61,72.63,79.1,67.65,68.63,65.17,16,16,16,15,15,11,11,13,75.3,76.34,80.75
143,143,R. Funes Mori,28,186.0,78.7,Argentina,Caucasian,77,Left,Good,Average,Medium/Medium,LCB,76.56,70.47,61.81,60.15,63.75,65.07,68.81,59.99,15,14,15,16,15,9,11,12,75.16,76.84,75.82
144,144,Iván Ramis,34,187.8,82.0,Spain,Caucasian,77,,Good,Average,Medium/High,LCB,75.57,70.8,71.81,32.12,31.9,49.45,69.07,41.21,15,12,18,16,15,10,10,13,78.39,77.64,72.94
145,145,M. Suchý,31,182.7,76.5,Czech Republic,Caucasian,77,Right,Good,Average,Low/High,LCB,77.45,72.19,69.73,61.38,67.08,65.43,71.55,62.08,15,14,16,14,14,6,10,15,73.92,79.18,76.68
146,146,Diego Llorente,25,186.0,74.5,Spain,Caucasian,77,Right,Good,Average,Medium/Medium,LCB,76.08,76.17,71.66,60.87,58.7,63.6,71.55,62.47,15,13,14,15,16,8,10,13,70.15,77.46,78.36
147,147,L. López,29,190.3,82.2,Argentina,Caucasian,77,Right,Good,Average,Medium/High,LCB,78.71,66.48,55.69,60.15,66.46,63.53,73.04,53.97,16,10,15,15,15,7,8,14,76.21,77.22,75.87
148,148,Pablo,28,188.4,85.9,Brazil,Middle-eastern,77,Right,Average,Average,Medium/Medium,LCB,77.4,57.11,50.98,50.33,63.99,69.1,76.2,54.57,14,13,16,16,15,8,9,15,78.9,79.66,74.94
149,149,Varela,31,185.0,88.0,Cape Verde,Black,77,Right,Good,Average,Medium/High,LCB,76.0,56.35,51.29,69.15,66.17,71.78,73.81,72.09,16,15,17,16,15,8,10,13,75.23,77.22,73.9
150,150,P. Aguilar,32,180.1,80.5,Paraguay,Caucasian,77,Right,Good,Average,Medium/High,RCB,82.41,58.43,55.69,65.31,61.31,59.05,69.08,59.54,18,12,16,17,15,5,11,15,78.75,74.1,70.03
151,151,R. Civelli,35,194.7,89.2,Argentina,Caucasian,77,Right,Good,Average,Low/High,CB,83.16,63.24,60.71,33.95,41.65,30.2,67.79,30.61,13,14,18,17,15,10,10,15,77.55,75.69,66.33
152,152,Aritz Elustondo,25,180.2,70.8,Spain,Black,77,Right,Good,Average,Low/High,RCB,77.58,74.02,43.44,63.25,67.96,60.26,78.43,59.51,14,14,15,15,15,7,6,13,67.96,77.82,75.87
153,153,N. Suboti?,30,192.8,85.1,Serbia,Caucasian,77,Right,Good,Average,Medium/Medium,RCB,80.82,54.63,65.77,47.38,53.19,52.41,76.58,48.77,14,13,15,16,15,9,8,15,79.98,81.0,80.35
154,154,Pedro Henrique,26,190.0,88.1,Brazil,Black,77,Left,Average,Average,Medium/Medium,LCB,82.89,66.14,39.71,35.89,52.55,42.33,73.14,40.07,7,15,18,16,15,6,7,15,70.64,79.71,73.91
155,155,R. Knoche,27,189.8,77.3,Germany,Caucasian,77,,Excellent,Average,Medium/Medium,RCB,81.39,68.77,72.05,49.78,46.04,52.45,75.9,48.77,13,12,15,14,16,7,7,14,78.38,79.1,75.57
156,156,Vieirundinho,31,189.0,84.3,Brazil,Caucasian,77,Right,Average,Average,Medium/Medium,RCB,73.57,66.4,68.52,62.96,58.81,55.75,78.16,42.42,10,16,17,16,15,5,6,13,82.84,76.82,72.46
157,157,B. Mechele,26,190.4,79.1,Belgium,Black,77,Right,Excellent,Average,Medium/High,RCB,75.76,57.07,54.26,58.54,66.67,57.59,69.3,58.43,13,15,15,14,15,6,6,14,83.28,83.1,79.78
158,158,C. Luyindama,25,191.4,91.4,DR Congo,Black,77,Right,Average,Average,Medium/Medium,LCB,82.1,62.61,67.0,57.44,78.15,54.22,68.11,45.56,13,14,18,16,15,4,10,14,67.22,80.51,75.64
159,159,J. Palomino,29,188.4,87.1,Argentina,Caucasian,77,Left,Good,Average,Low/Medium,RCB,76.95,65.85,59.92,59.98,44.67,46.42,78.16,44.74,6,15,17,15,16,5,6,13,76.59,78.13,77.6
160,160,,26,190.9,86.6,Gambia,Black,77,Left,Good,Average,Medium/High,LCB,78.52,67.76,60.22,57.44,76.21,59.14,72.23,43.71,12,15,17,16,14,5,6,14,75.54,75.61,79.27
161,161,Danilo,35,184.9,76.2,Brazil,Middle-eastern,77,Right,Good,Average,,RCB,72.28,60.47,65.65,47.54,47.79,45.74,72.76,60.46,14,7,13,15,16,5,8,15,80.75,82.04,77.28
162,162,J. Bednarek,23,188.6,76.8,Poland,Caucasian,77,Right,Good,Average,Medium/High,RCB,75.07,67.24,53.47,54.94,68.21,55.99,76.51,60.83,15,13,15,15,16,5,10,11,77.94,76.54,75.36
163,163,B. Schweinsteiger,34,183.1,78.8,Germany,Caucasian,76,Right,Good,Good,Medium/Medium,RCB,79.53,81.85,82.89,31.67,35.62,55.43,81.8,61.91,13,13,15,15,14,13,16,17,78.39,72.59,73.03
164,164,T. Koopmeiners,21,182.7,76.6,Netherlands,Caucasian,76,Left,Average,Good,Medium/Medium,LCB,72.25,74.95,75.05,67.17,68.08,66.38,75.76,69.48,15,16,15,13,15,13,14,14,74.56,73.06,71.51
165,165,N. Viergever,29,183.2,76.8,Netherlands,Caucasian,76,Left,Average,Average,Medium/High,LCB,69.68,72.69,69.55,67.17,73.22,64.26,72.88,66.85,15,16,14,16,15,11,12,14,76.38,73.79,77.36
166,166,F. Roncaglia,32,178.7,76.1,Argentina,Caucasian,76,Right,Good,Average,Medium/High,LCB,70.02,68.51,80.99,59.24,73.22,63.85,72.95,66.74,15,12,14,14,15,10,11,14,73.84,80.97,76.71
167,167,D. Reyes,26,189.0,73.5,Mexico,Caucasian,76,Right,Good,Average,Medium/Medium,RCB,77.65,74.02,68.31,59.05,63.95,67.56,72.92,54.48,13,13,13,12,15,8,10,13,75.55,76.04,73.71
168,168,Rúben Semedo,25,193.7,84.3,Portugal,Caucasian,76,Right,Good,Average,Medium/High,RCB,73.81,71.53,60.16,65.56,70.18,65.06,69.8,50.66,15,13,16,16,14,9,9,13,71.92,77.32,73.71
169,169,S. Denswil,26,184.5,81.3,Netherlands,Black,76,Left,Excellent,Good,Medium/Medium,LCB,75.8,72.87,70.11,40.12,51.25,60.39,71.27,55.85,11,12,16,15,14,8,13,15,76.65,77.41,76.29
170,170,W. Anton,22,189.4,75.0,Germany,Caucasian,76,Right,Good,Good,Medium/Medium,LCB,78.11,69.64,69.02,53.56,72.92,61.9,73.93,56.6,14,16,15,14,15,10,11,14,75.55,78.27,75.49
171,171,K. Théophile-Catherine,29,183.0,86.2,France,Black,76,,Good,Good,Low/High,RCB,71.6,74.47,68.78,70.81,68.12,68.51,75.47,50.66,17,14,15,15,15,7,12,13,64.26,80.65,78.08
172,172,A. Barboza,24,191.7,88.5,Argentina,Caucasian,76,Left,Good,Average,High/High,LCB,81.15,66.87,61.56,50.27,56.58,50.64,65.93,49.03,14,15,17,16,13,10,10,14,70.64,78.06,74.37
173,173,Mexer,30,187.9,79.0,Mozambique,Black,76,Right,Good,Average,Medium/Medium,RCB,76.11,77.21,55.28,60.25,65.37,62.81,69.42,64.38,15,14,15,15,15,8,10,15,75.47,74.54,74.09
174,174,B. Engels,24,193.9,82.8,Belgium,Caucasian,76,Right,Good,Average,,RCB,78.76,70.32,73.34,55.38,63.65,50.52,74.23,32.85,14,14,15,15,15,9,12,15,70.74,76.63,74.15
175,175,A. Briançon,24,185.2,79.2,France,Caucasian,76,Right,Average,Average,Medium/High,RCB,74.4,75.19,53.47,65.25,55.12,56.19,70.02,64.22,14,15,16,16,15,9,11,14,73.51,76.1,70.97
176,176,S. Bocchetti,32,191.5,86.2,Italy,Caucasian,76,Left,Average,Average,Medium/High,LCB,77.41,61.01,65.62,68.76,64.46,67.57,66.89,63.81,16,12,17,16,15,6,10,13,76.28,75.95,74.49
177,177,Juli Freitinho,31,192.5,90.5,Brazil,Caucasian,76,Right,Good,Average,Medium/High,RCB,76.79,58.26,42.58,40.58,50.63,32.46,64.56,37.69,11,11,18,16,13,13,8,14,81.91,74.22,70.57
178,178,Bustinza,27,174.8,73.6,Spain,Caucasian,76,Right,Good,Average,Low/Medium,RCB,76.43,72.25,53.47,60.25,63.72,59.65,72.38,67.63,15,14,13,15,15,10,10,12,74.2,77.13,75.18
179,179,O. Duarte,30,186.0,80.8,Costa Rica,Caucasian,76,Right,Good,Average,Medium/Medium,LCB,71.6,67.58,61.07,61.51,67.76,52.13,70.89,52.57,15,13,15,14,15,7,10,14,77.01,79.56,76.61
180,180,M. Jørgensen,29,190.8,85.1,Denmark,Caucasian,76,,Average,Average,Medium/High,LCB,75.69,68.81,61.58,63.29,67.88,60.01,70.14,52.57,15,13,16,17,14,9,13,14,72.65,77.31,74.09
181,181,N. Milenkovi?,21,195.2,90.2,Serbia,Caucasian,76,Right,Good,Average,Medium/High,RCB,70.25,67.67,63.7,66.13,61.6,44.35,74.03,40.07,13,15,17,15,14,4,11,14,75.73,76.09,72.63
182,182,P. Jansson,28,195.8,85.9,Sweden,Caucasian,76,Right,Good,Average,Medium/Medium,CB,74.3,68.23,59.04,62.13,65.26,53.27,74.03,28.85,8,14,17,16,15,5,10,14,76.75,77.35,74.61
183,183,F. Lustenberger,31,180.3,73.2,Switzerland,Caucasian,76,Right,Good,Average,Low/High,LCB,70.03,70.06,66.66,40.12,52.63,64.65,76.92,65.52,17,13,13,15,16,6,12,14,78.99,77.53,76.31
184,184,N. Sánchez,33,187.0,81.9,Argentina,Caucasian,76,Right,Good,Average,Medium/High,LCB,80.03,68.02,63.85,47.17,44.68,56.4,72.29,46.21,18,15,17,15,14,8,9,14,75.21,73.77,73.26
185,185,N. Araújo,27,188.0,86.8,Mexico,Caucasian,76,Right,Good,Average,Low/Medium,LCB,76.96,71.75,65.57,66.57,69.25,71.7,70.67,61.95,13,13,17,13,15,6,8,14,73.74,75.95,76.27
186,186,D. Siovas,30,191.8,83.4,Greece,Middle-eastern,76,Left,Good,Average,Medium/High,LCB,69.96,71.72,69.82,33.32,32.38,34.48,67.94,42.36,16,14,17,16,15,8,9,13,70.11,77.37,73.86
187,187,Eltildo Correia,27,187.6,78.2,Brazil,Caucasian,76,Right,Good,Average,,RCB,73.32,66.85,75.07,52.38,63.14,37.67,76.52,37.17,16,13,16,16,14,8,8,15,79.26,74.75,77.37
188,188,Rafael Cachoira,31,188.4,83.7,Brazil,Black,76,Right,Good,Average,Medium/Medium,RCB,73.23,66.22,76.39,48.54,60.32,50.72,66.52,53.12,10,12,16,16,15,8,7,14,81.91,77.09,73.12
189,189,A. Franco,22,182.9,77.0,Argentina,Caucasian,76,Right,Average,Average,Medium/High,RCB,74.52,67.93,44.97,66.77,62.69,41.28,73.04,65.41,14,15,15,15,15,7,8,12,73.53,79.62,78.99
190,190,S. Gigot,25,186.9,82.8,France,Caucasian,76,Right,Average,Average,Medium/Medium,RCB,77.66,67.06,70.89,59.63,68.68,60.74,73.82,56.89,14,14,16,15,15,7,10,13,77.01,73.47,74.88
191,191,D. Heintz,25,189.9,89.3,,,76,Left,Good,Average,Medium/Medium,LCB,74.56,68.95,68.45,51.83,63.75,50.74,73.84,48.4,12,13,17,15,14,5,11,13,72.45,76.99,76.27
192,192,J. Maidana,33,185.4,79.9,Argentina,Caucasian,76,Right,Good,Average,Medium/Medium,CB,82.89,69.68,74.77,41.78,47.08,57.73,66.96,45.58,16,11,17,17,14,10,11,14,75.21,75.66,70.73
193,193,C. Schindler,29,189.5,76.6,Germany,Caucasian,76,Right,Good,Average,Medium/Medium,LCB,74.17,67.85,63.76,59.91,64.6,55.47,73.82,57.18,14,13,15,15,15,5,10,14,76.93,77.9,75.89
194,194,Y. Abdelhamid,31,189.7,83.5,Morocco,Black,76,Left,Good,Average,Medium/High,LCB,76.27,75.15,70.71,39.04,33.64,39.05,73.47,47.56,15,14,16,14,15,7,8,14,76.16,76.6,74.67
195,195,G. Mancini,23,189.7,77.2,Italy,Caucasian,76,Right,Good,Average,Medium/Medium,LCB,79.46,57.29,39.66,66.77,54.8,37.03,74.44,57.22,14,15,15,15,15,6,7,12,77.75,77.07,75.68
196,196,Pablo Santos,27,187.6,82.7,Brazil,Caucasian,76,Left,Average,Average,Medium/High,LCB,72.69,60.93,42.67,64.1,67.52,59.59,73.69,57.08,16,15,15,14,16,6,6,11,75.06,77.2,78.99
197,197,,31,190.7,88.2,Brazil,Caucasian,76,Right,Good,Average,Medium/Medium,RCB,75.17,61.29,62.2,60.78,66.97,44.04,66.84,40.58,11,10,17,17,14,6,8,14,80.81,76.57,70.57
198,198,C. Cathcart,30,190.0,83.3,Northern Ireland,Caucasian,76,Right,Good,Average,Medium/High,LCB,77.43,72.33,63.79,40.83,39.94,63.58,78.36,52.61,14,12,15,15,15,6,10,14,77.08,73.77,77.25
199,199,Raúl Navas,31,186.2,83.7,Spain,Caucasian,76,Right,Good,Average,,RCB,78.42,73.56,56.39,41.14,34.12,50.63,61.71,63.9,15,7,14,15,14,7,9,13,74.06,80.47,79.21
200,200,D. Chygrynskyi,32,188.8,85.0,Ukraine,Caucasian,76,Right,Good,Average,Medium/Medium,LCB,76.15,68.86,71.67,47.52,52.48,40.09,70.96,41.54,12,10,17,15,14,7,11,13,75.47,79.61,75.36
201,201,Y. Gómez Andrade,27,186.7,92.1,Colombia,Black,76,Right,Good,Average,Low/High,RCB,82.89,51.8,47.8,46.33,60.16,30.61,64.46,32.21,10,14,18,18,16,5,4,12,81.91,74.98,71.89
202,202,K. Laifis,26,186.0,76.8,Cyprus,,75,Left,Good,Average,Medium/High,LCB,74.78,74.97,74.0,64.06,67.6,62.56,73.82,58.13,13,15,14,14,14,13,13,15,75.24,77.31,75.5
203,203,Kaimo Lima,35,187.8,77.1,Brazil,Caucasian,75,Left,Good,Average,Medium/Medium,RCB,75.2,74.02,76.8,76.49,78.08,60.38,70.53,58.7,15,12,15,13,15,11,11,15,74.09,75.56,69.68
204,204,L. Martínez Quarta,23,182.6,77.7,Argentina,Caucasian,75,Right,Good,Good,Medium/Medium,RCB,78.11,72.63,73.76,69.08,73.82,71.7,70.57,59.49,16,13,15,15,14,12,12,14,69.91,72.56,74.81
205,205,,27,181.7,77.8,Brazil,Caucasian,75,Right,Masterful,Average,Medium/Medium,RCB,79.53,72.83,74.99,49.43,45.96,69.15,73.83,69.02,18,14,15,13,15,11,13,14,73.05,73.92,70.82
206,206,L. González Pirez,27,185.4,80.2,Argentina,Caucasian,75,Right,Good,Average,High/High,LCB,69.07,69.52,77.93,69.97,73.75,63.18,75.5,54.39,14,16,15,16,15,12,12,15,74.33,72.48,74.14
207,207,Luís Hernández,30,182.6,74.8,Spain,Caucasian,75,Right,Excellent,Average,Medium/High,RCB,65.66,71.79,68.58,65.73,66.62,66.86,75.43,68.1,17,14,15,13,15,11,11,13,75.78,73.61,75.6
208,208,,27,183.2,82.4,Wales,Caucasian,75,Left,Average,Average,Medium/Medium,LCB,71.76,71.17,68.09,66.21,65.76,60.95,75.43,74.25,15,14,14,14,15,11,10,13,76.0,75.91,79.6
209,209,B. Kamara,19,178.0,68.5,France,Caucasian,75,Right,Good,Good,Medium/Medium,RCB,69.27,73.94,77.2,68.68,69.96,72.08,73.26,68.71,13,15,14,15,14,8,12,15,75.62,76.48,74.5
210,210,A. Long,26,192.7,86.2,United States,Caucasian,75,Right,Good,Average,Medium/High,RCB,76.74,69.31,64.62,71.71,78.45,71.78,69.36,61.14,17,16,16,15,14,10,10,13,72.93,72.65,71.19
211,211,H. Ayala,32,183.2,81.3,,,75,Right,Average,Average,Low/High,RCB,70.73,66.4,62.05,45.04,65.8,62.87,77.34,39.5,13,14,15,12,14,8,11,15,78.19,78.12,75.87
212,212,T. Kádár,29,188.0,79.0,Hungary,Caucasian,75,Left,Average,Average,High/Medium,LCB,73.42,70.48,71.14,66.59,73.05,55.83,68.84,63.09,14,17,15,14,15,9,12,12,77.46,76.12,72.24
213,213,J. Morel,35,174.5,78.1,Madagascar,Black,75,,Average,Average,Medium/High,LCB,73.57,69.35,65.17,66.91,66.84,62.12,69.26,74.25,17,15,15,16,15,10,10,13,73.87,72.44,78.38
214,214,Caio Nunson,31,185.1,84.6,Brazil,Caucasian,75,Left,Good,Average,Medium/Medium,RCB,77.33,71.02,56.87,55.02,64.0,45.66,67.04,47.58,13,10,16,17,13,6,10,13,71.53,76.78,71.75
215,215,H. Badstuber,30,190.0,84.2,Germany,Caucasian,75,Left,Good,Average,Medium/Medium,LCB,77.59,72.84,75.34,35.62,33.54,39.88,73.47,40.26,11,9,15,15,15,8,13,14,76.63,76.19,73.83
216,216,M. Niakhaté,23,189.8,82.4,France,Black,75,Left,Good,Average,Medium/Medium,RCB,74.99,68.12,67.18,66.23,76.92,65.17,72.03,52.3,15,15,16,14,14,6,9,13,71.95,76.95,76.16
217,217,M. Kelly,29,190.6,77.0,England,Caucasian,75,Right,Good,Average,,RCB,76.41,67.53,63.85,46.74,52.37,55.46,72.52,49.12,13,12,15,14,14,8,7,14,75.48,77.17,75.82
218,218,M. Gulde,28,184.0,79.6,Germany,Caucasian,75,Right,Average,Average,Medium/Medium,RCB,70.66,63.08,58.42,63.65,65.71,67.92,74.78,64.99,16,12,14,13,15,9,9,13,76.96,79.98,76.39
219,219,Zainadine,31,177.8,69.9,Mozambique,Black,75,Right,Good,Average,Medium/High,RCB,70.15,60.29,58.76,70.0,65.71,66.26,75.49,69.67,18,15,14,16,14,8,7,12,74.49,76.7,75.26
220,220,D. Congré,34,184.6,79.8,France,Caucasian,75,Right,Good,Average,Medium/Medium,RCB,72.12,69.18,68.04,48.51,54.05,58.34,63.58,61.49,14,13,16,14,14,10,10,13,76.62,77.03,75.96
221,221,S. Kryvtsov,28,186.2,82.9,Ukraine,Caucasian,75,Right,Good,Average,Medium/Medium,RCB,77.14,67.93,63.62,64.31,66.1,57.3,71.5,59.11,12,15,16,14,14,11,7,15,74.79,75.55,73.65
222,222,L. Koné,30,188.8,90.2,Ivory Coast,Black,75,Right,Good,Average,Low/High,RCB,77.38,62.72,47.39,51.55,58.67,50.71,70.25,46.87,13,13,17,15,14,10,7,12,75.66,74.04,68.02
223,223,G. Shoji,26,181.9,73.6,,,75,Right,Excellent,Average,High/High,RCB,70.21,70.61,70.2,72.61,86.24,54.44,73.02,71.23,15,16,15,14,14,5,6,13,78.45,75.69,70.84
224,224,M. Kempf,24,186.2,87.0,Germany,Caucasian,75,Left,Good,Average,Medium/Medium,RCB,77.66,61.77,64.29,65.25,67.83,63.93,68.8,59.41,18,13,16,15,15,6,10,12,72.8,73.82,72.2
225,225,B. Bianchi,30,182.6,75.8,Argentina,Caucasian,75,Right,Good,Average,Low/Medium,RCB,71.34,70.17,65.67,48.51,60.43,64.0,64.55,54.2,14,13,16,13,15,8,8,11,78.83,75.95,74.06
226,226,Otávio Cairinho,27,179.0,79.9,Brazil,Caucasian,75,Right,Good,Average,Medium/Medium,LCB,71.82,63.73,61.06,56.32,60.81,54.15,66.53,62.53,16,12,15,16,14,7,8,13,76.6,75.23,76.18
227,227,Manuel da Costa,33,190.7,83.8,Morocco,Black,75,Right,Good,Average,Medium/High,RCB,75.58,66.87,65.12,51.19,57.87,50.63,61.83,39.74,16,14,16,16,15,6,7,11,75.79,74.82,71.84
228,228,O. Murillo,31,184.3,82.8,Colombia,Black,75,Left,Excellent,Average,Medium/High,LCB,74.88,61.49,64.66,66.04,66.04,54.15,69.8,38.95,17,13,16,15,15,5,8,14,71.45,76.82,65.92
229,229,T. Baumgartl,23,192.9,89.0,Germany,Caucasian,75,Right,Good,Average,Medium/Medium,RCB,72.77,70.42,68.75,65.48,74.08,52.06,67.04,55.77,14,13,16,14,14,6,11,12,72.33,81.97,77.51
230,230,J. Lucumi,21,184.8,77.9,Colombia,Black,75,Left,Good,Average,Medium/High,LCB,70.01,67.52,65.12,68.06,72.4,61.83,70.6,58.54,13,14,15,15,15,6,7,13,73.4,77.04,73.65
231,231,V. Vasin,30,192.4,82.6,Russia,Caucasian,75,Right,Good,Average,Medium/Medium,LCB,77.67,62.33,63.78,69.31,66.04,37.22,69.16,42.64,15,14,16,15,15,5,10,13,74.0,75.15,72.33
232,232,S. Dann,32,187.9,77.6,England,Black,75,Right,Good,Average,Low/Medium,LCB,68.57,59.03,58.03,30.66,33.06,40.13,76.18,51.14,13,6,15,14,15,7,9,14,77.15,76.23,75.38
233,233,S. Mitrovi?,29,189.3,84.4,Serbia,Caucasian,75,,Masterful,Average,Low/Medium,CB,78.38,59.2,57.1,38.04,40.39,45.42,72.16,49.9,13,13,16,16,14,6,8,14,77.78,78.39,75.26
234,234,G. Cabral,33,184.1,76.4,Argentina,Caucasian,75,Right,Good,Average,Medium/High,RCB,75.76,62.67,58.91,32.42,32.8,58.46,72.16,63.1,16,12,14,16,15,8,9,14,75.35,73.72,77.52
235,235,Marcão,23,184.9,81.4,Brazil,Caucasian,75,Left,Average,Average,Medium/High,RCB,67.84,68.79,60.04,56.81,59.84,56.15,71.02,56.65,16,12,15,16,15,5,7,14,71.76,78.41,74.47
236,236,Ivanildo Fernandes,23,193.4,85.4,Portugal,Caucasian,75,Left,Excellent,Average,Medium/Medium,RCB,70.69,65.17,50.13,69.31,66.35,33.59,70.75,35.74,12,14,17,15,14,6,7,12,72.76,76.61,73.83
237,237,R. Thomas,31,192.7,84.1,France,Black,75,Left,Good,Average,Medium/High,LCB,76.19,67.54,66.68,43.58,44.78,51.29,70.6,49.9,13,10,16,14,15,5,7,14,77.15,75.85,74.12
238,238,,32,183.6,86.7,Ivory Coast,Black,75,Right,Average,Average,Medium/Medium,RCB,78.93,65.66,65.41,50.77,50.94,62.36,69.99,59.82,15,14,17,15,14,4,10,14,72.83,74.98,74.23
239,239,S. Dewaest,28,188.0,87.8,Belgium,Caucasian,75,Right,Average,Average,Medium/High,RCB,78.62,58.0,45.61,46.81,54.58,61.87,69.36,35.44,9,13,18,16,14,7,7,14,72.53,74.04,73.66
240,240,Eric Botteghin,31,192.3,89.2,Brazil,Caucasian,75,Right,Average,Average,,RCB,77.46,59.7,62.12,34.48,32.27,32.57,67.24,34.2,16,13,18,16,13,4,6,13,76.66,78.78,69.83
241,241,W. Troost-Ekong,25,191.3,81.9,Nigeria,Black,75,Right,Good,Average,Low/Medium,CB,75.92,53.95,45.06,61.43,69.36,33.53,67.19,59.32,13,13,17,15,15,6,8,13,75.75,75.7,73.32
242,242,M. Burda,24,187.4,79.9,Ukraine,Caucasian,75,Right,Good,Average,Medium/Medium,RCB,77.04,61.91,45.06,62.99,65.72,39.98,73.52,51.99,13,12,16,14,15,5,6,13,75.82,77.78,70.8
