,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
112,112,J. Lerma,24,178.6,69.6,Colombia,Black,79,Right,Excellent,Good,Medium/High,LCM,76.68,69.58,75.67,77.37,72.19,73.23,73.55,72.94,76.24,15,16,17,14,14,16,16,11,14,14,78.38,81.1,78.69
113,113,M. Badelj,30,186.2,80.4,Croatia,Caucasian,79,Right,Excellent,Good,Medium/Medium,CDM,80.55,72.09,82.24,79.06,53.91,54.01,65.79,77.64,63.84,14,11,15,13,14,15,15,12,15,14,76.55,75.91,73.79
114,114,Marc Roca,22,184.2,74.4,,,79,Left,Good,Good,Medium/High,RCM,82.89,71.96,83.72,79.34,58.67,61.88,67.39,76.51,62.57,13,11,14,13,13,13,15,12,16,14,77.67,76.24,73.79
115,115,A. Samaris,30,189.4,83.6,Greece,Middle-eastern,79,Right,Good,Average,Medium/High,LCM,76.2,71.31,72.73,74.01,58.91,56.41,54.52,75.8,57.9,15,15,15,17,14,18,15,13,13,15,78.82,81.83,75.19
116,116,E. Bardhi,23,172.2,64.1,FYR Macedonia,,78,Right,Excellent,Excellent,Medium/Medium,LCM,78.1,78.83,74.6,81.62,74.77,69.39,77.91,80.11,85.51,17,9,15,8,16,12,13,15,15,16,63.34,64.56,62.63
117,117,R. De Paul,25,178.3,69.8,Argentina,Caucasian,78,Right,Good,Excellent,Medium/Medium,LCM,79.95,83.66,74.59,83.02,78.11,71.33,76.92,72.63,72.83,15,11,13,12,15,11,5,15,16,15,23.62,43.85,39.72
118,118,G. Kanga,28,166.5,65.4,Gabon,Black,78,Right,Excellent,Excellent,High/Low,RCM,78.78,77.68,78.57,79.94,79.71,70.79,91.14,78.17,90.68,16,10,16,12,16,12,10,12,15,16,45.14,59.39,54.82
119,119,Claudio Coíntra,35,173.9,71.4,Brazil,Caucasian,78,,Masterful,Excellent,High/Medium,RCM,74.96,74.99,74.82,86.41,87.17,74.38,86.08,82.36,72.83,14,11,15,11,13,8,6,15,15,16,16.99,27.66,20.98
120,120,J. Sosa,34,178.8,70.6,Argentina,Caucasian,78,Right,Excellent,Excellent,Medium/Medium,RCM,81.91,78.1,79.6,81.97,67.5,70.6,72.84,76.25,75.16,15,9,13,13,14,13,13,14,16,15,64.63,64.63,59.88
121,121,S. Nasri,32,174.8,74.6,France,Caucasian,78,Right,Excellent,Excellent,Medium/Medium,RCM,77.34,78.55,71.65,79.99,73.81,71.33,81.07,74.2,86.92,14,9,11,11,15,6,7,15,15,16,34.38,37.2,43.75
122,122,C. Grenier,28,178.9,71.8,France,Caucasian,78,Right,Excellent,Excellent,Medium/Medium,LCM,79.58,76.94,80.08,80.67,53.39,54.86,64.01,70.84,73.92,16,10,14,14,15,12,12,15,16,15,64.2,58.58,49.42
123,123,Sérgio Oliveira,27,181.4,78.5,Portugal,Caucasian,78,Right,Good,Good,Medium/Medium,RCM,80.55,76.93,78.74,80.49,61.84,55.32,66.36,72.89,66.6,17,11,13,13,17,14,14,14,16,15,70.07,68.62,45.73
124,124,T. Cairney,28,185.5,83.7,,,78,Left,Poor,Excellent,High/Medium,RCM,80.77,78.1,76.2,81.21,66.85,60.15,78.7,74.93,70.85,14,11,13,13,15,10,11,14,15,15,62.42,61.85,51.46
125,125,S. Rudy,29,178.6,73.8,Germany,Caucasian,78,,Good,Good,Medium/Medium,RCM,81.41,76.96,80.02,79.35,66.34,62.71,75.49,79.05,60.59,14,13,15,13,14,11,16,14,15,16,79.13,74.3,71.96
126,126,J. dos Santos,29,172.4,73.2,Mexico,Caucasian,78,Right,Excellent,Good,High/High,LCM,82.44,78.1,78.29,78.6,74.31,69.66,74.48,77.4,80.14,14,13,15,13,14,14,13,14,15,15,70.15,70.65,71.09
127,127,L. Dendoncker,24,189.3,88.0,Belgium,Caucasian,78,Right,Excellent,Average,High/High,RCM,79.07,71.91,78.02,75.0,59.48,72.66,58.36,72.78,54.99,17,14,17,17,15,15,15,15,15,15,77.19,79.34,71.24
128,128,S. Meïté,25,186.7,79.6,France,Middle-eastern,78,Right,Good,Good,Medium/Medium,LCM,79.61,79.6,77.91,79.79,67.65,64.94,66.94,76.41,60.59,15,14,16,17,15,15,14,14,15,15,75.74,76.32,71.24
129,129,J. Veretout,26,175.7,66.7,France,Caucasian,78,,Good,Good,Medium/High,LDM,82.08,76.2,77.91,79.35,65.09,61.77,74.15,77.9,60.59,15,13,15,12,14,14,15,14,15,16,68.85,74.28,70.5
130,130,R. Freuler,27,180.7,76.9,Switzerland,Caucasian,78,Right,Good,Excellent,Medium/Medium,RCM,78.72,79.6,76.83,79.16,66.66,65.81,70.34,77.06,61.26,14,11,16,13,15,12,14,15,14,16,75.53,72.35,69.04
131,131,M. de Roon,28,185.3,76.1,Netherlands,Caucasian,78,Right,Good,Good,Medium/High,LCM,78.78,70.85,74.83,77.08,65.98,64.74,70.74,79.6,73.94,15,15,18,14,15,16,16,13,14,15,78.59,77.59,77.98
132,132,B. André,28,180.1,76.0,France,Black,78,Right,Good,Good,Medium/High,RDM,79.57,75.09,78.69,75.92,67.19,72.68,73.49,76.26,71.91,13,18,17,15,13,15,15,14,15,15,74.86,77.59,71.07
133,133,N. Maksimovi?,24,189.4,78.1,Serbia,Caucasian,78,Right,Good,Good,High/High,RDM,79.27,69.91,79.1,76.44,59.75,63.82,61.9,82.34,59.94,13,14,15,14,13,14,16,14,15,15,76.14,79.31,70.07
134,134,Manu García,33,181.6,74.4,Spain,Caucasian,78,Left,Good,Average,Medium/High,LCM,78.58,70.07,78.25,76.18,33.9,52.99,60.25,77.58,65.65,15,15,15,14,13,17,15,15,15,14,76.14,81.39,75.19
135,135,B. Santamaria,24,182.6,73.2,France,Caucasian,78,Right,Average,Good,Medium/Medium,CM,81.35,74.28,78.79,81.45,63.03,63.67,72.09,72.9,68.74,14,14,17,13,12,14,15,12,14,13,76.8,77.82,76.78
136,136,Rafael Carioca,30,179.5,72.4,Brazil,Caucasian,78,Right,Good,Good,Medium/Medium,LDM,81.05,73.64,78.25,77.37,71.24,73.47,72.7,76.26,75.68,15,11,17,12,14,15,15,13,15,16,74.28,77.45,74.23
137,137,Bruno,35,183.8,72.6,Spain,Caucasian,78,Left,Good,Good,Medium/High,RDM,83.25,73.51,82.24,75.5,32.44,30.65,39.95,74.39,56.34,15,11,6,14,15,15,15,14,16,16,77.12,78.32,76.89
138,138,Omar Mascarell,26,181.1,76.3,Spain,Caucasian,78,Right,Masterful,Good,Low/Medium,LDM,82.34,75.0,82.86,80.18,63.22,63.67,74.51,73.06,68.33,14,14,15,15,13,14,15,12,14,14,76.85,75.57,70.53
139,139,Souza,30,188.0,80.4,Brazil,Black,78,Right,Excellent,Good,High/Medium,CDM,79.07,71.04,73.46,77.05,66.62,69.11,68.78,71.23,65.91,15,13,18,16,14,16,15,13,13,14,76.69,79.89,73.87
140,140,E. Pulgar,25,186.5,73.6,,,78,Right,Good,Good,Medium/High,LCM,77.84,74.28,74.88,78.12,65.42,62.86,67.08,74.35,67.69,15,15,16,15,13,15,14,11,15,15,78.53,78.32,73.87
141,141,Sidney Pessinho,27,187.4,85.0,Brazil,Middle-eastern,78,,Good,Average,High/High,CDM,75.46,72.33,77.33,79.35,72.26,71.59,51.4,81.39,67.69,14,12,15,17,14,15,15,10,14,13,79.6,75.8,75.81
142,142,G. Pizarro,29,184.6,74.0,Argentina,Caucasian,78,Right,Good,Good,Medium/High,RDM,79.1,69.37,73.37,74.02,62.29,43.56,62.34,70.51,39.73,13,14,18,16,13,17,15,13,14,15,73.7,79.53,76.34
143,143,,28,179.5,82.4,France,Caucasian,78,Right,Excellent,Average,Low/High,RDM,76.69,67.35,79.1,75.57,63.29,62.87,67.48,77.67,64.87,13,14,15,15,12,15,16,12,14,16,81.5,79.81,75.25
144,144,G. Krychowiak,29,185.9,85.4,Poland,Caucasian,78,Right,Good,Good,Medium/High,RDM,79.41,65.2,79.53,76.72,61.17,62.87,59.43,74.49,52.15,16,14,15,16,13,16,15,10,13,16,72.15,77.3,71.19
145,145,J. Baumgartlinger,31,183.5,85.6,,,78,Right,Good,Average,Medium/High,RCM,81.29,64.75,71.14,73.82,65.89,70.33,65.19,74.11,64.46,14,15,17,15,7,16,15,12,12,15,78.77,80.18,75.49
146,146,G. Medel,31,170.8,65.4,Chile,Caucasian,78,Right,Excellent,Good,Medium/High,RDM,79.1,73.64,66.73,69.79,67.19,69.34,78.31,80.03,91.97,13,16,16,16,11,17,15,11,13,16,73.83,83.47,76.2
147,147,L. Tousart,22,184.9,83.3,France,Black,78,Right,Good,Average,Low/High,CDM,77.18,60.45,68.12,70.99,65.89,59.79,59.08,75.34,68.27,15,16,17,16,11,17,16,10,13,13,77.41,82.41,73.86
148,148,D. Rice,20,185.1,79.6,England,Caucasian,78,Right,Good,Average,Medium/High,CDM,79.48,66.85,74.39,74.44,60.3,62.87,53.16,73.66,57.89,9,14,15,15,8,15,15,10,14,15,78.09,79.29,78.37
149,149,M. Gruji?,23,191.4,86.0,Serbia,Caucasian,77,Right,Good,Good,Medium/Medium,RCM,79.28,80.77,75.36,80.38,59.34,64.01,69.13,76.84,56.17,15,15,14,15,13,15,14,15,15,16,72.63,75.48,73.59
150,150,W. Cyprien,24,179.7,75.0,,,77,Right,Good,Excellent,Medium/Medium,CDM,78.1,77.78,74.14,79.31,75.36,75.78,80.07,70.12,75.13,16,15,15,15,15,15,15,14,15,15,74.14,76.61,69.5
151,151,E. Palacios,20,176.8,65.5,Argentina,Caucasian,77,Right,Excellent,Excellent,High/High,LDM,77.07,77.23,74.62,78.07,74.78,77.58,78.87,74.14,77.64,16,14,17,13,15,15,13,14,15,15,66.26,70.77,69.36
152,152,R. Pizarro,25,174.6,70.9,Mexico,Caucasian,77,,Excellent,Good,High/High,CM,78.0,79.45,71.75,74.02,80.41,82.78,81.78,73.34,71.67,14,14,18,14,13,11,13,14,15,14,69.28,62.36,61.33
153,153,B. Bourigeaud,25,177.5,67.7,France,Caucasian,77,Right,Good,Excellent,Medium/Medium,RCM,79.42,77.68,74.67,79.07,70.86,67.95,70.27,78.48,70.2,15,14,15,13,15,14,14,15,15,15,47.54,68.37,63.08
154,154,M. Benassi,24,184.3,79.7,Italy,Caucasian,77,Right,Good,Good,,RCM,79.78,78.47,76.21,77.51,64.93,63.95,72.52,71.77,68.2,16,13,15,14,15,14,14,15,14,14,70.9,73.68,69.75
155,155,A. Barák,24,189.6,86.0,Czech Republic,Caucasian,77,Left,Good,Excellent,High/Medium,CDM,79.96,77.66,78.48,80.19,63.28,67.95,63.48,71.97,63.31,16,11,14,15,15,11,12,14,15,15,24.68,66.24,62.05
156,156,Wendel,21,179.7,66.3,Brazil,Caucasian,77,Right,Good,Good,High/Medium,LCM,78.16,80.18,74.69,78.32,76.44,78.53,78.83,75.53,71.67,17,12,16,13,16,13,15,13,15,16,74.61,72.9,69.03
157,157,André André,29,173.8,67.0,Portugal,Caucasian,77,Right,Excellent,Good,High/High,RCM,80.37,78.84,75.86,79.85,67.51,68.61,73.93,72.4,73.58,14,14,15,12,14,15,14,15,15,16,47.54,72.0,64.55
158,158,P. Lees-Melou,26,184.8,69.4,France,Caucasian,77,,Good,Excellent,High/High,RCM,78.89,77.63,76.52,74.02,72.02,73.16,75.17,74.98,71.67,14,12,16,14,14,14,13,15,15,15,69.64,68.31,62.65
159,159,Z. Junuzovi?,31,171.6,72.3,Austria,Caucasian,77,Right,Excellent,Good,High/High,RCM,76.83,73.5,74.82,80.07,74.9,68.49,87.81,73.24,92.59,15,14,18,13,15,14,14,14,15,15,65.3,63.93,62.02
160,160,R. Marin,23,174.0,69.7,Romania,Middle-eastern,77,Right,Excellent,Excellent,High/Medium,RDM,77.99,74.8,81.2,76.77,70.47,68.01,73.33,74.98,70.03,16,13,15,13,15,14,14,14,15,14,64.75,65.76,62.4
161,161,R. Saponara,27,184.0,72.8,Italy,Caucasian,77,Right,Excellent,Excellent,,LCM,79.07,81.87,72.85,84.1,64.06,70.8,70.74,67.57,69.83,14,12,13,12,13,10,6,15,15,14,60.7,34.13,29.63
162,162,N. Nández,23,172.3,71.7,Uruguay,Caucasian,77,Right,Good,Good,High/High,RCM,77.81,73.38,74.62,76.43,76.07,77.31,81.18,81.26,81.39,14,15,18,15,13,17,15,15,14,16,77.27,78.79,72.6
163,163,D. Pröpper,27,186.6,79.4,Netherlands,Caucasian,77,Right,Good,Excellent,Medium/High,LCM,77.23,73.93,72.56,81.32,64.37,60.45,70.27,76.73,63.61,16,13,17,13,15,15,12,13,16,16,69.87,68.99,63.13
164,164,A. Poli,29,182.2,76.8,Italy,Caucasian,77,Right,Good,Good,Medium/Medium,LDM,79.07,79.25,73.62,80.46,69.73,69.59,72.88,75.64,74.72,14,13,14,12,14,14,14,14,15,14,75.76,71.6,62.65
165,165,M. Lopez,21,166.9,58.0,France,Black,77,Right,Good,Excellent,Medium/Medium,RCM,82.43,78.11,76.85,74.85,76.07,69.16,84.93,77.01,93.04,12,13,14,8,14,15,13,13,15,14,65.3,65.9,58.65
166,166,J. Grealish,23,174.8,68.3,England,Caucasian,77,Right,Good,Excellent,Medium/Medium,LCM,77.54,77.09,70.58,81.14,76.02,73.88,85.41,67.9,82.27,13,6,13,12,14,9,8,14,15,15,43.14,41.39,39.44
167,167,,32,186.1,84.0,Slovakia,Caucasian,77,Right,Good,Good,Medium/High,RCM,75.86,74.78,75.55,74.54,62.29,59.35,70.21,79.36,54.14,17,18,17,17,15,17,15,14,14,15,76.62,76.51,77.64
168,168,Fransérgio,28,187.1,82.2,Brazil,Middle-eastern,77,Right,Good,Good,High/Medium,RCM,75.33,73.23,78.1,75.4,51.55,63.13,70.74,74.71,52.04,17,10,17,15,15,16,14,15,14,16,69.27,75.27,68.01
169,169,V. Odjidja-Ofoe,30,182.6,79.3,Belgium,Caucasian,77,Right,Excellent,Good,High/Medium,RCM,79.54,75.93,78.16,79.89,56.69,55.62,57.21,68.14,54.78,16,12,16,16,15,14,14,13,15,16,63.56,72.79,67.69
170,170,P. Højbjerg,23,184.9,83.7,Denmark,Caucasian,77,Right,Excellent,Good,,LCM,78.54,74.73,73.76,78.82,57.54,63.05,64.83,75.03,64.3,16,12,15,15,15,16,14,13,14,13,74.71,75.25,64.0
171,171,P. Pérez,33,174.8,80.1,Argentina,Caucasian,77,Right,Good,Good,High/High,RCM,79.99,72.01,76.43,80.12,65.23,63.64,71.01,71.81,71.25,14,13,15,15,13,18,14,14,16,15,68.16,74.04,71.82
172,172,J. Shelvey,27,186.0,79.9,England,Caucasian,77,Right,Good,Good,Low/Medium,LCM,81.59,72.85,84.42,75.68,60.77,61.88,63.46,69.66,65.16,17,12,14,14,16,16,12,13,16,15,59.8,63.0,60.81
173,173,L. Schøne,33,177.3,78.2,Denmark,Caucasian,77,Right,Good,Good,Medium/Medium,CDM,82.23,74.57,77.8,81.53,52.61,42.83,66.02,71.51,76.06,16,15,13,11,16,13,15,13,16,15,67.1,53.96,47.55
174,174,Miguel Veloso,33,180.1,78.9,Portugal,Caucasian,77,Left,Good,Good,Medium/Medium,LCM,83.12,75.4,85.29,81.57,50.7,47.77,68.28,68.95,74.59,16,14,10,14,16,14,14,13,16,16,48.16,72.25,70.12
175,175,Claudemir,31,184.8,78.6,Brazil,Caucasian,77,Right,Good,Good,Medium/Medium,CDM,78.89,74.08,73.57,76.35,61.43,62.39,61.85,73.76,60.69,14,12,17,14,14,16,15,13,15,14,72.28,74.64,68.35
176,176,Tomás Pina,31,184.1,78.1,Spain,Black,77,Right,Good,Good,,RCM,79.43,76.35,78.4,78.3,57.2,43.23,61.61,77.91,47.25,14,13,13,14,13,15,15,14,14,14,64.54,76.63,70.48
177,177,L. Miranda,25,172.9,70.2,Argentina,Caucasian,77,Right,Good,Good,Medium/Medium,LCM,82.17,73.5,76.51,79.7,75.78,76.36,79.88,69.12,84.98,14,10,17,12,14,13,14,12,14,15,71.93,69.92,66.47
178,178,S. McTominay,22,187.6,88.0,Scotland,Caucasian,77,Right,Good,Good,High/High,RDM,77.64,73.38,77.17,76.5,59.05,62.89,64.18,72.85,49.92,15,13,16,16,13,15,15,13,14,15,72.43,75.27,70.12
179,179,G. Escalante,26,181.7,75.8,Argentina,Caucasian,77,Right,Good,Good,Medium/High,LDM,76.13,74.08,74.85,74.08,68.24,68.23,63.76,72.46,67.59,15,15,16,14,12,17,15,12,14,14,74.19,75.71,76.69
180,180,A. Westwood,29,173.6,72.8,England,Black,77,Right,Good,Good,Medium/Medium,RCM,79.82,70.58,78.58,77.26,67.51,57.8,74.5,77.38,79.86,15,14,16,14,12,16,15,13,15,15,76.59,75.65,72.61
181,181,D. Latza,29,179.2,75.7,Germany,Caucasian,77,Right,Excellent,Good,High/High,LCM,80.23,71.1,76.7,79.98,67.51,63.64,73.48,75.52,73.57,15,14,18,13,15,15,14,14,15,15,76.37,71.49,67.0
182,182,S. Sensi,23,168.0,62.4,Italy,Caucasian,77,Right,Excellent,Good,Medium/Medium,LCM,79.82,75.4,80.36,80.32,65.79,54.08,65.03,70.39,86.51,13,10,14,12,14,14,14,13,16,15,62.81,73.13,72.82
183,183,D. Baier,35,176.3,78.0,Germany,Caucasian,77,Right,Good,Good,Medium/High,LDM,80.14,69.23,81.23,77.64,50.97,36.84,68.87,79.84,74.36,13,14,13,13,8,15,16,11,15,16,71.79,74.39,72.1
184,184,M. Arambarri,23,175.5,73.6,Uruguay,Black,77,Right,Good,Good,Medium/Medium,LDM,79.19,69.23,78.33,78.95,34.05,39.97,58.87,72.18,74.69,16,11,13,13,11,16,14,12,13,12,77.52,79.44,74.43
185,185,Gelson Fernandes,32,178.9,70.4,Switzerland,Caucasian,77,Right,Good,Average,Medium/High,RCM,75.34,63.67,68.99,67.47,59.67,68.23,66.37,74.37,66.42,13,14,18,14,11,17,15,11,13,14,81.87,76.12,74.2
186,186,G. Rodríguez,24,184.8,79.9,,,77,Right,Excellent,Average,Medium/Medium,RDM,74.68,58.51,72.22,73.34,46.84,52.32,53.68,72.88,52.4,13,8,15,16,11,16,15,10,12,13,79.21,76.46,76.17
187,187,T. Strobl,29,187.5,86.7,Germany,Caucasian,77,Right,Good,Average,Medium/Medium,CDM,73.76,58.61,79.21,57.78,51.13,55.13,47.56,76.86,43.56,15,14,14,15,12,16,16,11,13,14,79.21,79.12,76.99
188,188,J. Dátolo,35,176.7,76.9,Argentina,Caucasian,76,Left,Good,Excellent,High/Low,LCM,80.76,77.96,78.67,78.05,59.83,60.63,74.8,75.24,66.15,16,9,13,13,15,8,11,15,16,14,50.38,51.15,46.29
189,189,V. Guzmán,24,174.9,81.2,Mexico,Caucasian,76,Right,Good,Good,High/Medium,LDM,79.07,74.97,74.14,76.1,74.1,75.01,73.37,74.74,74.02,15,15,16,13,14,13,14,14,14,14,70.83,64.96,52.8
190,190,A. Mierzejewski,32,175.7,73.2,Poland,Caucasian,76,Left,Excellent,Excellent,High/Medium,LCM,75.77,77.09,69.62,77.12,75.37,70.85,72.81,72.68,80.95,15,15,15,14,15,14,11,14,14,14,45.22,35.59,33.28
191,191,M. Benítez,25,173.2,71.8,Argentina,Caucasian,76,Right,Average,Excellent,High/High,LCM,74.96,81.44,63.06,76.38,81.04,74.18,81.92,72.68,65.9,14,8,13,12,14,9,11,15,14,15,65.3,33.07,22.83
192,192,F. Mancuello,30,174.7,70.3,Argentina,Caucasian,76,Left,Average,Excellent,High/Medium,LCM,76.51,73.89,72.07,73.8,72.79,76.46,73.57,76.3,72.26,16,11,14,13,16,14,13,14,16,14,57.64,63.99,60.6
193,193,C. McGregor,26,173.5,73.6,Scotland,Caucasian,76,,Excellent,Excellent,High/High,LDM,80.84,76.39,66.5,76.5,80.18,76.65,85.83,72.29,77.41,14,10,18,13,14,15,14,14,14,16,71.84,70.65,69.08
194,194,X. Schlager,21,174.5,75.8,Austria,Caucasian,76,Left,Good,Good,High/High,RCM,75.84,74.81,72.07,77.36,79.42,78.3,83.47,78.0,77.41,15,12,17,13,15,14,15,14,15,14,60.36,67.39,65.52
195,195,Paulinho,24,169.2,62.8,Brazil,Caucasian,76,Left,Good,Excellent,High/Low,LCM,75.77,73.63,68.69,76.25,73.2,68.13,86.04,81.28,89.64,15,14,14,6,13,7,8,15,15,15,23.36,29.61,33.28
196,196,B. Džemaili,33,176.8,72.8,Switzerland,Caucasian,76,Right,Excellent,Good,Medium/Medium,RDM,78.4,76.57,74.44,77.79,55.07,59.25,65.88,74.85,68.04,17,11,14,12,15,14,13,14,15,15,74.7,69.94,68.81
197,197,A. Thomasson,25,177.3,72.4,,,76,Right,Excellent,Excellent,Medium/Medium,RCM,77.76,74.3,75.48,77.14,72.37,73.36,75.87,72.91,82.56,15,14,14,11,14,12,13,14,15,15,63.12,67.49,55.3
198,198,A. Hunt,32,183.0,72.6,Germany,Caucasian,76,Left,Good,Good,Medium/Medium,LCM,73.89,74.95,69.94,78.8,66.35,64.1,73.84,76.49,72.82,14,12,12,13,15,11,11,14,15,15,45.22,34.14,35.12
199,199,I. Kahveci,23,175.9,67.3,Turkey,Middle-eastern,76,Left,Excellent,Excellent,,RDM,77.89,79.75,74.66,77.83,75.73,78.07,75.35,71.12,79.4,14,11,16,12,14,13,13,13,15,14,64.54,61.29,52.8
200,200,M. Moralez,32,158.1,55.7,Argentina,Caucasian,76,Right,Excellent,Excellent,High/High,LCM,74.2,76.57,73.39,76.08,81.91,64.82,81.05,74.24,76.81,13,6,15,6,14,13,9,14,15,15,47.77,57.54,50.98
201,201,M. Fellaini,31,193.8,84.8,,,76,Right,Good,Good,Medium/Medium,LDM,79.75,66.74,65.98,80.39,37.69,45.81,47.51,80.63,49.35,15,14,15,18,12,18,14,16,14,15,74.91,76.68,62.59
202,202,G. Shibasaki,27,175.4,61.8,Japan,Asian,76,Right,Good,Excellent,Medium/Medium,LDM,78.54,75.22,78.08,76.21,69.12,76.46,76.39,78.36,75.91,12,13,14,11,13,13,14,13,15,15,60.96,73.24,71.68
203,203,A. Maher,25,182.4,76.1,Netherlands,Caucasian,76,Right,Average,Good,Medium/Medium,CDM,81.45,74.53,76.48,80.15,68.79,71.02,75.56,74.44,80.76,14,10,14,8,14,11,13,13,14,14,59.6,61.55,55.77
204,204,V. Darida,28,171.8,66.8,Czech Republic,Caucasian,76,Right,Excellent,Good,High/High,LCM,77.32,74.32,74.77,76.95,66.33,63.7,79.23,73.97,82.19,15,15,17,9,15,11,13,14,14,15,71.9,66.54,58.71
205,205,O. Onazi,26,172.6,73.1,Nigeria,Black,76,Right,Good,Good,Medium/Medium,LCM,74.97,71.82,72.08,74.74,82.99,77.68,73.84,73.45,90.87,15,11,17,13,15,13,15,13,14,14,74.73,70.65,74.29
206,206,J. McArthur,31,177.6,66.4,Scotland,Caucasian,76,Right,Good,Good,High/High,LCM,77.85,70.03,73.6,77.0,61.55,57.72,68.7,79.98,74.66,13,12,17,13,12,17,14,15,14,16,69.6,72.13,69.58
207,207,I. Sangaré,21,191.1,77.3,Ivory Coast,Black,76,Right,Excellent,Good,Medium/High,RCM,73.84,70.58,71.91,75.07,69.13,68.05,64.83,75.92,69.38,14,15,15,16,12,14,14,14,14,15,72.43,76.16,76.43
208,208,A. Ekdal,29,186.3,82.3,Sweden,Caucasian,76,Right,Good,Good,Medium/Medium,CM,80.09,73.74,78.02,78.92,52.27,47.48,73.84,74.15,57.91,14,12,14,14,13,16,14,14,15,15,73.75,70.49,63.9
209,209,J. Clasie,28,168.9,66.2,Netherlands,Black,76,Right,Good,Good,Medium/Medium,CDM,82.6,69.92,75.47,80.04,67.86,58.24,71.86,76.09,88.59,15,13,14,13,14,14,15,12,15,15,73.0,66.96,58.33
210,210,Guilherme,28,178.6,76.3,,,76,Right,Excellent,Good,Medium/Medium,RDM,78.31,64.31,73.96,73.59,69.27,66.21,74.0,75.92,69.28,16,14,15,15,12,16,15,12,14,14,68.51,76.14,73.75
211,211,T. Mangani,32,183.0,79.5,France,Caucasian,76,Left,Good,Good,Medium/Medium,LCM,78.88,69.17,77.55,76.53,55.22,55.44,65.83,70.77,61.21,15,13,15,14,14,14,14,13,15,15,71.26,70.49,71.71
212,212,I. Doumbia,21,187.3,81.9,Ivory Coast,Black,76,Right,Good,Good,Medium/Medium,CDM,74.66,74.31,68.24,74.95,65.18,70.91,64.6,74.6,59.24,12,14,16,18,12,16,15,13,14,16,72.43,77.04,68.27
213,213,R. Mandragora,22,183.2,75.9,Italy,Caucasian,76,Left,Good,Good,Medium/High,RCM,77.66,76.57,76.11,76.26,52.31,62.57,72.21,73.65,74.26,14,13,15,15,13,13,15,12,15,13,77.41,75.1,68.65
214,214,J. Cork,30,184.1,74.7,England,Caucasian,76,Right,Excellent,Good,,LCM,77.24,68.55,75.85,75.95,52.0,41.54,63.05,78.4,67.98,14,15,18,15,11,15,15,13,14,15,76.83,76.41,74.97
215,215,Emilio Piodão,27,177.3,78.2,Brazil,Black,76,Right,Average,Average,Medium/Medium,RDM,73.7,66.69,76.84,72.61,77.45,71.92,74.2,70.9,73.31,14,18,16,14,14,16,15,12,12,13,73.59,76.14,67.69
216,216,D. Stephens,30,184.7,78.2,England,Black,76,Right,Good,Good,Medium/High,RCM,74.98,69.34,75.83,72.18,59.74,54.03,64.42,75.59,63.16,13,17,17,14,13,16,15,13,14,15,66.45,74.73,71.71
217,217,K. El Ahmadi,34,180.6,71.2,Morocco,Black,76,Right,Average,Good,Medium/Medium,CM,77.4,70.55,78.02,75.26,62.92,61.62,74.34,75.95,70.19,14,13,16,14,13,16,14,12,14,16,68.34,76.27,73.24
218,218,M. Bradley,31,187.9,79.0,United States,Caucasian,76,Right,Good,Average,Medium/Medium,RDM,79.45,71.99,79.21,75.93,56.67,58.05,55.85,74.72,71.59,14,6,17,14,12,16,14,12,14,15,67.2,70.81,69.66
219,219,M. Locatelli,21,186.4,74.9,Italy,Caucasian,76,Right,Good,Good,Medium/Medium,LCM,77.59,74.86,75.43,79.34,59.5,60.42,66.14,68.4,53.62,15,11,14,13,15,14,15,10,15,13,71.26,74.52,74.63
220,220,M. Noble,32,176.7,75.6,England,Caucasian,76,Right,Good,Good,High/High,RCM,76.81,68.55,79.23,75.85,43.71,38.35,62.32,74.01,71.23,14,11,13,13,13,17,14,12,15,15,71.3,73.73,75.7
221,221,C. Ortíz,30,175.4,69.5,Paraguay,Caucasian,76,Left,Good,Good,Medium/High,LDM,76.54,70.53,60.05,74.6,64.72,68.19,73.04,73.3,71.58,14,13,16,15,12,14,16,13,13,15,74.58,79.55,70.12
222,222,T. Monconduit,28,184.1,83.1,France,Caucasian,76,Right,Good,Average,Medium/Medium,RDM,77.21,70.17,74.2,71.1,59.78,67.62,71.83,73.4,61.39,14,13,16,15,11,15,15,13,14,14,75.02,79.97,75.26
223,223,D. Kohr,25,184.9,81.4,Germany,Caucasian,76,Right,Good,Good,Medium/Medium,LCM,74.21,68.55,69.17,75.7,66.04,69.48,65.91,74.67,70.87,13,14,15,15,12,17,14,9,13,13,83.4,70.11,72.87
224,224,I. Hayden,24,184.6,78.9,England,Caucasian,76,Right,Excellent,Average,Medium/High,CM,75.67,65.86,68.67,75.41,55.58,63.84,57.78,74.37,59.77,14,13,15,14,12,16,15,13,13,15,73.55,74.98,76.93
