,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_penalties,mentality_composure
463,463,E. Brophy,23,174.0,68.3,Scotland,Caucasian,69,,Good,Good,High/Medium,ST,69.98,61.88,67.98,58.17,65.7,72.36,70.04,67.33,78.92,75.27,79.58,59.39,60.97,14,17,15,14,13,14,12
464,464,Guillermo,26,181.1,74.3,Spain,Black,69,Right,Good,Good,High/Medium,ST,66.76,60.01,61.64,63.94,67.85,65.24,56.05,68.93,73.79,78.38,74.3,67.89,66.66,13,14,17,14,12,15,13
465,465,G. Notsuda,25,176.8,72.2,Japan,Asian,69,Left,Good,Good,High/Medium,RF,61.18,38.35,68.48,50.84,67.28,62.59,62.61,69.86,75.55,70.0,77.3,65.64,64.9,13,11,16,13,12,8,13
466,466,D. Vera,34,184.0,71.8,Uruguay,Caucasian,69,Right,Good,Good,Medium/Medium,ST,65.93,76.86,65.05,73.26,66.6,53.28,42.83,70.08,61.64,52.91,64.34,64.25,63.2,14,14,12,15,13,14,14
467,467,,32,190.6,86.7,Brazil,Caucasian,69,Right,Good,Good,Medium/Medium,RS,68.2,69.98,65.03,69.17,65.34,70.73,44.2,63.96,53.89,64.64,54.92,67.55,54.37,14,13,13,15,13,16,14
468,468,Manu Barreiro,32,190.9,80.6,Spain,Caucasian,69,Right,Good,Good,Medium/Medium,ST,65.28,70.27,68.15,64.89,67.92,61.51,69.19,69.82,51.4,55.41,62.84,68.53,58.05,13,13,14,17,12,14,13
469,469,D. Diamantakos,26,182.0,80.6,Greece,Middle-eastern,69,Left,Average,Good,High/Medium,ST,66.7,65.09,62.06,69.88,68.11,54.72,53.78,65.89,74.37,76.27,74.29,66.44,74.45,15,16,14,15,13,13,12
470,470,Yuri,36,186.1,78.2,Brazil,Caucasian,69,Left,Excellent,Good,,ST,68.53,60.02,57.85,75.21,66.53,74.38,61.06,68.34,62.86,68.62,67.51,67.29,55.42,13,12,13,16,14,15,14
471,471,L. Gregory,30,187.8,80.3,England,Black,69,Right,Good,Good,High/Medium,RS,69.79,66.29,59.46,65.05,63.62,55.98,44.25,66.93,66.54,73.48,68.53,69.21,57.85,13,12,14,15,11,14,12
472,472,M. Yattara,25,185.2,78.7,Guinea,Black,69,Right,Good,Good,High/Low,LS,69.84,67.24,62.26,62.97,66.75,55.14,38.05,67.01,72.3,77.3,70.02,60.21,69.1,14,16,12,15,13,14,14
473,473,J. Wind,20,190.0,81.5,Denmark,Caucasian,69,,Good,Good,Medium/Medium,RS,67.73,65.37,67.5,60.69,66.56,53.83,40.6,62.29,65.83,66.51,58.77,67.78,70.58,13,13,13,16,11,12,12
474,474,K. Wriedt,24,187.9,81.8,Ghana,Black,69,Left,Excellent,Good,Medium/Medium,ST,69.64,59.26,62.79,60.74,67.85,59.8,64.44,64.22,74.16,77.02,68.4,65.45,63.68,14,11,13,16,11,12,12
475,475,D. Mattocks,28,178.9,70.1,Jamaica,Black,69,Right,Average,Average,High/Low,ST,66.85,59.8,60.44,64.09,66.4,62.22,29.49,62.21,89.18,91.75,78.35,61.72,72.32,15,18,14,13,12,11,11
476,476,J. Macías,19,176.5,72.9,Mexico,Caucasian,69,Right,Excellent,Good,High/Medium,ST,71.92,66.29,67.52,59.68,67.99,49.59,38.05,66.81,71.5,73.12,64.99,62.12,73.94,14,12,11,12,12,14,12
477,477,Bruno Mendes,24,184.3,76.7,Brazil,Black,69,Right,Good,Good,Medium/Low,ST,71.79,68.35,62.87,64.46,65.14,58.71,47.75,66.93,62.34,73.48,74.24,60.39,62.77,14,13,14,14,13,14,13
478,478,H. Yamada,30,173.1,65.9,Japan,Asian,69,Right,Good,Good,High/Medium,RS,64.17,49.48,68.48,64.15,69.31,62.84,64.62,66.69,75.55,70.8,80.55,69.71,80.61,12,11,17,12,12,13,13
479,479,B. Atik,24,168.9,73.3,Turkey,Middle-eastern,69,Right,Excellent,Good,Medium/Medium,LF,61.59,33.45,69.54,54.85,72.27,57.31,59.99,70.99,76.63,69.48,92.39,61.39,89.91,12,16,14,8,10,11,12
480,480,M. Romero,20,179.0,71.7,Argentina,Caucasian,69,Right,Masterful,Good,Medium/Low,ST,71.73,67.24,54.64,72.68,63.0,43.53,41.51,67.7,75.09,77.12,68.45,62.21,66.2,15,16,14,14,13,11,13
481,481,C. Wondolowski,36,182.5,77.4,United States,Middle-eastern,69,Right,Excellent,Average,High/High,ST,74.4,68.76,59.35,70.15,46.69,59.8,56.66,64.4,38.28,44.14,53.88,76.43,60.51,14,12,14,12,12,14,14
482,482,A. Sobiech,29,183.7,75.3,Poland,Caucasian,69,Right,Good,Average,Medium/Medium,ST,68.83,72.71,64.85,62.19,62.34,43.27,51.38,65.66,71.1,73.15,67.05,66.89,59.41,14,16,12,14,12,14,12
483,483,Douglas Vieira,31,189.3,82.8,Brazil,Black,69,Right,Good,Good,Medium/Medium,ST,70.4,70.59,65.06,60.43,63.65,52.56,52.89,67.33,67.08,62.2,66.08,64.24,35.58,12,13,14,16,12,13,13
484,484,,25,185.8,84.2,Spain,Caucasian,69,Left,Good,Good,High/Medium,RS,66.77,70.16,66.11,63.39,63.28,46.87,42.18,66.64,61.64,62.99,65.33,61.88,70.58,13,13,11,15,11,12,12
485,485,C. Strandberg,23,185.5,85.3,Sweden,Caucasian,69,Left,Average,Average,,LS,66.21,56.67,59.12,64.09,63.48,42.45,30.99,60.57,71.64,87.81,40.89,66.91,50.31,15,15,13,18,12,11,13
486,486,Klauss,22,190.4,85.4,Brazil,Black,69,Right,Good,Good,Medium/Medium,ST,66.69,69.6,65.48,58.03,66.45,43.41,54.76,64.69,60.61,63.81,57.2,68.23,49.57,14,13,13,16,12,13,11
487,487,R. Márquez,21,183.7,82.5,Colombia,Black,69,Right,Good,Average,Medium/Medium,ST,72.36,74.82,63.7,58.58,62.71,37.78,51.38,68.17,70.08,68.83,63.2,55.71,58.95,13,14,10,13,11,14,10
488,488,A. Bareiro,22,177.7,83.6,Paraguay,Caucasian,69,Right,Good,Good,High/Medium,ST,72.01,68.19,54.76,52.6,67.73,44.61,37.72,69.73,67.6,69.82,58.81,61.91,62.43,12,13,11,15,13,13,13
489,489,M. Suzuki,25,184.9,74.0,Japan,Asian,69,Right,Good,Good,Medium/Medium,RF,74.57,56.54,59.46,62.37,66.74,55.47,37.69,63.37,76.99,76.54,66.09,67.09,54.42,13,10,8,15,12,11,11
490,490,J. Collins,28,188.3,86.4,Republic of Ireland,Caucasian,69,Right,Good,Average,High/High,LS,69.52,72.8,59.8,64.89,62.31,61.42,48.89,64.92,67.18,66.57,56.74,65.47,52.76,13,16,16,16,11,13,14
491,491,A. Dona Ndoh,33,186.3,80.3,Cameroon,Black,69,Right,Average,Good,High/Low,RS,70.15,71.66,56.65,58.94,57.48,51.28,44.37,62.61,62.29,71.33,56.74,64.95,51.14,13,13,14,17,12,14,14
492,492,B. Fernández,27,183.2,80.1,Colombia,Black,69,Right,Good,Average,High/Medium,ST,76.86,60.31,50.6,63.22,61.98,65.85,59.21,68.36,78.54,60.38,69.28,67.6,73.04,13,14,13,16,13,14,11
493,493,J. Garner,31,177.6,73.9,England,Caucasian,69,Right,Good,Average,High/Medium,ST,68.12,76.26,57.94,68.98,62.35,48.61,43.25,64.52,67.68,62.99,73.96,65.63,75.78,13,18,15,14,13,13,13
494,494,B. Eleke,23,198.4,88.4,Nigeria,Black,69,Right,Good,Good,Medium/Medium,ST,71.33,70.44,51.69,65.77,59.43,53.06,35.39,71.25,63.28,67.89,63.21,58.55,74.63,13,15,14,16,13,14,14
495,495,J. Marquis,27,184.7,79.9,England,Caucasian,69,Right,Good,Average,High/Medium,ST,68.48,72.56,66.11,62.68,61.79,37.32,33.9,58.58,68.47,71.18,63.58,68.32,66.37,13,16,18,17,11,12,12
496,496,R. Maniero,31,183.5,74.8,Italy,Caucasian,69,Right,Good,Average,High/Low,ST,71.64,72.53,61.98,61.75,59.43,62.48,44.9,68.75,54.48,50.52,72.83,59.73,55.91,14,16,12,16,13,14,13
497,497,Fernando Karanga,28,189.2,72.5,Brazil,Caucasian,69,Right,Good,Good,High/Low,LS,72.98,69.41,65.63,62.34,63.64,59.94,31.57,64.9,67.54,59.1,60.16,63.59,35.16,13,13,14,15,10,13,12
498,498,K. Przyby?ko,26,192.2,86.2,Poland,Caucasian,69,,Good,Average,Medium/Medium,RS,70.76,69.62,57.16,67.24,63.18,54.15,47.7,62.29,60.68,66.75,63.41,63.69,47.89,14,13,15,16,13,11,10
499,499,M. Montini,27,179.1,75.4,Italy,Caucasian,69,Right,Good,Average,High/Medium,ST,71.7,71.87,60.77,62.11,60.58,62.65,40.7,61.86,64.23,62.42,68.86,65.63,81.29,12,18,13,15,11,11,13
500,500,T. Necid,29,191.4,84.2,Czech Republic,Caucasian,69,Right,Good,Good,Medium/Medium,ST,74.85,71.15,55.64,67.28,55.9,55.96,60.47,64.98,53.63,46.57,50.49,67.08,43.91,14,6,12,16,11,15,13
501,501,L. Veldwijk,27,195.8,94.9,South Africa,Black,69,Right,Excellent,Average,Medium/Low,RS,68.28,76.69,62.63,62.33,63.31,44.04,32.97,62.29,47.95,62.36,49.29,62.22,31.9,15,14,11,18,12,14,14
502,502,,27,190.5,89.7,Argentina,Caucasian,69,Right,Average,Good,Medium/Low,ST,76.18,75.2,61.69,58.28,66.14,41.93,33.98,68.25,29.55,32.79,30.88,67.61,29.38,14,6,13,18,12,14,12
503,503,S. Ganvoula,23,191.2,84.7,Congo,Black,69,Right,Excellent,Average,High/Medium,ST,70.2,73.44,63.1,64.09,55.61,50.93,30.82,57.78,68.15,71.46,56.74,60.73,53.43,15,13,12,17,12,12,12
504,504,H. Al Ghaddioui,28,189.7,92.3,Morocco,Black,69,Right,Good,Average,Medium/Medium,LS,71.55,69.6,59.91,65.12,60.66,50.83,31.93,65.94,52.25,56.43,54.87,63.11,49.78,14,10,12,17,12,13,11
505,505,,31,195.0,87.7,Germany,Caucasian,69,Left,Excellent,Average,High/Medium,ST,73.19,75.97,59.5,66.15,46.69,54.18,39.18,69.12,49.73,51.63,46.41,68.71,52.79,14,12,14,15,13,12,14
506,506,Douglas Tanque,25,188.1,91.6,Brazil,Caucasian,69,Left,Good,Average,Medium/Low,ST,70.73,76.17,54.97,65.41,60.5,47.89,33.98,62.67,38.25,33.92,37.41,71.82,34.6,15,10,12,18,13,13,13
507,507,F. Picault,28,173.4,63.8,United States,Caucasian,68,Right,Good,Good,High/Medium,LS,68.75,62.93,66.6,63.52,70.72,65.12,42.5,67.86,90.09,83.92,78.35,64.26,80.62,14,18,11,7,11,11,13
508,508,N. Citro,30,171.6,59.5,Italy,Caucasian,68,Left,Average,Good,,RS,70.14,60.45,70.38,60.73,70.25,60.28,57.53,74.3,73.79,69.14,80.0,60.71,83.65,12,10,11,8,12,13,11
509,509,M. Salas,21,173.0,80.4,Argentina,Caucasian,68,Left,Good,Average,High/Low,RS,67.03,55.64,66.72,48.52,71.86,47.65,34.96,71.61,72.53,68.71,73.39,65.69,71.15,14,12,13,17,14,10,11
510,510,J. Shonga,22,178.6,64.3,Zambia,Black,68,Right,Good,Good,High/Medium,RS,76.44,61.23,69.42,54.73,72.03,37.84,70.09,65.52,74.67,71.84,60.92,64.09,68.01,10,12,13,10,11,14,11
511,511,Y. Mut?,30,170.2,68.5,Japan,Asian,68,Right,Good,Good,High/Medium,RF,61.53,59.69,66.91,58.63,68.35,62.04,56.73,63.71,76.41,67.69,70.99,67.07,75.48,15,15,17,12,14,14,10
512,512,Enzio Julião,35,185.1,78.0,Brazil,Caucasian,68,Right,Good,Good,Medium/Medium,ST,69.5,65.36,62.55,59.0,65.65,47.42,48.33,69.48,71.1,75.62,71.71,65.28,68.29,11,11,14,13,12,12,14
513,513,V. Berisha,25,175.2,74.5,Norway,Caucasian,68,,Good,Good,High/Medium,ST,65.25,54.97,60.78,63.35,67.27,63.45,44.25,64.9,83.44,81.8,75.45,66.63,80.62,14,18,17,15,12,13,12
514,514,H. Okuno,29,171.2,66.7,Japan,Asian,68,Right,Good,Good,High/Medium,CF,65.44,57.21,72.05,55.82,71.86,59.4,38.45,70.33,69.57,67.6,68.69,66.73,75.53,13,14,19,14,13,10,12
515,515,Serginho,28,166.2,61.6,Brazil,Caucasian,68,Right,Excellent,Excellent,Medium/Low,RF,60.91,52.39,65.78,64.91,73.7,61.87,50.3,64.54,78.37,75.46,80.83,71.47,85.73,13,10,13,8,13,13,13
516,516,C. McManaman,28,175.4,73.1,England,Black,68,Right,Excellent,Good,Medium/Low,RS,66.34,36.63,63.94,55.26,75.21,50.75,48.78,72.22,75.76,73.28,80.23,71.47,74.51,12,7,11,11,11,12,13
517,517,K. Holmberg,26,185.2,73.2,Sweden,Caucasian,68,Right,Good,Good,,RS,69.16,64.01,56.65,56.02,63.76,48.66,47.22,64.3,70.52,70.95,74.38,69.51,73.07,13,11,16,14,11,12,13
518,518,A. La Gumina,23,185.3,78.4,Italy,Caucasian,68,Right,Good,Good,High/High,RS,63.63,65.1,59.39,63.35,68.2,62.04,57.1,65.58,78.3,76.45,70.85,68.04,73.95,14,13,12,14,12,13,12
519,519,M. McNulty,26,177.9,70.0,Scotland,Caucasian,68,Right,Good,Average,Medium/Medium,LS,71.29,64.45,58.09,64.32,60.8,62.09,59.21,65.16,74.99,73.07,74.49,68.11,71.83,14,15,15,12,12,14,14
520,520,A. Buksa,22,191.6,87.4,,,68,Right,Excellent,Good,Medium/Low,ST,70.53,69.41,62.69,60.71,66.13,52.1,46.17,67.48,66.53,71.25,63.28,64.84,47.89,12,15,14,14,11,13,13
521,521,R. Dwamena,23,186.0,80.6,Ghana,Black,68,Left,Good,Good,Medium/Medium,ST,66.59,60.9,62.41,54.46,67.6,47.42,42.3,65.36,74.0,82.45,69.17,65.22,64.01,13,12,13,17,13,13,14
522,522,Z. Dedi?,34,182.6,77.1,Slovenia,Caucasian,68,,Excellent,Good,High/High,LS,71.99,57.08,60.34,69.49,66.02,62.42,61.09,67.33,73.12,66.14,69.77,66.04,71.83,14,13,14,13,13,14,14
523,523,E. Castillo,24,175.1,80.0,Ecuador,Black,68,Right,Good,Good,Medium/Medium,RS,66.79,58.35,61.55,53.62,72.47,49.8,39.69,72.01,78.7,78.98,84.39,65.69,68.76,13,13,14,14,12,12,12
524,524,D. Thomalla,26,186.0,75.1,Germany,Caucasian,68,Right,Good,Good,Medium/Medium,ST,68.19,59.06,63.21,66.41,66.19,57.52,56.65,66.84,73.12,71.21,69.11,69.18,62.55,13,10,15,12,11,11,11
525,525,F. Andrada,25,180.0,75.5,Argentina,Caucasian,68,Right,Good,Good,High/Medium,ST,65.64,60.14,62.94,64.09,63.05,60.86,67.48,64.21,71.73,78.24,74.49,64.52,74.84,15,14,13,14,15,13,13
526,526,Jorge Félix,27,175.1,68.2,Spain,Caucasian,68,Right,Excellent,Good,Medium/Medium,RS,64.35,60.93,72.05,55.14,68.05,57.11,43.13,65.35,73.53,74.44,71.32,62.01,79.73,12,14,14,12,12,12,13
527,527,S. Bguir,25,177.6,66.4,Tunisia,Black,68,Left,Good,Good,Medium/Medium,CF,64.95,43.99,69.28,53.21,71.64,60.94,68.23,70.36,69.86,68.81,64.33,63.69,68.84,12,11,12,12,12,11,11
528,528,J. Norwood,28,182.7,73.0,England,Black,68,Right,Excellent,Good,High/Medium,RS,69.89,68.78,58.91,61.41,66.19,57.76,59.6,66.82,69.57,70.42,69.1,67.79,64.18,13,15,15,13,12,12,13
529,529,P. Kirkevold,28,184.9,89.7,Norway,Caucasian,68,Left,Good,Good,High/High,RS,67.78,64.22,62.84,60.79,64.07,64.05,67.35,65.57,65.94,67.39,60.4,67.79,62.88,14,13,14,16,12,13,13
530,530,L. Boyce,28,183.9,75.4,Northern Ireland,Caucasian,68,Right,Good,Good,Medium/Low,ST,61.53,69.45,60.95,55.31,66.41,52.38,60.35,63.54,67.31,67.97,70.49,61.71,67.59,14,14,12,16,13,14,13
531,531,C. Muñoz,30,172.6,66.7,Chile,Caucasian,68,Right,Good,Good,High/Low,ST,65.94,69.88,63.14,54.95,56.4,44.35,52.99,71.77,80.77,84.49,73.83,62.71,68.43,14,16,18,13,11,15,13
532,532,,23,179.9,79.0,Colombia,Black,68,Right,Good,Good,Medium/Low,ST,69.52,60.37,54.49,66.21,65.84,55.41,69.08,67.49,72.15,72.69,58.49,58.83,55.56,14,15,15,16,11,13,11
533,533,Getterson,28,177.4,72.0,Brazil,Caucasian,68,Right,Excellent,Good,Medium/Medium,ST,66.05,60.07,60.04,64.09,66.86,49.27,24.91,69.37,73.55,75.19,75.8,64.42,69.66,14,15,14,15,12,11,11
534,534,C. Woodrow,24,184.4,73.8,England,Caucasian,68,Right,Excellent,Average,High/Medium,ST,69.76,65.47,62.3,66.08,63.49,51.23,42.37,66.04,71.35,67.57,65.99,64.05,67.89,13,14,14,14,13,13,13
535,535,F. Rai?evi?,25,188.2,74.7,Montenegro,Black,68,Right,Good,Average,,ST,66.8,73.33,65.01,67.75,62.16,43.2,25.38,70.71,62.24,63.75,65.32,62.33,54.55,14,15,12,15,13,9,12
536,536,T. van Weert,29,179.6,73.5,Netherlands,Black,68,Right,Excellent,Average,High/Medium,ST,68.6,68.68,62.42,64.19,62.52,53.73,39.04,65.4,66.86,66.31,66.72,65.52,67.25,13,17,14,13,12,14,13
537,537,C. Dessers,24,185.0,79.7,Belgium,Caucasian,68,Right,Excellent,Good,Medium/Medium,ST,70.05,66.13,57.18,65.15,61.94,42.5,35.12,63.81,69.44,72.99,65.24,66.51,61.7,14,15,14,15,13,13,13
538,538,J. Duque,32,183.1,78.8,Colombia,Black,68,Right,Average,Good,Medium/Low,ST,61.53,65.54,62.24,60.17,65.89,32.33,46.36,70.12,65.11,68.47,65.5,61.61,62.66,15,15,13,15,13,16,14
539,539,I. Toney,23,178.8,70.4,England,Caucasian,68,,Good,Good,Medium/Medium,LS,67.66,65.76,61.16,59.16,65.35,41.29,38.25,63.17,75.03,74.34,83.83,63.65,73.07,13,17,14,14,10,12,12
540,540,Oriol Riera,32,183.8,78.0,Spain,Caucasian,68,Right,Good,Average,High/Medium,RS,65.85,68.69,63.28,66.97,64.07,56.56,56.67,62.92,65.84,64.16,57.61,69.51,69.29,14,15,13,14,13,13,13
541,541,A. Jeremejeff,25,191.9,84.8,Sweden,Caucasian,68,Right,Good,Average,Medium/Medium,ST,70.17,65.98,63.99,54.78,61.04,60.47,32.77,64.76,67.54,73.92,65.29,66.98,33.05,11,7,14,17,11,11,13
542,542,,30,180.4,75.6,France,Caucasian,68,Right,Good,Good,Medium/Medium,ST,67.75,67.3,66.24,59.4,62.86,52.38,65.66,65.49,67.49,67.85,70.42,65.01,72.5,13,17,14,14,12,11,13
543,543,C. Monschein,26,177.9,73.9,Austria,Caucasian,68,Right,Good,Good,,LS,72.11,59.56,48.1,58.34,68.04,50.23,31.88,65.05,80.48,83.64,75.8,62.09,70.12,13,14,13,13,11,13,11
544,544,Han Eui Kwon,25,181.5,72.6,Korea Republic,Asian,68,Right,Good,Good,High/Medium,LS,66.59,32.5,63.62,60.98,70.22,62.97,65.13,67.74,88.29,82.27,86.69,48.96,64.31,13,9,13,12,13,12,13
545,545,C. Kazim-Richards,32,187.2,94.7,Turkey,Middle-eastern,68,Right,Poor,Average,Low/Low,RS,67.22,74.2,68.52,67.95,68.24,64.28,56.67,54.07,58.89,60.82,60.57,67.92,63.39,15,15,12,17,13,12,11
546,546,S. Iljutcenko,28,186.6,82.2,Russia,Caucasian,68,Right,Excellent,Average,Medium/Medium,ST,68.98,65.32,57.18,64.17,63.4,34.06,27.23,62.44,72.28,75.45,66.24,63.66,58.84,13,14,16,16,12,12,13
547,547,Bruno Moreira,31,185.0,79.2,Portugal,Caucasian,68,Right,Good,Good,Medium/Low,ST,69.6,72.04,65.01,68.22,64.29,40.38,39.85,66.37,59.52,60.69,58.03,63.43,55.8,14,13,15,15,11,14,14
548,548,L. Candellone,21,185.7,80.4,Italy,Caucasian,68,Right,Excellent,Good,High/Low,RS,64.93,69.45,61.5,63.37,64.13,63.95,55.07,63.0,64.86,67.5,52.41,63.53,52.85,14,10,17,16,13,13,11
549,549,A. Grbic,22,188.0,82.4,Austria,Caucasian,68,Right,Excellent,Average,High/Medium,ST,69.76,60.37,55.72,64.97,63.91,58.0,67.14,66.6,69.62,74.98,60.74,57.55,63.18,14,11,13,15,13,14,9
550,550,B. Girth,27,180.7,81.6,Germany,Caucasian,68,,Good,Good,Medium/Low,ST,70.92,69.0,57.0,66.18,60.7,42.33,25.94,64.76,74.34,72.11,76.39,65.82,58.84,12,15,10,14,11,12,11
551,551,S. Morison,35,188.3,85.4,Wales,Caucasian,68,Right,Good,Good,Medium/High,RS,67.64,73.42,58.4,66.68,63.07,40.69,55.88,67.04,46.8,50.17,53.43,69.88,40.48,14,16,13,17,11,13,12
552,552,E. Pavlidis,20,180.3,81.8,Greece,Middle-eastern,68,Right,Excellent,Good,High/Medium,ST,68.7,66.08,62.72,55.66,65.51,58.35,44.4,63.9,69.9,69.07,64.51,64.84,69.91,14,15,15,15,14,13,12
553,553,A. Blondell,25,184.9,77.4,Venezuela,Black,68,Right,Good,Good,High/Low,ST,68.66,64.11,55.11,66.47,62.99,62.42,60.57,67.17,69.15,72.49,52.41,60.03,49.79,14,13,12,16,13,13,11
554,554,Mario Barco,26,182.9,84.3,Spain,Caucasian,68,Right,Good,Average,Medium/Medium,ST,69.46,64.85,60.96,69.14,63.62,46.62,54.85,66.03,63.21,67.42,58.07,58.7,52.26,15,14,7,15,12,13,11
555,555,S. Gallagher,23,193.0,75.2,England,Black,68,Right,Good,Average,High/Medium,ST,67.94,75.26,50.32,71.37,66.62,54.16,42.55,60.7,58.2,60.69,62.34,67.43,51.88,15,13,13,15,12,12,11
556,556,Jung Jo Gook,35,186.0,77.4,,,68,Right,Good,Average,High/Low,ST,72.0,71.15,61.75,65.75,58.93,63.27,65.34,62.58,53.36,64.06,61.08,69.25,58.01,13,15,11,16,11,13,12
557,557,A. Galabinov,30,190.0,88.0,Bulgaria,Middle-eastern,68,,Average,Good,Medium/Low,ST,71.78,68.01,64.33,63.7,60.25,62.28,74.03,67.73,38.92,38.69,43.74,67.63,40.48,14,12,14,18,13,12,13
558,558,Adão Morrinhos,27,177.0,72.6,Brazil,Caucasian,68,Right,Good,Good,Medium/Medium,LS,72.95,65.56,51.36,72.28,63.91,54.45,70.6,62.6,56.85,78.0,66.77,65.35,67.96,15,15,10,14,14,10,14
559,559,P. Mortensen,29,190.0,78.1,Denmark,Caucasian,68,Right,Good,Average,Medium/Low,ST,68.01,70.29,64.37,59.51,60.1,34.14,32.62,62.51,55.14,50.73,60.72,67.69,53.39,14,16,13,16,12,12,12
560,560,E. Soriano,30,183.7,84.1,Germany,Caucasian,68,Right,Excellent,Average,Medium/Medium,ST,66.5,67.97,54.9,62.25,65.36,58.81,44.4,63.3,74.32,73.04,67.58,60.58,79.61,14,15,16,16,10,13,13
561,561,Toni Martínez,22,186.7,83.8,Spain,Caucasian,68,Right,Good,Good,Medium/Medium,ST,69.15,65.2,57.34,62.97,60.68,47.04,30.6,65.55,58.03,50.73,57.98,66.82,53.95,15,13,10,14,12,12,11
562,562,O. Mudrinski,27,186.7,83.1,Serbia,Caucasian,68,Right,Good,Average,Medium/Medium,ST,68.29,72.35,61.93,64.12,64.29,43.65,39.12,62.74,50.8,65.39,58.05,59.29,61.91,14,13,12,16,13,13,11
563,563,M. Tchokounté,30,191.4,90.3,France,Caucasian,68,Right,Average,Average,Medium/Medium,LS,69.05,74.92,61.87,62.9,57.06,54.76,40.45,61.51,51.31,52.79,53.74,66.82,52.69,13,14,13,18,11,13,12
564,564,K. Sierhuis,21,180.4,84.3,Netherlands,Caucasian,68,Right,Good,Average,High/High,ST,61.53,68.17,58.24,68.02,55.12,43.65,52.0,62.87,52.28,62.35,53.05,58.81,72.15,15,9,14,16,13,14,12
565,565,S. Kutschke,30,193.6,95.4,Germany,Caucasian,68,Right,Good,Average,Medium/Medium,RS,71.51,75.58,52.36,54.63,51.09,36.74,46.59,54.94,52.13,52.73,45.42,68.67,35.1,15,9,13,18,13,13,14
566,566,M. ?uri?,29,198.0,94.4,Bosnia Herzegovina,Caucasian,68,Right,Good,Average,High/High,RS,69.36,78.86,58.98,64.08,54.01,53.93,52.99,66.17,50.22,42.77,33.96,68.96,31.23,13,13,12,18,12,13,13
567,567,N. Proschwitz,32,189.2,85.6,Germany,Caucasian,68,Right,Average,Average,High/High,ST,71.75,77.28,58.64,61.88,54.24,40.69,46.59,58.94,40.15,42.77,45.14,68.71,42.4,14,13,14,17,11,14,13
568,568,T. Eaves,27,196.9,86.3,England,Caucasian,68,Right,Excellent,Average,High/Medium,ST,67.64,75.62,52.32,62.79,58.66,31.75,29.0,63.17,52.8,58.43,57.84,61.93,34.22,15,13,14,18,12,13,12
569,569,M. Smith,30,197.8,91.2,England,Black,68,Left,Good,Average,Medium/Medium,ST,66.11,91.1,52.59,63.49,39.91,49.97,34.56,64.82,43.14,42.77,45.71,64.91,31.77,14,11,12,18,11,12,11
570,570,I. Henderson,34,177.7,67.5,England,Black,67,Right,Good,Good,High/Medium,ST,71.77,50.24,62.33,66.47,67.76,60.02,65.63,70.12,59.18,63.04,71.62,68.45,75.15,12,13,15,13,13,12,14
571,571,H. Dervi?o?lu,19,182.8,76.0,Turkey,Middle-eastern,67,Right,Good,Excellent,Medium/Medium,LS,63.65,49.6,66.42,51.32,66.42,43.08,27.51,71.08,75.84,76.47,73.54,65.9,60.17,12,12,13,11,12,12,13
572,572,R. Nteka,21,189.4,74.6,France,Caucasian,67,Left,Average,Good,High/High,LS,65.5,61.57,65.39,59.32,67.5,57.31,44.07,69.04,73.79,68.41,74.72,59.67,72.51,13,13,14,14,11,10,13
573,573,L. Castaignos,26,188.1,85.1,Netherlands,Caucasian,67,Right,Average,Good,Medium/Medium,LS,64.03,66.8,67.07,63.7,65.04,62.69,41.91,66.96,69.9,71.49,67.45,64.52,66.1,13,14,10,14,13,12,10
574,574,O. Duarte,23,173.1,68.5,Colombia,Black,67,Left,Average,Good,High/Medium,ST,63.65,59.56,65.2,59.45,67.72,62.69,39.74,66.38,76.71,77.74,73.85,64.4,60.61,12,14,14,14,12,14,11
575,575,D. Kyereh,23,179.5,72.8,Germany,Caucasian,67,Right,Good,Excellent,,RS,66.59,58.28,58.87,66.88,75.79,30.82,27.18,65.14,86.41,85.6,86.08,64.23,75.06,12,18,13,11,12,9,11
576,576,Welinton Júnior,26,175.0,64.0,Brazil,Caucasian,67,Right,Good,Good,Medium/Medium,LS,64.96,61.48,60.84,65.59,68.39,60.5,69.34,66.91,80.14,75.67,83.48,64.89,78.95,14,12,13,8,12,13,12
577,577,S. Svendsen,21,171.5,67.5,Norway,Caucasian,67,Right,Excellent,Good,High/Medium,RS,66.41,57.38,65.43,64.23,64.68,65.3,54.96,66.06,84.4,79.78,80.16,61.32,87.16,13,18,15,11,13,11,13
578,578,H. Tijanovich,23,172.6,68.2,Argentina,Caucasian,67,,Good,Good,Medium/Low,LS,71.11,52.26,63.98,52.19,67.19,55.34,47.21,64.76,77.6,77.97,74.74,62.26,60.61,12,15,12,12,12,11,12
579,579,D. Marsura,25,187.0,77.5,Italy,Caucasian,67,Right,Good,Good,High/Medium,LF,64.29,57.59,61.03,55.39,68.4,63.62,59.63,67.51,82.85,87.7,85.22,60.79,71.91,12,12,14,15,12,12,13
