,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
92,A. Robertson,25,-178.5,63.7,Scotland,Caucasian,85,Left,Average,Good,High/High,LB,89.42,57.45,63.28,78.58,32.43,77.54,77.75,29.79,70.63,81.39,82.99,86.32,78.3,83.92,74.34,14,12,18,13,13,16,16,15,15,11,15,80.62,82.68,79.83
93,Fabinho,25,188.1,78.3,Brazil,Black,85,Right,Average,Good,Medium/High,CDM,74.52,66.34,75.03,-82.9,47.18,75.63,71.43,53.13,81.78,82.22,66.84,68.87,65.76,83.86,65.56,15,15,17,16,13,17,17,14,15,18,16,83.68,85.5,-85.14
94,Alex Sandro,28,179.8,-79.9,Brazil,Black,85,Left,Good,Good,High/Medium,LB,84.45,54.65,76.16,81.11,67.64,80.2,78.01,58.69,70.54,80.71,80.61,85.46,78.48,84.37,76.5,16,15,18,15,14,16,16,14,14,12,16,81.13,83.71,84.34
95,B. Matuidi,32,179.9,75,France,Black,85,Left,Average,Average,Medium/High,CDM,73.67,60.19,68.18,83.18,72.42,75.83,60.2,51.94,77.02,78.86,76.84,73.21,82.83,83.9,78.73,15,16,18,14,13,17,17,14,14,11,16,84.7,83.78,85.86
96,Carvajal,27,173.2,72.8,Spain,Caucasian,85,Right,Good,Good,High/High,RB,83.99,41.4,70.37,83.15,34.34,78.28,74.26,47.02,73.72,83.76,79.35,82.95,79.83,84.2,82.34,13,15,18,14,7,16,16,15,14,9,16,83.21,83.38,85.19
97,M. de Ligt,19,189.4,89.2,Netherlands,Caucasian,85,Right,Excellent,Average,Medium/High,RCB,51.58,49.72,84.87,75.85,40.25,65.66,47.83,55.31,73.51,73.64,60.76,71.57,55.98,83.46,59.68,16,16,15,17,12,16,16,8,12,8,16,86.22,81.53,79.85
98,C. Lenglet,24,185.9,81.1,France,Caucasian,85,Left,Excellent,Average,Medium/High,LCB,54.86,39.2,-82.09,81.35,37.5,56.91,59.31,30.6,75.13,76.15,77.44,73.67,62.4,83.55,59.8,11,17,15,16,9,16,17,10,13,9,16,-90.25,82.67,81.04
99,R. Varane,26,191.3,81.2,France,Caucasian,85,,Good,Average,Medium/High,RCB,-35.77,40.35,82.93,75.08,41.76,55.25,45.7,51.77,75.61,-76.65,79.28,85.75,62.52,83.48,-38.27,10,15,14,17,10,15,16,8,11,8,16,86.72,86.1,85.16
100,N. Süle,23,195,96.9,Germany,Caucasian,85,Right,Good,Average,Medium/Medium,RCB,33.5,21.78,86.13,78.44,33.43,-43.2,27.74,29.71,68.9,62.57,53.48,86.99,34.25,80.56,33.39,15,8,13,18,12,16,16,5,8,6,15,85.28,89.1,86.87
101,J. Giménez,24,185.5,80.5,Uruguay,Caucasian,85,Right,Good,Average,Medium/High,RCB,47.27,36.76,80.99,68.71,30.31,50.12,36.08,44.18,62.12,60.27,66.89,69.63,53.93,-78.91,38.55,14,17,12,17,9,17,17,4,5,7,15,87.97,86.04,86.23
102,K. Manolas,28,188.6,83.5,Greece,Middle-eastern,85,Right,Average,Average,Low/High,RCB,26.77,-25.25,80.13,59.57,16.38,53.78,-30.28,10.28,61.33,65.45,81.17,83.37,68.06,81.9,59.91,8,17,14,16,2,17,17,5,4,5,17,86.6,86.92,88.81
103,G. Donnarumma,20,196.1,89.5,Italy,Caucasian,85,Right,Good,Poor,Medium/Medium,GK,12.23,11.74,11.75,34.43,8.14,28.39,12.42,13.57,23.52,27.57,-45.76,53.79,63.93,78.51,37.79,11,14,6,14,3,6,5,2,10,4,13,20.44,14.33,16.45
104,A. Lopes,28,184.4,81.2,Portugal,Black,85,Left,Average,Poor,Medium/Medium,GK,18.63,17.78,15.95,31.67,13.39,15.16,14.68,14.27,31.45,21.01,62.92,63.61,67.11,84.13,61.97,11,16,7,14,3,8,5,1,9,3,13,13.26,15.18,12.68
105,,29,191.8,86.1,Hungary,Caucasian,85,Right,Average,Poor,Medium/Medium,GK,16.48,9.71,23.28,29.31,9.55,18.92,17.68,10.6,24.65,25.43,42.23,44.19,41.39,82.43,42.38,12,13,7,14,2,6,4,2,8,4,9,24.63,15.69,19.81
106,R. Bürki,28,187,84.6,Switzerland,Caucasian,85,Right,Average,Poor,Medium/Medium,GK,15.38,8.34,16.97,36.87,-13.06,11.88,12.87,12.45,23.94,23.31,43.69,53.8,-49.06,82.84,52.44,11,14,7,14,2,7,3,2,10,4,11,11.24,-12.52,15.58
107,Neto,29,189.6,83.9,Brazil,Caucasian,85,Right,Average,Poor,Medium/Medium,SUB,11.19,15.34,13.54,36.47,11.58,19.24,11.7,13.15,41.03,23.86,55.75,51.95,58.59,79.19,48.95,11,16,8,12,4,8,3,2,8,4,12,16.57,13.69,15.17
108,J. Ili?i?,31,190,79.3,Slovenia,Caucasian,84,Left,Excellent,Excellent,,RS,81.51,80.71,58.04,86.23,80.05,87.72,85.1,84.82,74.06,87.5,72.35,69.01,70.52,82.76,60.59,17,6,14,14,17,11,9,16,17,15,16,53.27,32.05,26.37
109,D. Alli,23,188.1,80.2,England,Black,84,Right,Good,Excellent,High/High,CAM,67.87,82.04,83.29,84.36,78.95,82.9,75.33,68.11,-80.34,85.54,67.67,75.74,75.09,85.89,62.46,15,14,17,14,16,16,14,17,16,14,17,70.03,70.19,62.96
110,M. Depay,25,175.8,78.2,Netherlands,Black,84,Right,Good,Masterful,High/Low,LW,83.37,77.87,65.08,80.24,73.74,84.32,85.16,-87.51,74.4,84.53,87.14,87.22,81.02,79.1,78.52,17,14,15,16,16,15,5,16,17,14,15,29.05,31.38,20.27
111,José Callejón,32,177.6,73.2,Spain,Caucasian,84,Right,Good,Good,High/High,RM,82.43,78.14,65.08,79.91,84.31,82.06,73.1,64.62,50.77,85,87.78,-90.08,85.22,81.66,80.15,15,14,18,10,16,10,8,17,15,12,15,63.73,32.14,32.27
112,D. Tadi?,30,-180.5,76.5,Serbia,Caucasian,84,Left,Good,Excellent,Medium/Medium,ST,82.96,83.16,66.36,84.72,79.05,85.29,85.3,76.21,80.27,87.56,67.97,67.55,78.59,84.45,83.88,15,12,17,14,14,11,7,16,17,16,17,47.97,34.48,26.05
113,N. Fekir,25,173,74.8,France,Caucasian,84,Left,Good,Excellent,High/Medium,CAM,82.53,82.17,49.12,-83.34,77.39,90.13,80.72,80.3,75.1,89.29,79.43,76.72,82.48,77.74,90.5,16,12,14,16,16,14,5,16,16,14,17,30.53,36.51,-24.52
114,Douglas Costa,28,171.8,-70,Brazil,Black,84,Left,Good,Masterful,High/Medium,RM,81.58,64,50.11,82.55,76.41,92.33,84.18,77.85,64.93,91.38,94.56,93.39,93.34,80.39,91.02,17,12,14,11,16,11,9,14,16,15,16,45.32,37.5,34.22
115,O. Dembélé,22,177.9,67.2,France,Black,84,Left,Masterful,Masterful,High/Medium,RW,83.99,78.63,43.36,82.39,75.59,88.63,81.51,64.46,75.58,84.77,93.83,92.55,89.03,78.06,83.31,16,11,13,10,15,10,7,15,15,15,16,41.72,30.02,32.97
116,K. Havertz,20,188.2,83.4,Germany,Caucasian,84,Left,Excellent,Excellent,Medium/Medium,RAM,73.41,81.5,74.4,85.33,79.92,83.95,79.42,52.95,77.84,86.88,77.47,89.02,77.66,82.18,73.11,14,13,16,13,15,8,7,16,16,13,16,39.2,45.83,38.48
117,S. Gnabry,23,174.5,75,Germany,Black,84,Right,Excellent,Excellent,High/Medium,RW,76.14,81.35,43.69,79.06,83.05,86.72,69.76,61.65,68.93,82.76,92.37,88.89,85.83,81.79,87.84,17,12,14,13,16,12,7,16,15,13,15,45.33,42.13,45.31
118,J. Brandt,23,184.8,82.6,Germany,Caucasian,84,Right,Excellent,Excellent,Medium/Medium,RM,78.33,78.87,-52.9,86.44,77.87,86.38,76.65,58.97,80.5,86.41,77.63,86.44,80.83,82.67,78.24,16,12,15,14,16,8,7,16,16,10,16,-39.5,42.18,28.51
119,K. Coman,23,179.3,75,France,Black,84,,Good,Excellent,Medium/Low,LW,-79.3,75.87,52.44,78.23,76.6,86.78,83.54,69.87,71.76,-87.03,93.82,90.72,88.33,84.39,-84.9,16,14,13,12,14,7,4,16,15,14,15,28.59,27.06,20.69
120,Paulinho,30,182.9,80.5,Brazil,Black,84,Right,Good,Excellent,High/High,LCM,63.91,80.84,84.73,83.38,74.9,-79.63,65.92,72.45,79.75,84.13,73.6,71.48,70.23,81.65,71.6,16,18,18,16,16,16,16,16,15,14,16,75.37,79.33,75.25
121,I. Periši?,30,186.3,79.6,Croatia,Caucasian,84,Right,Masterful,Excellent,Medium/Medium,SUB,83.25,78.78,80.23,78.33,81.1,82.16,72.84,74.89,73.63,85.04,83.4,84.84,76.87,-79.39,73.87,16,16,17,15,15,13,13,16,15,15,16,63.69,52.09,54.11
122,L. Goretzka,24,189.2,78.6,Germany,Caucasian,84,Right,Excellent,Good,High/Medium,CDM,75.21,-76.02,79.9,84.4,68.34,80.77,-75.97,74.95,78.96,84.17,83.75,78.28,75.85,83.59,69.75,15,14,17,15,16,16,15,15,16,12,16,71.53,74.47,73.03
123,M. Hamšík,31,183.3,72.9,Slovakia,Caucasian,84,Right,Masterful,Good,High/Medium,CAM,78.32,74.3,74.09,86.35,76.57,83.61,79.87,69.94,82.69,84.8,-69.97,68.4,76.94,88.26,67.06,16,14,16,13,15,12,14,17,17,14,16,75.2,69.57,62
124,Felipe Anderson,26,175,70.4,Brazil,Caucasian,84,Right,Excellent,Excellent,High/Medium,RM,80.67,74.27,43.97,80.88,73.48,90.16,77.3,68.88,75.77,88.05,89.35,88.97,89.05,77.47,86.96,17,7,14,11,16,13,13,15,16,10,16,47.1,59.14,45.79
125,,28,178.8,67,Algeria,Middle-eastern,84,Left,Excellent,Masterful,Medium/Medium,RW,81.18,77.36,47.99,78.45,75.67,89.82,83.56,78.12,75.06,90.1,87.29,81.64,91.64,76.59,87.42,15,12,15,10,16,9,7,15,16,14,16,44.93,31.32,22.14
126,Canales,28,175.9,64.7,Spain,Caucasian,84,Left,Good,Excellent,High/Medium,RCM,79.34,80.14,45.57,84.35,-63.35,82.19,80.53,78.83,82.42,82.68,76.6,77.83,-77.41,81.25,69.56,15,7,15,13,16,11,10,16,17,14,16,59.94,-46.55,43.42
127,E. Viš?a,29,171.5,62.7,Bosnia Herzegovina,Caucasian,84,Right,Excellent,Excellent,High/Medium,RM,82.26,79.66,45.49,82.75,74.08,80.65,74.03,59.95,70.57,84.27,89.64,87.13,93.23,79.84,88.93,16,13,18,11,15,9,10,16,15,15,16,55.11,40.41,40.02
128,Luis Alberto,26,182.7,73.8,Spain,Caucasian,84,Right,Good,Excellent,,CM,75.99,76.98,49.08,87.9,76.39,85.71,86.21,81.45,87.05,87.86,74.6,68.24,80.6,79.64,74.01,15,10,14,13,15,5,8,16,17,11,14,48.4,56.43,40.55
129,J. Sancho,19,180.3,76.3,England,Black,84,Right,Excellent,Masterful,Medium/Low,RW,77.54,78.08,36.9,83.4,80.47,92.31,80.9,48.14,-58.84,88.4,88.78,86.86,90.58,84.3,89.76,13,10,15,11,12,8,5,15,16,11,16,31.67,44.63,33.87
130,E. Džeko,33,193.2,80.4,Bosnia Herzegovina,Caucasian,84,Right,Masterful,Average,Medium/Medium,ST,63.41,88.26,82.86,77.34,77.19,75.7,65.17,-54.01,72.11,84.75,60.52,59.58,55.64,83.46,35.52,17,12,14,16,15,11,10,17,15,13,16,57.93,28.38,16.48
131,Pizzi,29,176.9,72.2,Portugal,Caucasian,84,Right,Excellent,Good,High/Medium,RM,81.49,75.74,45.14,86.46,77.19,81.01,83.15,76.12,84.56,83.07,82.34,-73.02,76.66,83.15,77.06,15,13,17,11,15,13,14,16,17,16,17,66.19,65.71,52.2
132,M. Özil,30,-179.5,75.9,Germany,Caucasian,84,Left,Average,Excellent,Medium/Low,CAM,83.13,73,51.36,88.63,80.14,84.09,83.99,76.35,81.5,88.76,71.85,69.48,77.11,83.13,71.41,14,9,13,11,13,8,4,16,18,13,16,24.33,15.52,18.7
133,M. Mandžuki?,33,189.9,85.4,Croatia,Caucasian,84,Right,Good,Good,High/High,ST,72.43,84.94,89.51,-75.5,86.38,75.74,64.46,48.82,66.54,78.95,60.7,72.66,64.91,87.7,55.07,16,17,16,17,12,17,13,18,14,15,16,59.5,63.61,-60.35
134,A. Vidal,32,180.2,-74.8,Chile,Caucasian,84,Right,Excellent,Good,High/High,CDM,75.63,74.55,81.59,82,77.72,76.16,75.88,68.26,81.19,82.66,68.14,67.37,72.94,86.26,74.97,16,17,17,16,16,18,17,16,16,16,16,82.47,87.23,87.89
135,G. Wijnaldum,28,174.6,69.3,Netherlands,Black,84,Right,Good,Excellent,High/High,LCM,68.81,70.13,74.43,84.99,73.16,84.81,75.78,66.94,79.39,84.69,79.46,75.92,80.83,82.94,84.38,15,15,18,14,14,14,15,15,15,14,17,75.91,78.37,68.91
136,Alex Telles,26,180.5,71.1,,,84,Left,Average,Good,High/High,LB,89,64.85,74.3,84.3,66.7,81.78,87.28,78.8,86.69,83.39,84.34,84.56,72.63,82.57,69.61,16,16,18,13,15,15,16,15,15,16,16,80.23,80.63,78.92
137,I. Gündo?an,28,180.1,80,Germany,Caucasian,84,Right,Excellent,Excellent,High/Medium,SUB,77.66,71.13,49.82,87.68,75.29,84,84.56,74.05,85.26,87.57,66.99,66.16,76.51,84.55,77.44,15,12,14,14,14,14,15,15,17,15,17,75.05,73.75,66.74
138,João Cancelo,25,182.5,74.2,Portugal,Caucasian,84,Right,Good,Excellent,High/Medium,RB,86.15,57.78,-68.37,81.33,62.02,84.77,81.88,68.89,74.53,84.11,89.31,89.97,81.62,84.42,79.31,16,14,18,12,13,14,15,15,15,9,16,-78.83,80.4,79.99
139,Arthur,22,171.3,72.8,Brazil,Black,84,,Good,Excellent,Medium/Medium,CM,-70.34,68.96,58.35,88.45,63.27,86.05,74.12,60.13,81.89,-87.77,70.86,67.35,79.1,82.57,-89.02,14,13,14,13,14,15,15,15,17,13,16,75.59,75.71,69.94
140,João Moutinho,32,169.6,60.8,Portugal,Caucasian,84,Right,Excellent,Good,High/High,LCM,80.94,72.97,70.23,87.25,75.86,-80.94,83.61,81.17,84.98,84.65,59.77,53.2,75.04,75.8,84.56,15,14,15,12,15,14,14,14,17,14,17,70.53,71.62,67.41
141,K. Walker,29,182.7,70,England,Caucasian,84,Right,Average,Average,High/High,RB,81.38,50.92,73.86,78.37,57.15,79.11,76.17,71.03,74.69,77.51,87.1,94.45,65.95,-82.56,69.62,17,16,17,15,13,15,16,13,13,12,15,78.04,83.89,83.31
142,Lucas Leiva,32,178.7,78.2,Brazil,Caucasian,84,Right,Good,Good,Medium/High,LDM,62.55,-61.53,72.35,81.83,58.89,76.77,-73.79,46.54,81.25,78.96,63.74,61.37,76.77,81.53,80.15,15,16,16,12,13,16,17,13,16,12,17,81.78,83.63,80.72
143,L. Hernández,23,181.6,75.6,France,Caucasian,84,Left,Good,Average,High/High,LCB,78.27,52.96,81.72,78.9,46.31,64.55,59.32,38.61,62.63,78.82,-78.55,83.04,69.51,85.06,68.36,12,17,16,15,10,17,16,12,12,8,15,81.48,84.16,85.51
144,Azpilicueta,29,177.7,76,Spain,Black,84,Right,Good,Average,Medium/Medium,RB,80.56,46.38,74.9,80.39,50.88,68.74,67.89,57.51,80.26,76.61,73.26,67.96,72.33,85.55,72.72,13,15,16,14,12,16,17,12,14,13,15,84.55,86.99,85.72
145,,30,192,86.2,Spain,Caucasian,84,Right,Good,Average,Low/Medium,SUB,57.84,43.5,86.83,76.33,58.27,58.69,46.26,44.78,74.45,70.75,45.12,50.23,52.25,84.69,49.29,15,17,14,17,12,18,17,10,14,10,16,85.12,86.3,85.2
146,J. Boateng,30,192.4,90.3,Germany,Black,84,Right,Excellent,Average,Medium/Medium,CB,69.17,33.78,85.18,75.29,-51.59,63.78,52.74,30.97,82.74,70.39,64.07,66.75,-54.51,82.43,52.43,15,14,13,18,11,16,16,9,15,9,16,83.1,-87.12,85.89
147,Sokratis,31,186.4,84.7,Greece,Middle-eastern,84,Right,Average,Average,Medium/High,RCB,47.38,44.42,84.82,65.29,46.46,58.06,28.55,35.02,54.3,59.72,65.7,76.41,54.23,80.57,63.97,15,17,13,17,9,17,15,9,9,4,16,85.21,86.49,85.5
148,Pepe,36,188,80.8,Portugal,Caucasian,84,Right,Good,Average,,RCB,45.95,45.94,82.31,70.57,22.63,57.84,43.51,46.73,61.42,62.09,63.61,69.66,63.23,81.82,48.01,12,17,16,16,11,18,16,8,9,11,15,85.66,85.12,81.94
149,S. de Vrij,27,188.9,78.1,Netherlands,Caucasian,84,Right,Excellent,Average,Medium/High,CB,49.05,24.73,80.24,72.6,27.16,66.28,45.31,15.58,-70.93,70.79,64.73,66.07,61.92,80.58,59.2,13,15,12,15,12,15,17,6,12,8,16,88.45,86.61,83.89
150,Felipe,30,189.8,82.5,Brazil,Caucasian,84,Right,Good,Average,Medium/High,LCB,45.5,38.81,80.59,72.5,43.57,56.5,31.61,-30.29,67.04,64.47,59.87,66.77,52.18,80.09,55.34,9,18,15,17,8,18,16,6,10,9,15,84.6,85.4,80.3
151,Kepa,24,186.2,84.9,Spain,Black,84,Right,Excellent,Poor,Medium/Medium,GK,24.51,11.23,17.84,50.68,18.04,9.97,25.28,18.68,52.94,16.06,33.77,-33.39,41.45,78.18,38.53,13,14,7,10,2,3,4,3,11,4,12,19.41,18.07,15.6
152,B. Leno,27,-190.2,83.5,Germany,Caucasian,84,Right,Good,Poor,Medium/Medium,GK,9.27,9.08,12.64,45.46,10.49,15.72,8.61,7.62,42.38,30.07,54.69,55.95,52.18,79.34,44.49,11,14,8,13,2,5,4,1,10,4,13,26.69,14.52,17.76
153,J. Pavlenka,27,195.6,80.7,Czech Republic,Caucasian,84,Right,Good,Poor,Medium/Medium,GK,11.11,15.74,13.91,-27.76,19.45,11.79,9.57,14.37,16.71,19.24,35.03,36.86,39.21,81.89,26.71,10,7,4,13,3,4,2,2,5,3,7,12.15,10.41,-13.93
154,S. Ruffier,32,188,-93,France,Caucasian,84,Right,Good,Poor,Medium/Medium,,10.56,10.95,12.34,32.67,12.53,11.7,16.78,12.18,33.77,15.17,45.42,49.71,50.89,79.15,55.24,11,14,7,15,2,6,5,2,9,5,13,12.95,11.8,11.15
155,S. Sirigu,32,192.2,80.2,Italy,Caucasian,84,Right,Average,Poor,Medium/Medium,GK,13.1,10.08,10.56,23.43,12.46,14.77,11.18,11.13,28.31,17.76,50,50.81,52.13,78.74,54.81,11,13,6,13,2,6,4,2,11,3,12,13.73,10.69,12.58
156,Y. Sommer,30,182.8,79.2,,,84,Right,Excellent,Poor,Medium/Medium,GK,13.15,12.94,10.02,40.3,7.86,14.89,12.06,12.73,30.83,24.54,48.41,53.59,55.02,81.42,58.31,12,14,9,13,2,7,4,3,11,4,11,8.84,19.27,12.13
157,W. Ben Yedder,28,170.2,68.3,France,Caucasian,83,Right,Masterful,Excellent,High/High,RS,74.13,88.38,74.02,79.59,83.48,85.19,79.93,75.77,65.78,84.38,88.06,80.67,90.23,82.72,89.14,16,15,13,11,13,11,8,17,16,15,16,34.44,32.76,26.08
158,A. Martial,23,183.7,75.9,France,Black,83,Right,Good,Excellent,Medium/Low,ST,71.93,82.19,-69.23,78.12,73.63,87.13,84.44,53.78,60.31,86.29,87.95,88.97,83.74,80.4,79.15,16,14,15,14,15,11,8,16,14,16,15,-34.06,38.61,35.56
159,C. Vela,30,176.6,76.8,Mexico,Caucasian,83,,Average,Excellent,High/Low,RW,-78.17,84.68,67.38,81.46,81.86,84.02,84.04,71.23,66.36,-85.04,79.73,80.25,80.55,82.52,-80.64,15,13,14,13,16,11,7,16,16,14,16,30.52,22.36,14.07
160,J. Draxler,25,186.7,76.5,Germany,Caucasian,83,Right,Masterful,Excellent,Medium/Medium,LW,80.88,75.53,65.23,84.02,79.99,-87.35,78.44,76.03,77.48,87.9,78.24,76.57,80.3,81.27,75.41,17,15,13,13,16,9,13,15,16,13,16,38.7,63.98,43.6
161,M. Rashford,21,186,70.2,England,Black,83,Right,Good,Masterful,High/High,ST,74.36,81.44,71.56,75.15,76.41,85.48,81.53,76.16,63.23,82.65,89.02,94.27,85.68,-80.71,74.63,17,14,17,15,15,14,8,16,15,15,15,47.47,39.6,32.79
162,F. Thauvin,26,179.1,69.8,France,Caucasian,83,Left,Good,Excellent,High/Medium,RW,82.47,-79.56,72.07,83.37,74.79,82.23,-84.45,72.48,75.57,83.95,87.31,79.87,85.87,82.88,70.52,16,15,16,13,16,11,8,16,16,15,16,45.53,29.27,30.64
163,Ronaldo Cabrais,27,176.6,75.1,Brazil,Caucasian,83,Right,Excellent,Excellent,High/Medium,RM,83,73.91,63.96,82.68,75.95,84.89,85.82,78.19,81.53,83.09,-88.4,87.29,85.17,83.6,76.32,16,12,17,14,15,12,8,16,16,15,16,24.05,35.47,32.75
164,T. Werner,23,180.2,75.3,Germany,Caucasian,83,Right,Excellent,Good,High/Medium,LS,69.07,85.52,76.83,77.47,83.7,82.97,62.98,55.88,55.14,84.03,93.43,92.04,81.02,85.56,75.6,15,14,16,13,14,12,7,17,12,14,14,39.46,19.71,19.39
165,,23,181.5,75.6,Spain,Caucasian,83,Left,Good,Excellent,High/Medium,SUB,81.85,77.73,57.26,81.95,79.32,85.27,82.53,75.65,80.87,86.55,83.21,79.74,79.36,78.17,75.9,17,11,15,12,16,9,9,16,16,12,16,40.34,42.36,39.46
166,Y. Carrasco,25,180.3,70.8,Belgium,Black,83,Right,Excellent,Excellent,High/Medium,LM,77.99,79.99,53.13,75.46,-67.82,87.68,81.25,79.22,70.72,87.08,90.59,90.05,-90.28,82.1,70.66,17,14,14,11,15,12,3,16,14,14,15,53.35,-38.93,25.78
167,Lucas Moura,26,173.6,70.3,Brazil,Black,83,Right,Excellent,Excellent,High/Medium,RW,74.67,81.79,49.74,77.36,72.13,88.23,71.38,74.21,73.93,83.2,95.47,89.04,92.52,80.51,92.27,15,18,15,11,15,14,10,16,15,14,16,30.8,42.85,44.01
168,T. Lemar,23,171.5,62.1,France,Black,83,Left,Average,Excellent,,LM,83.05,74.72,53.76,83.84,76.45,84.62,84.6,80.76,74.59,85.8,83.16,83.02,86.54,78.6,86.27,15,13,15,12,15,12,13,15,16,13,16,54.68,58.89,63.39
169,F. Quagliarella,36,179.6,79.4,Italy,Caucasian,83,Right,Excellent,Excellent,Medium/Medium,ST,66.34,89.19,69.44,79.41,87.65,79.14,78.41,77.67,-72.67,84.48,69.58,67.71,70.81,83.56,76.22,18,13,13,14,17,8,5,17,15,17,16,34.51,21.35,15.47
170,Rodrigo,28,182.2,76.7,Spain,Black,83,Left,Good,Excellent,High/Medium,LS,71.68,79.83,79.91,79.51,76.56,82.34,82.87,-66.97,57.56,82.03,88.19,90.7,81.07,81.99,73.7,16,15,14,14,15,12,6,16,15,15,16,43.99,41.14,39.76
171,Anderson Talisca,25,190.1,80,Brazil,Caucasian,83,Left,Excellent,Excellent,High/Low,RW,74.99,79.73,76.51,80.79,75.61,81.55,85.82,87.26,78.6,83.61,78.37,-75.72,75.97,79.34,70.45,16,11,15,14,17,13,11,17,16,15,14,53.3,58.87,42.09
172,A. Kramari?,28,-177.4,73.2,Croatia,Caucasian,83,Right,Excellent,Excellent,Medium/Medium,LS,76.08,85.61,68.51,79.12,85.24,86.35,78.59,74.37,53.33,85.29,75.73,69.51,83.08,83.11,83.43,16,13,15,13,17,14,4,16,14,18,16,35.22,19.56,25.67
173,M. Kruse,31,179.6,75.9,Germany,Caucasian,83,Left,Excellent,Excellent,High/Medium,CAM,81.5,83.75,63.13,-84.93,80.01,82.82,81.63,68.63,81.84,85.6,66.6,65.02,74.34,85.02,77.28,16,13,14,14,15,12,6,17,17,18,17,57.2,38.18,-28.92
174,N. Pépé,24,182.9,-72.6,Ivory Coast,Black,83,Left,Good,Excellent,High/Low,RW,78.28,81.9,57.06,74.74,69.87,86.11,78.65,71.87,66.76,81.79,90.43,91.19,90.52,83.27,79.39,16,13,16,13,15,8,5,16,16,17,16,35.74,26.99,24.6
175,Gonçalo Guedes,22,178.7,67.6,Portugal,Caucasian,83,Right,Excellent,Excellent,High/Medium,LM,77.52,77.04,59.7,77.11,70.7,86.34,76.26,70.23,69.2,80.68,90.87,89.69,81.55,83.4,76.52,17,12,15,13,16,13,10,15,15,13,16,23.75,34.45,29.82
176,G. Lo Celso,23,176.7,68.2,Argentina,Caucasian,83,Left,Good,Excellent,High/Medium,CAM,78.38,79.62,57.48,82.86,69.32,85.48,82,71.11,82.74,86.49,75.56,78.5,83.39,81.51,79.12,16,12,15,14,15,14,14,15,17,13,16,61.36,66.68,62.03
177,F. Bernardeschi,25,185.2,77.4,Italy,Caucasian,83,Left,Good,Masterful,High/Medium,SUB,82.07,68.34,53.69,84.82,74.43,88.12,81.84,79.79,71.08,88.06,82.02,80.93,85.29,79.67,78.81,16,9,15,13,16,10,13,15,16,14,16,66.3,53.81,49.73
178,Morata,26,189.3,83.8,Spain,Caucasian,83,Right,Excellent,Good,High/High,LS,73.49,80.54,-85.68,77.81,79.73,82.82,76.34,44.25,51.08,82.43,75.41,85.06,66.45,80.08,57.75,16,16,14,15,14,11,4,17,15,14,15,-37.01,13.84,20.41
179,R. Nainggolan,31,175.6,77.4,Belgium,Caucasian,83,,Good,Good,High/High,CAM,-73.32,75.31,58.74,84.12,75.21,82.6,73.4,67.8,81.18,-84.36,72.39,72.27,74.75,84.67,-82.75,16,15,17,15,17,17,17,16,15,12,16,83.26,85.62,90.27
180,J. Cuadrado,31,179.4,71.7,Colombia,Caucasian,83,Right,Good,Masterful,High/Medium,SUB,78.5,64.44,58.09,81.37,70.29,-90.27,78.05,68.61,68.98,85.11,89.93,92.33,90.59,77.82,81.34,16,14,14,11,16,15,12,15,15,13,16,63.18,69.95,73.52
181,Paco Alcácer,25,174.7,72,Spain,Black,83,Right,Excellent,Good,Medium/Low,ST,53.47,86.24,78.19,79.14,84.54,77.86,85.1,84.87,51.4,81.56,81.01,78.15,83.99,-85.21,84.44,16,13,13,12,16,11,5,17,13,14,16,44.99,24.07,22.25
182,L. Jovi?,21,182,85,Serbia,Caucasian,83,Right,Masterful,Good,Medium/Medium,SUB,66.65,-86.01,78.99,73.57,83.75,81.34,-76.86,46.31,58,82.71,75.56,77,77.61,83.44,76.76,16,15,15,15,15,12,4,16,14,13,15,25.13,25.78,15.87
183,Fabián,23,188.7,70,Spain,Caucasian,83,Left,Excellent,Excellent,Medium/Medium,LCM,72.15,78.97,66.85,80.75,66.95,85.24,75.18,58.87,80.68,84.96,-68.05,63.24,71.8,83.09,66.29,15,9,14,13,16,13,15,16,16,13,15,70.43,77.76,75.28
184,W. Zaha,26,180.2,66,Ivory Coast,Black,83,Right,Good,Masterful,High/Low,LS,77.53,77.94,47.37,74.97,63.78,89.74,56.9,51.46,65.09,86.6,88.3,92.61,86.75,77.19,81.16,16,11,15,14,14,14,4,15,15,13,16,21.58,29.25,28.43
185,,27,173.7,70.2,Spain,Caucasian,83,Left,Excellent,Excellent,High/Medium,SUB,83.8,77.65,61.24,82.6,63.97,86.06,84.35,73.56,78.56,84.74,74.27,74.92,79.16,76.68,79.8,15,6,14,11,15,9,11,16,16,13,14,59.87,53.55,49.29
